"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Gadd45b",-0.295446282785951,-0.391337815286549,0.0958915325005977,0.0527199973944812,-0.00636091349270629,0.0590809108871874,-0.0155607107678019,-0.607083319878085,0.591522609110283,-0.409257345109917,-0.470957027198854,0.0616996820889365
"Pim1",-0.646207884894556,-0.772654808018438,0.126446923123882,-0.0808339547316247,0.0465102435410155,-0.12734419827264,-0.209971674399019,-0.542502998604344,0.332531324205325,-0.682522583730176,-0.774718170971342,0.0921955872411664
"ENSMUSG00000097418",-0.852270096536025,-1.00608725303796,0.153817156501937,-0.161193570435691,-0.334839610068142,0.173646039632451,-0.59371403603501,-0.887471856518979,0.293757820483969,-1.01070738092345,-1.18819513582079,0.177487754897341
"Zc3h12c",-0.917631482237363,-0.888437918370335,-0.0291935638670284,0.0183300744004009,-0.0549010333245649,0.0732311077249658,-1.10322541648159,-1.19730111023242,0.0940756937508261,-1.18371635023872,-1.40769980791913,0.223983457680413
"Nfatc1",0.0327429554263077,-0.0183442829976802,0.0510872384239879,0.274034930282018,0.244516872468878,0.0295180578131392,0.196064611695088,-0.204897394368808,0.400962006063895,0.0283650482943187,-0.171638777504899,0.200003825799218
"Cxcl10",-0.982437654778958,-1.04790223560648,0.0654645808275203,0.27036075323868,-0.249541577595122,0.519902330833802,-0.396872188678434,-0.954777801190055,0.55790561251162,-0.487012120624395,-0.808699139983846,0.321687019359451
"Zc3h12a",-0.909937298164721,-0.563056592260779,-0.346880705903942,-0.534232383987626,0.0997056836990516,-0.633938067686677,-0.852791824780411,-0.702295861480431,-0.15049596329998,-0.844665358681109,-0.489287481237843,-0.355377877443266
"Rnd1",-0.563247981030418,-0.62461097937829,0.0613629983478725,-0.346438525733922,-0.275865879645295,-0.0705726460886272,-0.744575102287334,-1.00927798471563,0.264702882428293,-0.480356183902385,-0.453301154132502,-0.0270550297698833
"Stx11",-0.280235735416877,-0.414667427128329,0.134431691711451,0.307342524237567,0.0798403804876234,0.227502143749944,-0.229085774408116,-0.703954350198441,0.474868575790325,-0.271026098055234,-0.450279580025297,0.179253481970064
"Bcl3",-0.742280666456848,-0.747014497557725,0.00473383110087765,-0.277981575558537,-0.0767102967431614,-0.201271278815375,-0.544938645941726,-0.620165332037982,0.0752266860962558,-0.275503099544814,-0.271510618615399,-0.00399248092941511
"Cgn",-0.867001705358888,-0.384372427721793,-0.482629277637095,0.230150153253018,-0.0396029386936436,0.269753091946662,-0.508832007165926,-1.06416733314183,0.555335325975899,-0.404817354771584,-0.519674155416674,0.114856800645091
"Pdgfb",-0.786026300255259,-0.916359407518414,0.130333107263155,0.0226439136834894,0.000462203431083148,0.0221817102524063,-0.937479611517315,-1.20556510042382,0.268085488906507,-0.107400214422227,-0.468340037394243,0.360939822972016
"ENSMUSG00000073234",-0.339233990692537,-0.484384004101658,0.145150013409121,0.721342273166225,0.0722630070489611,0.649079266117264,0.0869522667988574,-1.11495549112396,1.20190775792282,-0.079313231588476,-0.647176602688634,0.567863371100158
"Csf1",-0.59326157368894,-0.64128881443949,0.0480272407505506,-0.0165912793427186,-0.0140089736021208,-0.00258230574059784,-0.421009238549222,-1.00525595601511,0.58424671746589,-0.279328569881512,-0.431747448604604,0.152418878723092
"Plekhh1",-0.490909828916724,-0.62270936065388,0.131799531737155,0.198872131020804,-0.115892782285095,0.3147649133059,-0.00150344447215442,-0.690844785887542,0.689341341415387,-0.317966620085719,-0.53309624222408,0.215129622138361
"Rrad",-0.804572684605646,-1.17039864226521,0.36582595765956,0.224154802545707,-0.085001949574472,0.309156752120179,-0.558398888654782,-0.970703503729765,0.412304615074983,-0.184563106288542,-0.560227510579449,0.375664404290907
"Dot1l",-0.0250238099396327,-0.183356452094015,0.158332642154382,0.0644409095095335,0.0471663886265523,0.0172745208829811,0.128583871507546,-0.0705115430943195,0.199095414601866,-0.0551619110101618,-0.352989017173589,0.297827106163428
"Ccdc88c",-0.121350223136325,-0.291537073207158,0.170186850070833,0.094892393758072,0.0478166387047259,0.0470757550533461,-0.495041560806715,-0.726535384888106,0.231493824081391,0.146768895011021,-0.0493533792896973,0.196122274300718
"Errfi1",-0.0898577049883217,-0.252144070956379,0.162286365968058,0.06829464518988,0.0500722458897737,0.0182223993001064,-0.0538654360503941,-0.245596981348408,0.191731545298014,-0.0998731099594526,-0.291210546289456,0.191337436330003
"Sik1",-0.70479408649276,-0.915043272950145,0.210249186457385,0.169293154256841,0.0700596738706411,0.0992334803861995,-0.0326921914464648,-0.224210039145745,0.19151784769928,-0.00423438981207523,-0.250479808840189,0.246245419028114
"Kcnk10",-0.30823905856185,-0.140010857455213,-0.168228201106636,-0.104797131581511,-0.0513433397090627,-0.0534537918724486,-0.361399471013278,-0.413280591652946,0.0518811206396685,-0.198962912383509,0.032537398189564,-0.231500310573073
"Ccl1",-0.976251977616368,-1.07448469255005,0.0982327149336848,0.246323889975298,-0.322000001884931,0.568323891860229,-0.645470246307712,-1.3412017885397,0.695731542231986,-0.217544295718902,-0.487270443435452,0.26972614771655
