"sp.LT.avg.ctrl","sp.LT.avg.ko","sp.avg.ratio","sp.LT.peak.ctrl","sp.LT.peak.ctrl.1","sp.peak.ratio","X0.ifnr.l.1","X0.5.ifnr.l.1","X1.ifnr.l.1","X2.ifnr.l.1","X3.ifnr.l.1","X5.ifnr.l.1","X8.ifnr.l.1","X0.ifnr.t.1","X0.5.ifnr.t.1","X1.ifnr.t.1","X2.ifnr.t.1","X3.ifnr.t.1","X5.ifnr.t.1","X8.ifnr.t.1","X0.ifnrikba.l.1","X0.5.ifnrikba.l.1","X1.ifnrikba.l.1","X2.ifnrikba.l.1","X3.ifnrikba.l.1","X5.ifnrikba.l.1","X8.ifnrikba.l.1","X0.ifnrikba.t.1","X0.5.ifnrikba.t.1","X1.ifnrikba.t.1","X2.ifnrikba.t.1","X3.ifnrikba.t.1","X5.ifnrikba.t.1","X8.ifnrikba.t.1"
"Tjp2",1.27693301915564,0.876504818253379,1.45684654843108,1.39608009484422,0.799639251604402,1.74588740115385,0.132133080543494,0.173519912861152,0.158104477228213,0.471917388995653,1,0.587096604991812,0.314697134135954,0.132133080543494,0.151353523212745,0.157842818718623,0.569225653721873,0.716291281347711,0.324445818383422,0.170804485518415,0.220410282645314,0.253334356221278,0.264307001764456,0.391593872091859,0.799639251604402,0.688589269151623,0.415291474273335,0.220410282645314,0.269937633596776,0.255113693958377,0.543225847831484,1,0.832087874482092,0.339748151882187
"Ccl7",2.29387384418781,1.2366837389865,1.85485890359302,2.34907798645409,1.35419969444179,1.73466143589878,0.0338643566460094,0.0753776947705145,0.137672767358772,0.832036403226186,0.97937282265731,1,0.480641546863273,0.0338643566460094,0.227746688031462,0.425698936249234,0.320287529365192,0.274485510020921,0.173712722402037,0.0869942413503329,0.132396144506313,0.158945137009695,0.193596411463803,0.648533656816953,1,0.816151285656909,0.219091975524643,0.132396144506313,0.238229432897767,0.404731544258039,0.673132850472968,0.738443528014681,0.309942878609955,0.065391168782529
"Birc3",1.73170522940562,0.899115760568692,1.92600920298662,1.37693493494287,0.966585309592726,1.42453534238281,0.146000360504231,0.141663967177437,0.181049598214605,0.825923560057179,1,0.859783225921798,0.555553150431472,0.146000360504231,0.175279387948483,0.308190589005242,0.726250728790966,0.339133227167208,0.275569825823702,0.171957736117919,0.170274931498838,0.185378623905368,0.196047274400866,0.480473459580504,0.887418467792327,0.966585309592726,0.310848910855485,0.170274931498838,0.205767123122172,0.26794116563038,0.976180502743939,1,0.757067518467536,0.178514434270802
"Bdkrb2",2.19361371488911,1.01811596249311,2.1545813990751,3.19093576063111,1.15730479617702,2.75721294093991,0.0949762933578926,0.0801289889297553,0.115762601466997,0.198291509850025,1,0.770313909275877,0.154502975361923,0.0949762933578926,0.0968505369635091,0.0645691559224365,0.246234655635185,0.313387694085768,0.182530652334305,0.101907423811048,0.178319135495537,0.0622629214049741,0.113188011110988,0.146652535452576,1,0.915645996933149,0.319373116278878,0.178319135495537,0.153019116386017,0.0826727865666042,0.43022819907415,0.788869339207871,0.864076605664598,0.189583140122912
"Icam1",2.54878242856922,1.07256875822576,2.37633476550763,2.58643693538866,1.07924584398076,2.39652248819294,0.0374922874305224,0.0470736892697032,0.0680163721859667,0.534536265226759,1,0.679043056230006,0.310725895207444,0.0374922874305224,0.0569757282912454,0.102173531172491,0.386632276363518,0.293469919644882,0.118579137431163,0.0549384270046357,0.0881704023458387,0.108455173408996,0.100002913674114,0.365055492715299,0.966127125767582,1,0.249208214348887,0.0881704023458387,0.101353849639328,0.143638074914547,0.624838886021108,0.9265729449664,0.596017041436069,0.201772332334923
"Nfkb2",1.6824096521643,0.985954670328418,1.70637626941196,1.65185629424758,1.04659143665484,1.5783200935862,0.110583748546129,0.121420508104627,0.118867700960937,0.58502238818845,1,0.777366939114709,0.418375021095264,0.110583748546129,0.118320181260381,0.168052901313196,0.605379537846239,0.466970422822348,0.243038640080216,0.14905396154408,0.193965696718109,0.219797225046481,0.243454536207768,0.459504657929419,0.785878422247876,1,0.406063035241548,0.193965696718109,0.215489770142508,0.293958069379781,0.641404646643632,0.955482688828644,0.807918798633526,0.247577176063682
"Nfkbie",2.02671531010251,0.892321115371206,2.27128471487465,1.63354066278871,0.866650737159272,1.88488925555313,0.0385311502283666,0.0460648330719937,0.0595731975891685,0.733891748468207,1,0.579183669685745,0.300866734932074,0.0385311502283666,0.0508296238196515,0.12888390396946,0.61216719165891,0.341195038612775,0.131693222727124,0.0575774033010733,0.0847048799566043,0.0825918790087007,0.0802472515704728,0.466898947203849,0.866650737159272,0.614029077674518,0.158977560463326,0.0847048799566043,0.0753753706580705,0.132618570224825,0.788761659158158,1,0.473570217045465,0.0831455071111821
"Rab11fip1",2.51061159172908,1.22330324475799,2.05232153391842,3.44149542131521,1.49183794043878,2.30688289124957,0.107157773137599,0.134506394889093,0.125886416543756,0.777785723341422,1,0.463108187359394,0.186357695426883,0.107157773137599,0.099346289678276,0.125199744187014,0.290571358545593,0.19797761193017,0.164177868645866,0.12876511856696,0.186290811941353,0.200054355927413,0.212830365331721,0.441883707190658,1,0.897119050091214,0.401299040820011,0.186290811941353,0.241584343183469,0.182209350416211,0.483762453028743,0.660104350872593,0.670314095715972,0.305619719901588
"Relb",1.51993225289032,0.976915759645197,1.55584781787361,1.03992524975594,0.866512846360291,1.20012675417803,0.119701934748202,0.128354096462688,0.142566588101225,0.834366466805471,1,0.75708852146788,0.390790545334839,0.119701934748202,0.121639870945448,0.227659925938076,0.961607577308743,0.489249344181277,0.192139614370698,0.107092844303116,0.19737990556598,0.241968828836149,0.232735873008028,0.643452325361498,0.866512846360291,0.841817072231781,0.236724653060324,0.19737990556598,0.209605637637564,0.29161164168799,0.880004168407493,1,0.648388484827169,0.110648512194058
"Rhof",1.576377764937,1.011868042941,1.55788867524194,2.22716953595543,1.10078420932194,2.02325716257078,0.19046258495634,0.250818905186818,0.350183572224899,0.848036948810966,1,0.538116542105686,0.237849821892308,0.19046258495634,0.28830187934626,0.3335217234771,0.449000394382196,0.405105711381064,0.152472923767872,0.347790803312188,0.2948108294814,0.397618781331106,0.284794176501344,0.523206711760115,1,0.62420305767652,0.235685335332264,0.2948108294814,0.312100467144713,0.410111119614478,0.585243674290472,0.908443263930882,0.582629618877859,0.227567260951358
"Ripk2",2.27087146538308,1.18675675872669,1.91351045501488,1.66803430799927,1.31127499449206,1.27207055347334,0.0452186250830087,0.042679136016858,0.0538056944703433,0.688444248020049,1,0.625269420961545,0.226554390090207,0.0452186250830087,0.0483176798730088,0.0643447958151204,0.599508052804654,0.288917233373311,0.0865360596020223,0.0481893976222212,0.103232299125774,0.12044971701747,0.130309588219532,0.316228557433233,1,0.674129778890565,0.14264701151868,0.103232299125774,0.126805811985044,0.126894461905207,0.497750990798632,0.762616540542942,0.35281039935335,0.12551434436124
"Trim47",1.45821282550361,1.00425677181704,1.45203185721637,1.49769992487191,0.957408995444073,1.56432614692244,0.187310356767219,0.151826247066119,0.144245034055546,0.755911429356221,1,0.71195601276601,0.372483406465223,0.187310356767219,0.150434353526033,0.184355350552996,0.667690492196241,0.570790562992483,0.303891730435892,0.214846350525264,0.216502305876077,0.180163106634042,0.160690893768273,0.605243518800483,0.957408995444073,0.740787304405011,0.259092019832098,0.216502305876077,0.148830050463901,0.231093766648102,0.780855144399656,1,0.493596665001858,0.235785853521591
"Vcam1",1.39170924949391,0.889684438191283,1.56427289244627,1.16023314950987,0.866726013888224,1.33863889039737,0.122907220715821,0.133279882962954,0.142772283913616,0.796062866517938,1,0.91845464591885,0.564577659280329,0.122907220715821,0.162474428396221,0.322137755650343,0.861895732269364,0.606917664633626,0.324571934388185,0.241927853186628,0.236157015345959,0.249457467646048,0.261701606369147,0.463858261620767,0.866726013888224,0.802436568050745,0.418891335490588,0.236157015345959,0.264379512435781,0.285390112189974,0.779943464983753,1,0.764798225834581,0.377644557225354
"Slco2a1",1.48719213080349,0.993754014611142,1.49653949462074,1.88204636424029,1.1787176832085,1.5966896832474,0.14182999798994,0.107347020292771,0.107805215641382,0.153861580381485,0.580906187030565,1,0.72233838661354,0.14182999798994,0.113146410311993,0.126038425224882,0.23079325337329,0.473398790803238,0.531336538249238,0.275672343977039,0.0888440554233908,0.107199282172497,0.129089356930587,0.147527646613313,0.386451950385255,1,0.594413693041988,0.0888440554233908,0.124159186456634,0.0942983630592387,0.205529460081667,0.543079818226886,0.848379568954946,0.564656539198426
"Gbp2",2.27685309184972,0.868347549445444,2.62205276367025,2.93185398906186,1.08240444920898,2.70864924031349,0.039089237009344,0.0527137245489609,0.0538708271574681,0.123905151623852,0.663197291553248,1,0.849932105692862,0.039089237009344,0.0503377689358846,0.0585296251392982,0.301448193183763,0.341081105583973,0.277789061457571,0.153897992773676,0.151432119758055,0.185738742051579,0.175786568850908,0.248966245173766,0.57285725556897,1,0.406466354032303,0.151432119758055,0.178451659952626,0.2376460904938,0.414587819333908,0.835429813686444,0.923869077525314,0.415438398786829
"Il34",1.69134015204914,1.11337892229167,1.51910559665335,2.56520102100489,0.969945822148088,2.64468484984437,0.223120011278394,0.188820505571452,0.170488207732335,0.178216983587361,0.676503623077872,1,0.815842290758274,0.223120011278394,0.18344164429368,0.147468580063856,0.389832996249261,0.385801773523767,0.379518277260935,0.21413865707388,0.240315778620577,0.316572634610998,0.23928143554356,0.362300114875386,0.758966683565699,0.969945822148088,0.626013816491698,0.240315778620577,0.216721520196894,0.228768500269512,0.440144879179636,0.795599881644908,1,0.234065390338715
"Slc7a2",1.74997822877471,1.14034131013304,1.5346091676452,2.2706584214188,1.3727969738225,1.65403804402062,0.275049117465096,0.207135872063224,0.224586718840609,0.38086897885472,0.737206991985631,1,0.747548941977301,0.275049117465096,0.214608796850259,0.213627897766768,0.440400894545451,0.390438493423387,0.317399910907293,0.189869783244452,0.13854337814885,0.124524878637823,0.108031967132525,0.207035209858336,0.527665395062346,1,0.340813801050632,0.13854337814885,0.148800601231898,0.0892203895941384,0.241942418765993,0.595058682349469,0.728439834198889,0.203505524924749
"Sod2",2.35130475104133,1.23820332400463,1.89896498051442,3.39231093369013,1.71644789020008,1.97635532838384,0.153203024076508,0.146423016390468,0.162694522085276,0.397188256270506,0.77288557640325,1,0.882976897593887,0.153203024076508,0.149484719027108,0.189615809202238,0.293628257314638,0.29478429882965,0.229894936189929,0.184461549103052,0.403719777102128,0.374888915632554,0.374165448884091,0.456160049281143,0.682253964124389,1,0.710666699076669,0.403719777102128,0.371517974620118,0.387893039896847,0.475300721682546,0.569240400062925,0.582598519715873,0.441714796258214
"Tnip1",1.87447722949172,1.09923189482776,1.70526095386401,2.34731027368184,1.49959186973868,1.56529941316025,0.195184441863671,0.239963840893398,0.226682690101875,0.474768231667662,0.778173191182255,1,0.568692156585493,0.195184441863671,0.235585364843178,0.230593475456902,0.426019521667863,0.296589506157928,0.263648110695592,0.210745473276098,0.203283320460975,0.238643478748118,0.252828436392485,0.349259733667662,0.587976308564234,1,0.399420067780769,0.203283320460975,0.258138185813236,0.284824866817829,0.489347642896587,0.666848107261517,0.622417152751239,0.232894897506518
"Ch25h",2.35533353650295,1.47730019190881,1.59434998343813,2.56575435693664,1.96324124121216,1.30689713677392,0.0540017153149926,0.206560673042863,0.361775696414902,0.384541057277498,0.908103147948527,1,0.405936101315889,0.0540017153149926,0.281479453962742,0.389748924052862,0.241778973533271,0.233103293329688,0.139939242827489,0.0699051355245105,0.068560344926186,0.121866857643226,0.288323149777415,0.388720801260349,0.707257241462842,1,0.101080467443611,0.068560344926186,0.166242189138749,0.306342238521766,0.355953354330149,0.509361752905401,0.318662044362615,0.0861611699141337
"Ifi203,Gm16340,LOC102641031",2.03829354421373,1.13254101260568,1.79975252244876,1.79563794166897,1.52467245329924,1.17772045909493,0.112504407357709,0.123529427916419,0.13173882913332,0.929123856501208,1,0.974337764355028,0.522633800003882,0.112504407357709,0.287574218011369,0.119496966194141,0.410539334796227,0.556905140392913,0.255358095091716,0.118918066090083,0.0446339753226157,0.0446339753226157,0.132563519070814,0.222467225586977,0.363437423497159,1,0.291856232730552,0.0446339753226157,0.0446339753226157,0.0901317840798787,0.305980094653744,0.560874582075125,0.655878577615869,0.151744555461745
"Cx3cl1",2.09518164918637,1.32483966304515,1.5814605401914,2.54320550192458,1.61849143099575,1.57134319849931,0.0973998417014105,0.0851897791329797,0.0769851243669274,0.345042248245178,0.912589258427418,1,0.45007998090541,0.0973998417014105,0.0911886284557911,0.0945271131617662,0.295727638266508,0.393204559853007,0.295054377919127,0.149140787372869,0.0546267286477721,0.0621317679079504,0.0557858035770322,0.18077541683376,0.754797005037876,1,0.307992424695255,0.0546267286477721,0.052261246173665,0.0540057369482368,0.304484099078879,0.617859310743937,0.523367986805553,0.217094176952619
"Gch1",2.67077146627209,1.35450997719785,1.9717621215292,2.88200995953585,1.8636578262252,1.54642655909282,0.0463267939222603,0.0509048420138477,0.0461072327762837,0.418111934321633,0.95063726473486,1,0.474994092667277,0.0463267939222603,0.0490210922988559,0.055991122647997,0.346980063927694,0.3383245793829,0.185524226316966,0.0962663260613006,0.0484293226749614,0.036659769885781,0.0550820578787301,0.180867986674325,0.505853349099478,1,0.356449540991451,0.0484293226749614,0.0310336879492243,0.053321710251378,0.277141006858812,0.536579186333511,0.531192654201445,0.134207891239746
