"sp.LT.avg.ctrl","sp.LT.avg.ko","sp.avg.ratio","sp.LT.peak.ctrl","sp.LT.peak.ctrl.1","sp.peak.ratio","X0.ifnr.l.1","X0.5.ifnr.l.1","X1.ifnr.l.1","X2.ifnr.l.1","X3.ifnr.l.1","X5.ifnr.l.1","X8.ifnr.l.1","X0.ifnr.t.1","X0.5.ifnr.t.1","X1.ifnr.t.1","X2.ifnr.t.1","X3.ifnr.t.1","X5.ifnr.t.1","X8.ifnr.t.1","X0.ifnrikba.l.1","X0.5.ifnrikba.l.1","X1.ifnrikba.l.1","X2.ifnrikba.l.1","X3.ifnrikba.l.1","X5.ifnrikba.l.1","X8.ifnrikba.l.1","X0.ifnrikba.t.1","X0.5.ifnrikba.t.1","X1.ifnrikba.t.1","X2.ifnrikba.t.1","X3.ifnrikba.t.1","X5.ifnrikba.t.1","X8.ifnrikba.t.1"
"Serpina3g",1.78825243390512,1.19631198821182,1.4948044084872,1.85634052556939,1.49137739756959,1.2447154748319,0.06753064502012,0.0676806201557598,0.0732601517001192,0.217975844557042,0.991050904975147,1,0.738881208283856,0.06753064502012,0.0726581452666162,0.0905862433769833,0.335606641393145,0.538694267687376,0.430529588377192,0.22945812255931,0.240446918329292,0.255110579411939,0.266376081073941,0.371335004794153,0.735003691227126,1,0.478147818059821,0.240446918329292,0.231721547004855,0.305584320724247,0.471567744669434,0.63016814927879,0.670521091193714,0.247270642162664
"B4galt5",1.50026235000078,1.02826775942918,1.45901914773019,1.86690682937885,1.02817922585919,1.81574066313077,0.222414688686156,0.179966426258684,0.16984465561859,0.310068248517425,1,0.613763733232805,0.353856829834822,0.222414688686156,0.196899353367372,0.169196238919443,0.284643282171751,0.535645370333086,0.305487152180157,0.185324727175533,0.401745546217005,0.3289811256493,0.326973239420366,0.468949747489149,0.858224260423167,0.977756830547863,0.535688865352314,0.401745546217005,0.338623340715254,0.308186343905142,0.447364170023219,0.856351048263554,0.95095952724663,0.487922259369082
"Rab20",1.82370538847262,0.938374601204711,1.94347266659956,2.30458525143213,0.97939772010503,2.35306372898743,0.11033352888911,0.150961231831103,0.272216100286952,0.634785478972277,1,0.568606902606712,0.24832547687551,0.11033352888911,0.196386700628589,0.325533316522581,0.433917556045529,0.315623564173988,0.166149253995085,0.0889590237901752,0.260108545459671,0.354925756382057,0.401961386075595,0.400782465310947,0.83791484519541,0.97939772010503,0.41352791633788,0.260108545459671,0.305013015356881,0.529506926628949,0.902121937538232,1,0.596028115789465,0.295453973387344
"Ifnb1",9.1423014734621,3.21921229945655,2.83991878230754,29.7475440656733,7.90030624982595,3.76536593962148,0.0236964085824848,0.0276690524459329,0.137847363109039,1,0.252479948306692,0.132285867707178,0.0331892484562443,0.0236964085824848,0.0236964085824848,0.0236964085824848,0.0236964085824848,0.0236964085824848,0.0336162204783128,0.0236964085824848,0.0872701181961187,0.0872701181961187,0.345155113439235,1,0.354414607526988,0.131745583190109,0.0872701181961187,0.0872701181961187,0.0872701181961187,0.0872701181961187,0.126577371607845,0.0872701181961187,0.0872701181961187,0.0872701181961187
"Cxcl3",6.23472391580029,3.4960298991043,1.78337259569709,7.58710403690759,6.33512482557947,1.19762502646719,0.0525010072474334,0.0395486960874555,0.0571361252008933,0.352083191582479,0.713760679104277,1,0.270894070527917,0.0525010072474334,0.0420234230888684,0.131802594920998,0.0492650164818226,0.0192855168269681,0.046113798818739,0.0577309923651774,0.0106086974848964,0.0154074119054702,0.0315079770777887,0.153262462950846,0.476076796676562,1,0.17709623701836,0.0106086974848964,0.0217659689093625,0.0268297203439192,0.139621545911339,0.157850086230705,0.145513325894967,0.030975312538376
"Slfn2",2.54306499650917,1.15992515140063,2.19243887714512,2.89183686787402,1.07940771258607,2.67909598398707,0.0628398218290995,0.133216377972191,0.286941377257435,1,0.763057882943606,0.366974872536292,0.179314917241338,0.0628398218290995,0.131141889004648,0.236400200673238,0.345800972077366,0.164339217528039,0.0756150244419027,0.0818864222563129,0.124998579636892,0.109338927662359,0.248725995627646,0.695099754656179,1,0.565206774833125,0.200549782687164,0.124998579636892,0.126648424767829,0.238504484176835,0.699176632073776,0.926433995551295,0.292808264058537,0.129455294536819
"Nos2",14.6112251296185,8.56480682174418,1.70596085045652,31.9914167421641,12.8921808200501,2.48145889269646,0.0161348775798279,0.0161348775798279,0.0195142406711758,0.120254669604635,1,0.711157064565496,0.100162611710644,0.0161348775798279,0.0161348775798279,0.0238093249612047,0.0161348775798279,0.0312583843366342,0.0161348775798279,0.0161348775798279,0.0125011500258618,0.0125011500258618,0.0186580092914584,0.0498570004470821,0.592892277777869,1,0.0875137247036571,0.0125011500258618,0.0125011500258618,0.0125011500258618,0.0181317814740775,0.0775663957834648,0.0614149486066512,0.0125011500258618
"Irg1",154.524019806677,15.3091270111503,10.0935879422864,142.255756253172,10.597930902479,13.4229744996636,0.000674666663489983,0.00127719877361612,0.00386441520929941,0.405501113937346,0.911997236409445,1,0.230951795914172,0.000674666663489983,0.000363386401112201,0.000881913387259914,0.00702959251940781,0.00496160135393009,0.00112399211315233,0.0014947464738231,0.0060026837856726,0.00283426143208336,0.0149212392411109,0.497427705901025,0.90895876856013,1,0.259919236115493,0.0060026837856726,0.00100886696091817,0.00203725924992224,0.0373610939189815,0.094358041131037,0.0271606440635352,0.00778775925363983
"Ifih1",4.21983102645872,1.49195773596837,2.82838509746377,8.51108541960326,1.89711754841732,4.48632475446959,0.0805171650861346,0.111402176742779,0.108205683287522,0.691168218130631,1,0.556745676395279,0.177642198834829,0.0805171650861346,0.0970766551590905,0.0869316296328144,0.102147991874555,0.117493827249899,0.088545690017244,0.0732089040565111,0.336666018064145,0.436238437863086,0.47853958644179,0.949998238286164,1,0.715392808741039,0.294152241713859,0.336666018064145,0.482485421525301,0.364394691692985,0.44237092154458,0.402057480142277,0.527115465688595,0.26736752114371
"Oasl1",5.66803456676515,1.49886278008665,3.78155668555429,10.9010052312866,3.00395381474979,3.6288857630771,0.0551486876571719,0.0645036336536258,0.0466982145374143,0.36443859634586,1,0.640198161622276,0.0540790660308681,0.0551486876571719,0.0386112884151653,0.0569764913615958,0.091734659215641,0.0567068109360736,0.0547747807351411,0.0386112884151653,0.15436019605235,0.363829030415924,0.15436019605235,1,0.626875606822721,0.15436019605235,0.225608753244792,0.15436019605235,0.235531263798499,0.311707836027517,0.293410663000918,0.332894598808369,0.305353175157791,0.15436019605235
"Rsad2",9.29181136554467,2.67527418964076,3.47321833460083,20.5645093633555,4.48536523346018,4.58480152517954,0.024920718463508,0.0290986148283583,0.035359738625736,0.532108380901637,1,0.755800037538403,0.0448873213425604,0.024920718463508,0.0468532347600711,0.0486274669787128,0.0363497816717969,0.0366000340394291,0.0353530520640356,0.0319741434294769,0.10337862707766,0.196902739579305,0.205207283908591,0.669723346571806,1,0.73559674774802,0.151095449238995,0.10337862707766,0.157740786213418,0.156068321087332,0.196503971144827,0.22294728476962,0.204502150353003,0.10337862707766
"Tnfaip2",3.72452612246592,1.34418833550862,2.7708365145548,4.2533620148343,1.48823103779032,2.85799846047396,0.0408024504125111,0.0373745510767139,0.0513648337077969,0.651350969852655,1,0.498636014598179,0.137382728979573,0.0408024504125111,0.0379977910548689,0.0742996120652251,0.235108132463763,0.155056159648325,0.0632014298320972,0.042452291966504,0.102660336642595,0.0844415837659436,0.0857852602830132,0.428174838348077,1,0.736065912622684,0.196212214343348,0.102660336642595,0.0859486266871721,0.0889917115415971,0.502811554569108,0.671938680626342,0.369188259935431,0.137516772117091
"Tnfsf11",1.99649950309785,1.19696619291645,1.66796649304966,2.59027213120837,1.2629577357382,2.05095709690898,0.104836315529005,0.120214337122891,0.166110082517466,0.540418045852606,1,0.718335612666366,0.265934176479616,0.104836315529005,0.13577242140146,0.28855163171578,0.386059822808462,0.308386394864021,0.134731253933787,0.102142648544802,0.0958732662724265,0.114977610974433,0.145159010823506,0.188597224706972,1,0.7116283682274,0.183173879421439,0.0958732662724265,0.1190239107743,0.184233583453374,0.319162999446991,0.79179213342044,0.345852063380351,0.182055576287897
"Slco3a1",1.59837754263541,1.11296898345004,1.43613844267311,2.37088004057015,1.15463328332869,2.05336194166786,0.17113628474967,0.185431994204948,0.161051551509865,0.161947050475959,0.521189540584599,1,0.699326167805497,0.17113628474967,0.192478424998853,0.181222984550436,0.181748871510078,0.421784309154469,0.417565063557456,0.248455537818768,0.240890104071996,0.266517174003425,0.289521837806053,0.256518765171126,0.383987554115798,0.991405451257451,0.730089020060178,0.240890104071996,0.27078575077285,0.278715844539915,0.281261048852655,0.423925836152855,0.858632316919989,0.484080150335959
"Adtrp",1.4756525423356,0.679802730383107,2.17070699540143,1.65142303361809,0.641131718731565,2.57579368695924,0.0936342517305113,0.0842527432073502,0.103247447315657,0.350846584566939,0.486096980983411,0.90554104118213,1,0.0936342517305113,0.0948185227505928,0.0984090982754119,0.605538362759241,0.475878003267291,0.430453908018364,0.250272589910075,0.191793475200026,0.180022240386825,0.191106551277612,0.247608028547989,0.393097701970033,0.617752594271945,0.641131718731565,0.191793475200026,0.113239927147405,0.139584669526188,0.825834592563193,0.502049656248871,1,0.849890176911719
"Gsap",1.66717200705223,1.13275602005208,1.47178384183346,2.09426343949129,1.4674939938237,1.4271018813743,0.177687525371151,0.219769645146994,0.231590854645393,0.405607692281356,0.576826284048372,0.923366987439537,1,0.177687525371151,0.230505796473302,0.237471172646921,0.477494846705106,0.414379935476744,0.350758872054316,0.231968370851842,0.200719594878143,0.189647368572071,0.184863084819424,0.264216640687222,0.433388446300119,1,0.609492224914447,0.200719594878143,0.165338171218308,0.197753370600456,0.336492527088192,0.587949073845256,0.681433794079391,0.374839658527511
"Il1rl1",1.42549290969083,0.935978459205795,1.52299756011522,1.63537777596606,0.923623537365905,1.77061076272484,0.087014414584192,0.0722897781025676,0.0806696216465806,0.316362800302065,0.729844461115285,1,0.867682054266813,0.087014414584192,0.0803986519172124,0.102779234453684,0.374572972615177,0.542526178890257,0.611479509319657,0.413701024980906,0.157037078510761,0.141461347780396,0.156745682097851,0.307200188718945,0.579618187107877,0.923623537365905,0.798413125910271,0.157037078510761,0.163457232751391,0.140218342166141,0.363200612147262,0.711582843016139,1,0.738189431235776
"Exoc3l4",1.96919897307506,1.09467351189131,1.79889158884717,1.92608906360629,1.31462044392586,1.46512940104172,0.182521481413183,0.212339170612624,0.20983846763607,0.64033314883258,0.829229413466901,1,0.578413797692921,0.182521481413183,0.202280396429288,0.282869874466541,0.519186790940841,0.225389837765173,0.250326442545752,0.192329393634871,0.415000894616553,0.357001359463585,0.312279496174552,0.493848630613163,0.766404546301455,1,0.623578999560622,0.415000894616553,0.354235152191508,0.505156486706438,0.760675832039925,0.554065111626389,0.525163461576531,0.510632214661255
"Mmp9",2.22053238629186,1.19858578568322,1.85262699826372,3.56400894148153,1.50080194832324,2.37473635043144,0.120976397948415,0.122903002882752,0.112737266621912,0.230266479128305,0.454916622968809,0.920157265977807,1,0.120976397948415,0.14286680415003,0.13285031079083,0.196039082690904,0.218141413322644,0.280582909981227,0.242438075763727,0.0867235319974837,0.0977148613388632,0.0948697888060823,0.142372813768684,0.311813135439829,1,0.700770549434358,0.0867235319974837,0.0866816235011229,0.095731456006727,0.189059655442086,0.382984069038877,0.666310435642251,0.523456624763042
"Acpp",2.55342659300023,1.26051652554634,2.02569862532625,4.35586037185693,1.48764250120862,2.92802899104997,0.0776017783186315,0.0889223230787112,0.0867627331154041,0.0942028011494104,0.365886751962253,0.719270150193513,1,0.0776017783186315,0.101630297101892,0.0847817717593491,0.0937926322948433,0.166652553502685,0.229575770256771,0.198664030750952,0.0892442745339863,0.100756498522649,0.0983220421812428,0.128241043951763,0.238020592760408,0.926640080614069,1,0.0892442745339863,0.116609089865657,0.0868752902893356,0.145277770664326,0.30101058444818,0.672204510954454,0.636529921015409
"Pilra",3.11531881518664,1.53519307201084,2.02926841710281,7.53383255308644,2.33758473509984,3.2229131376342,0.0494391003029521,0.123516830976148,0.123455296317312,0.0887881211950214,0.153056766564553,0.466693086084224,1,0.0494391003029521,0.0898073343433766,0.0696063659361498,0.118737649579212,0.0582793073910147,0.132734566763144,0.124973209921235,0.198821436344853,0.317365471957449,0.318216695742393,0.373732158800836,0.40023138279319,0.791070674709716,1,0.198821436344853,0.329408899680265,0.390955590556665,0.2217798474432,0.269710117790995,0.375871082548171,0.427791979039121
"Mmp3",4.90099203479152,1.62254183208066,3.02056436258827,10.8271231854342,1.96843097728327,5.50038244184575,0.0283305550667006,0.031229975146277,0.037683763752238,0.0470223262120006,0.192532196135308,0.514682173055171,1,0.0283305550667006,0.0315587607667636,0.033629955688558,0.0538218342567459,0.0661503245200026,0.0719247121036333,0.0923606375279177,0.029647549074667,0.0303229442197141,0.0285096145349049,0.0370946782673431,0.148387231414392,0.797589337649218,1,0.029647549074667,0.0272306266038774,0.0230740296114969,0.0413021783400712,0.173079307714565,0.508018828976238,0.47437965027822
"Rbfox1",1.58941455422486,1.02743854349597,1.5469680053239,1.89121709632095,1.14131310225758,1.65705369769261,0.16399041529041,0.153116758778302,0.106898131042932,0.151427642668585,0.368852752491595,0.839779241047308,1,0.16399041529041,0.167843309433608,0.112631214207306,0.152437834439422,0.528760025459443,0.35705958379658,0.268906815632893,0.162105867509088,0.118466980720463,0.110497548262792,0.111544687172689,0.280750978173853,1,0.637115105616418,0.162105867509088,0.261681496479445,0.148852759368506,0.172321468150518,0.296021957250338,0.876183755379607,0.438673035684039
"U90926",2.1697535863827,1.40055733052852,1.54920726134354,4.14229833564203,1.39575876994483,2.96777525231368,0.108963323064967,0.068528545786401,0.107858135415527,0.204354014638996,0.297271805200803,1,0.717000872848009,0.108963323064967,0.0845154428959212,0.170350328620024,0.220185157343017,0.196215977665159,0.132395255629498,0.241411873064668,0.153065095861435,0.111710487793987,0.152682172986748,0.153532691393552,0.233887365267637,0.860909015997109,1,0.153065095861435,0.117365258917568,0.0769177054632949,0.14620657095331,0.210363279103234,0.716456182496012,0.483001635704961
"Gm16685",2.8775599675875,1.39715438337901,2.05958625748154,2.90344963587307,1.9542199044931,1.48573332468752,0.00998406981066842,0.0140214446707759,0.0143104035170181,0.111085721875857,0.596625423044254,1,0.424230804957405,0.00998406981066842,0.0100661415548689,0.0169646140946377,0.247425359422704,0.344417890926942,0.106481783384483,0.0188608846030478,0.0302748078830372,0.0383565641742032,0.0188600674561448,0.089380373006161,0.445967311197,1,0.239952299705044,0.0302748078830372,0.0299167643144689,0.0193845860720064,0.222203777139515,0.407855206591515,0.51171313816875,0.111927015375668
"Tmem132e",2.62661345530892,1.17229500839788,2.24057377749871,3.36619732735524,1.62620270737898,2.06997400267565,0.107561468586518,0.0749718878701724,0.0587378740634183,0.161849327679213,0.599720205511087,1,0.460792454295117,0.107561468586518,0.10099269788217,0.0687796091342646,0.123070262593949,0.297071116976283,0.156727928102581,0.0837473460217107,0.0787313613690587,0.0626611812116949,0.078392493738129,0.124345452339853,0.607501485761828,1,0.236510846741255,0.0787313613690587,0.0710014981996377,0.0865125692329447,0.241284174736777,0.614929489086722,0.593950223482037,0.180136907741593
"Fpr2",8.08043540026738,4.4396325487398,1.82006851052595,11.9145560609529,7.8884209758558,1.5103854240817,0.0291970758255626,0.038986709871186,0.0414274159607179,0.116156143157509,0.385270240177821,0.952392384519785,1,0.0291970758255626,0.0420451271827865,0.0291970758255626,0.0291970758255626,0.0839309492426042,0.0414195819952058,0.0622522036482812,0.0768122891931803,0.0746206955034621,0.0513797118922835,0.230500963365685,0.418365381420467,0.889288173537768,1,0.0768122891931803,0.0783979859126911,0.103753812312013,0.0745216005171269,0.0810928322790777,0.12676808236537,0.0760394501673789
"Itgal",3.59942461404504,1.68414414080343,2.13724260699439,8.186014766742,2.61675867310641,3.12830329020146,0.0791992517189371,0.0968236471704583,0.0863562328548474,0.100676385986166,0.421786394315957,0.703323548339557,1,0.0791992517189371,0.0896828225810657,0.0620547372583169,0.109096905004416,0.122159564634892,0.119134294888805,0.109939981143976,0.191620047394478,0.196737618686456,0.199777281087073,0.23403384127211,0.563832215587354,0.80736837329013,1,0.191620047394478,0.193303957080877,0.154772080258386,0.30382384472348,0.382152167976911,0.35616187976484,0.314303829505739
"Kcnn3",2.02291941873306,1.38303015552218,1.46267195307053,3.1722435940772,1.44638363655293,2.19322419993453,0.152321975575997,0.224756532207229,0.168461008869507,0.151417365526826,0.588335162752623,1,0.662421070286079,0.152321975575997,0.209732725461834,0.1602237905393,0.155033883226643,0.315234303527973,0.276824377410282,0.187786895247629,0.15428133708798,0.179073750465973,0.135502842573466,0.0912927693206217,0.406468294947187,0.816914483866022,0.778805133778782,0.15428133708798,0.18741810451194,0.125899752100722,0.141210548374221,0.300566527107182,0.564797929968924,0.378524819600792
"Ptges",2.82454305291814,1.65951380465197,1.70203046518827,6.49877026998586,3.03978351808516,2.13790562101593,0.10863041165986,0.139806558172587,0.114978257800556,0.150110503298979,0.518161900773966,1,0.369331109501013,0.10863041165986,0.104596783061334,0.113838289392261,0.129774084451552,0.153875265389582,0.12772938038161,0.111611421645835,0.0954874249946815,0.0995417907363641,0.08014759696622,0.130309848842988,0.401271671064111,1,0.240109243389603,0.0954874249946815,0.114565509013701,0.0880126779548851,0.173909698451413,0.29555879849083,0.328970794811706,0.136909106010311
"Fpr1",14.1761562163359,3.5856012490048,3.9536343368551,26.8103446209024,4.70984307108568,5.69240720258697,0.0185325728002897,0.0151504866613789,0.021127994232315,0.0451791693148949,0.461320277451606,1,0.6887030506219,0.0185325728002897,0.0243946082128666,0.0129752228723067,0.0248765364372732,0.0372990356573171,0.0129752228723067,0.0276649696515664,0.0332790812086181,0.0784392360136549,0.115229389406641,0.182445563157835,0.525657184238188,1,0.893480406166784,0.0332790812086181,0.085778986450995,0.0672022364172453,0.13820348303031,0.0910154119447626,0.21232129922526,0.161057677454646
"Ccl5",15.9994830473842,1.17493227850837,13.6173661580702,22.3999555956101,1.35247069133725,16.5622484384207,0.00288347914719868,0.00438887176457616,0.00488975081323662,0.137636203571283,0.481740018153091,1,0.963035168939386,0.00288347914719868,0.00558950112180291,0.00703593333973694,0.0380926575181266,0.0386589955307617,0.044642945640302,0.0252625704876621,0.0296353586465368,0.0293465048505459,0.0358640788603384,0.121254075077728,0.359408781186045,1,0.583215569596306,0.0296353586465368,0.0297313407779971,0.0354374613042412,0.111194024292118,0.364721552570439,0.73938755671759,0.527210828364578
"Lcn2",12.2109192084406,3.26003778099712,3.74563732960966,24.0824890915361,4.23576712351783,5.68550828911845,0.028273377857454,0.0330133392171422,0.0341950843672491,0.0844120264330151,0.588586700628698,1,0.968363339752679,0.028273377857454,0.028273377857454,0.028273377857454,0.041240027399194,0.0415239469723857,0.028273377857454,0.028273377857454,0.0584757532526495,0.0559689263336189,0.043857241794815,0.0586543896739983,0.254262849098071,0.73323283690015,0.626172090959137,0.0584757532526495,0.0448372758157084,0.059338747614585,0.0426202984389879,0.0973589783091929,0.173105087111398,0.0857984829772471
