"",X0.ifnr.l.1,X0.5.ifnr.l.1,X1.ifnr.l.1,X2.ifnr.l.1,X3.ifnr.l.1,X5.ifnr.l.1,X8.ifnr.l.1,X0.ifnr.t.1,X0.5.ifnr.t.1,X1.ifnr.t.1,X2.ifnr.t.1,X3.ifnr.t.1,X5.ifnr.t.1,X8.ifnr.t.1,X0.ifnr.1,X0.5.ifnr.1,X1.ifnr.1,X2.ifnr.1,X3.ifnr.1,X5.ifnr.1,X8.ifnr.1,X0.ifnr.l.2,X0.5.ifnr.l.2,X1.ifnr.l.2,X2.ifnr.l.2,X3.ifnr.l.2,X5.ifnr.l.2,X8.ifnr.l.2,X0.ifnr.t.2,X0.5.ifnr.t.2,X1.ifnr.t.2,X2.ifnr.t.2,X3.ifnr.t.2,X5.ifnr.t.2,X8.ifnr.t.2,X0.ifnr.2,X0.5.ifnr.2,X1.ifnr.2,X2.ifnr.2,X3.ifnr.2,X5.ifnr.2,X8.ifnr.2
Egr1,0.030716336209084,0.465421367189667,0.798305328371305,0.140128952129914,0.0845301712467017,0.0609550333540098,0.024887748987028,0.030716336209084,0.706535425898206,0.999054325725222,0.0873913987992539,0.0380017512695529,0.0497274934485579,0.0267816501527412,0.030716336209084,0.516843714526229,1,0.0826178899371836,0.0303091321861929,0.0350814897574589,0.0225843212274701,0.0501890155809009,0.328880320313731,0.510597583994836,0.350344969955974,0.11201691249201,0.0833888786313065,0.043162975574288,0.0501890155809009,0.36350539164013,0.596612722438112,0.367027742830132,0.104007106325404,0.0776952716834373,0.0548831924942745,0.0501890155809009,0.649016835613063,0.588156186813972,0.342575627444082,0.0894078231578438,0.0784671097953922,0.0490660467029565
Egr2,0.0354607488312196,0.318537745560807,0.840654562095173,0.314400167859945,0.122590778140135,0.0972266782681892,0.0289602727575219,0.0354607488312196,0.533318537156012,1,0.198194406652758,0.0869425561513172,0.076269185028131,0.0264959679424277,0.0354607488312196,0.35869086245299,0.965271716204147,0.173637151296486,0.0624728777711184,0.0420571353244656,0.0209187283532871,0.0238876601661355,0.360804035521412,0.486700544666341,0.414775128589628,0.170323730330747,0.11959336762191,0.0369550139607387,0.0238876601661355,0.372408291772617,0.495843299867749,0.379769081360559,0.167757621717687,0.0890679312151345,0.0439432923909054,0.0238876601661355,0.41832590965209,0.511526562271478,0.321419207062912,0.157770493344632,0.0708552219121584,0.0249897996378168
Frat2,0.257161650741131,0.334815590576775,0.98302352012937,0.321507824069344,0.128246707906662,0.157107137960607,0.129608788623239,0.257161650741131,0.350128102920758,0.777751079532406,0.389530130971286,0.160035675931362,0.181296972056165,0.13169211090406,0.257161650741131,0.457242338583462,1,0.411198632444912,0.230765560961834,0.143391760334724,0.129826205078486,0.166196681228903,0.156050465157488,0.93997190616366,0.221902550328578,0.144640117119079,0.182719782859218,0.0795712948013701,0.166196681228903,0.170667857097113,0.549693776056779,0.250447893071588,0.0965420552557883,0.182011475535869,0.0913832316253315,0.166196681228903,0.222493335821459,0.915840339548154,0.359745742567923,0.116392004896169,0.158719176603372,0.181078749820946
Cxcl2,0.00196909948598176,0.161440777466049,1,0.52752781838983,0.633230374444556,0.591572274955477,0.0613927730996995,0.00196909948598176,0.428098152347463,0.784490181324155,0.0438641424977534,0.0348602873262076,0.0103842672011931,0.00676407215911369,0.00196909948598176,0.0691753348660635,0.441450188734255,0.039926515212159,0.0168781890759999,0.00492129853643317,0.00680868553835212,0.00774981141474464,0.224549846104052,0.692761742675012,0.582979386696351,0.472708987258644,0.463916778586243,0.140122778752125,0.00774981141474464,0.243840191492626,0.778771732112718,0.116555024295044,0.0557080847318387,0.0353257983723653,0.0239402278877456,0.00774981141474464,0.0439602612482496,0.190433740329604,0.100440322903652,0.036979021329401,0.0218378491526739,0.016255473430714
Nfil3,0.19451743378696,0.450858410128547,0.759256624394059,0.75205110042017,0.68804767515883,0.45311653554762,0.505201422390169,0.19451743378696,0.565772421704041,1,0.866525938953886,0.463358497081194,0.387866251026612,0.409596673525581,0.19451743378696,0.536015287984852,0.950640377893303,0.788644788671067,0.564137883204846,0.334882898037895,0.407916312863463,0.157317030403136,0.301692032310257,0.599428199283524,0.533308125892301,0.485267019280539,0.212862822536252,0.242668267316469,0.157317030403136,0.302642889221613,0.641600263176045,0.681223746490674,0.426679871474358,0.184892106053573,0.235000075178464,0.157317030403136,0.22267832640269,0.715371328241097,0.683308711748719,0.466023628641115,0.207852691514936,0.23333698792369
Egr3,0.0193288248998453,0.128447075749776,0.308326860064307,0.491204061744538,0.0865001516024997,0.0301762928073945,0.00530942952504373,0.0193288248998453,0.266097972224185,0.630716806489611,0.245265229325818,0.0295216603420841,0.0154178220617505,0.0108762137635214,0.0193288248998453,0.139394554977776,0.596018985471996,0.270273048724413,0.0372835709210171,0.0198123185400275,0.00832946383858573,0.0180228080611798,0.166897894723958,0.208532687395988,1,0.291917419598037,0.0592383219032419,0.0147857109816723,0.0180228080611798,0.237473764999417,0.366303525103018,0.81013703997603,0.199494867131105,0.0312250306993507,0.0258585728599131,0.0180228080611798,0.338738642222175,0.250599016680783,0.679559644582435,0.197463840642804,0.0330543509213361,0.0213911970135488
Arc,0.0390528045053681,0.171008079585994,0.394989219327254,0.519110903040482,0.132958446834582,0.0629829219947598,0.0120640711102787,0.0390528045053681,0.318203233412298,0.42042461025373,0.307135005052941,0.0944725433250739,0.0675425018468955,0.0222290840876628,0.0390528045053681,0.191704537170464,0.376923991072644,0.258434122363964,0.0898600198654783,0.0333391501678606,0.0148133286138907,0.0286683802998514,0.199689531060768,0.179540388758635,0.580978235807395,0.255596578593528,0.119820905832503,0.0248980624369681,0.0286683802998514,0.271543954920356,0.219111124155397,1,0.356195710763346,0.125657112886561,0.0489187224689763,0.0286683802998514,0.180243957242201,0.173415465870528,0.71518965553038,0.305070388175023,0.089568541264293,0.0385519412664391
Nfkbiz,0.0356167657950515,0.112154535230792,0.48732376421685,0.695676007468825,0.410146658671376,0.175831718847133,0.0769144847421902,0.0356167657950515,0.245609433106635,0.707143855049078,0.149363785341313,0.0751349720233367,0.0540974231563108,0.0454168403498995,0.0356167657950515,0.276798753085489,1,0.378495853198254,0.155139180475938,0.0751037754063355,0.0566985772629515,0.0552498485055373,0.246068101151855,0.579446935825038,0.933859336641899,0.38826605181637,0.163858532427136,0.16038797472416,0.0552498485055373,0.321909600132365,0.371229041199607,0.256511582939356,0.174505552463672,0.117150971491496,0.0924374337697029,0.0552498485055373,0.253635038681779,0.692128091126435,0.683967534076779,0.230955603616705,0.120748358214166,0.0883185987658593
Ifrd1,0.210668180948777,0.233420289386758,0.410498801059269,0.817376999490076,0.445120765739357,0.411612036681423,0.313538095594355,0.210668180948777,0.288541162364541,0.882223266754563,0.89480707196672,0.386503870495115,0.237227390550082,0.239014628083596,0.210668180948777,0.311043054531744,0.781265888957581,0.772454953433714,0.349813128200122,0.211043492565952,0.196852653236925,0.240370041769797,0.351038099411557,0.634132936888154,0.723586480742951,0.460222054399701,0.420198690577008,0.372627569690106,0.240370041769797,0.427159527859965,1,0.873220725879239,0.491265518727657,0.328738784266145,0.258729826916282,0.240370041769797,0.349673203009488,0.699195847184612,0.660013042747805,0.442360036743243,0.263834164187596,0.28980271968557
Mir17hg,0.201379407738555,0.0761682072435231,0.127094036267555,0.889353852511174,0.421104606867925,0.368160564443762,0.212888492258839,0.201379407738555,0.086109199651676,0.117971090747327,1,0.420229819146885,0.230558445828585,0.163724590364534,0.201379407738555,0.0931675597913707,0.129063060739914,0.892078493117176,0.371097428916396,0.280441427361045,0.169720087433385,0.100378043908076,0.0453535398222159,0.0800463377988196,0.357180574522881,0.263640860694591,0.240341198333194,0.147169834104099,0.100378043908076,0.0710087380115184,0.0970884915803814,0.432898242995089,0.260141624797563,0.192753396704843,0.144885685858882,0.100378043908076,0.0264698643375223,0.0932876426868087,0.355511137924346,0.321119050825052,0.175552192292434,0.142087813954359
Zswim4,0.133507050995754,0.154849347164757,0.165046146158731,1,0.514504722849188,0.409651188985332,0.211974704263588,0.133507050995754,0.150691624682151,0.200887458556224,0.798899857476544,0.355854471546005,0.192376605207444,0.115662796041757,0.133507050995754,0.138262852225768,0.168147808300391,0.685693293132838,0.303090154272337,0.120164156194714,0.103783881064811,0.15068591836379,0.167715632810603,0.212351360576085,0.732343274676914,0.604340319038516,0.382599636954726,0.224737788470472,0.15068591836379,0.159929237523393,0.309316160241754,0.723079169439814,0.464416379203846,0.216881520903764,0.157444291595269,0.15068591836379,0.18834215504744,0.231290337389065,0.571970467652298,0.411906661835277,0.197253258242733,0.166896944596923
Stk17b,0.127492009568776,0.174736859181075,0.214167102700925,0.48286365157885,0.297928226559894,0.219932178846911,0.146288963149033,0.127492009568776,0.205951983941941,0.293264109009114,0.387178715527599,0.235290678769194,0.12902920012602,0.107834401239532,0.127492009568776,0.208599342154677,0.289313552084152,0.391522079053039,0.1774015727498,0.115121601378116,0.10427438708837,0.29084924988515,0.393705416115635,0.454351415849853,1,0.842129925211293,0.518346843105296,0.361941199853849,0.29084924988515,0.368092399310896,0.60423381805513,0.911931942791339,0.541838974246487,0.278504295476951,0.189337463921084,0.29084924988515,0.313655690150083,0.490879075516758,0.715073203961296,0.438785701784049,0.207717562148182,0.192125249946118
Creb5,0.314777172672033,0.302332749870154,0.31716762607318,0.67523180218221,0.50900995367085,0.309543649591586,0.278137952108748,0.314777172672033,0.43641258435617,0.259461248933068,0.82191178386239,0.530954282365425,0.27202456748184,0.135878966552221,0.314777172672033,0.192916609151792,0.282363280964123,0.958666603796357,0.514976662023591,0.170660071365438,0.12423819993364,0.345400829159696,0.404727416252764,0.343507644429277,1,0.971004818071333,0.507575776833098,0.354428582933634,0.345400829159696,0.297084287044655,0.559298753610762,0.991735157707481,0.828536508735353,0.555127044025061,0.342464422419629,0.345400829159696,0.536909234719762,0.393324646582442,0.873837799854457,0.813423859823141,0.479299166253931,0.261864275136195
Fgf7,0.235064607995361,0.353626579531404,0.474487299599629,0.937350737401778,0.829800942089387,0.779229712560013,0.487588637657439,0.235064607995361,0.399493991730931,0.565332919461326,0.884038189836067,0.718474118139621,0.485944310630392,0.355221803428013,0.235064607995361,0.456082301940715,0.56276827282501,1,0.874342760405966,0.55976931682189,0.442537760276966,0.162140738713675,0.219741613530217,0.27696465510376,0.680439342491407,0.851368746573541,0.777611993827309,0.641820428664261,0.162140738713675,0.197927636457138,0.338923338796129,0.653168124529123,0.527850972843298,0.406761425743913,0.272946880866931,0.162140738713675,0.324161626011274,0.299805108717885,0.692032187063591,0.658467659027301,0.376512419240917,0.329479565339777
Arid5a,0.200361582029876,0.25089578627107,0.393817763159483,0.881930564281365,0.819275690332182,0.528822027140372,0.317727486330843,0.200361582029876,0.317437229650717,0.751133019559915,0.724378584245394,0.378067486829642,0.241227379572355,0.20127967438214,0.200361582029876,0.290003353325393,0.612477422584786,0.722786626321769,0.397227479291398,0.221117605659655,0.185790262071508,0.105741904097479,0.159490529789182,0.477704780080885,1,0.604093121511861,0.311243956211566,0.170839966304073,0.105741904097479,0.257024367752694,0.644962953796922,0.789249102321752,0.453676880024519,0.218931715881222,0.163090597438416,0.105741904097479,0.187844779347,0.51039521564987,0.74090106071955,0.406351997641757,0.201923785195414,0.138338625689201
Rasgef1a,0.293189532240254,0.289537657333739,0.177148870642421,0.509849463989706,0.190471708604318,0.208656286001057,0.075203315026946,0.293189532240254,0.157281461620583,0.191801647542065,0.495926477645069,0.236298699732316,0.119392925037155,0.152625347287085,0.293189532240254,0.198602923652451,0.254267625281476,0.365903471781015,0.153830620906914,0.161781243482623,0.149456348933258,0.200538099580357,0.252679148837059,0.168998498487297,0.635131702690181,0.321227793163254,0.250124195382281,0.162333351330776,0.200538099580357,0.177233213512297,0.300994096140048,1,0.329367320977699,0.236645587754912,0.171356014584644,0.200538099580357,0.123866732337575,0.236626804502678,0.446579334420418,0.182099301774705,0.347800969704053,0.161132207155689
