"",X0.ifnr.l.1,X0.5.ifnr.l.1,X1.ifnr.l.1,X2.ifnr.l.1,X3.ifnr.l.1,X5.ifnr.l.1,X8.ifnr.l.1,X0.ifnr.t.1,X0.5.ifnr.t.1,X1.ifnr.t.1,X2.ifnr.t.1,X3.ifnr.t.1,X5.ifnr.t.1,X8.ifnr.t.1,X0.ifnr.1,X0.5.ifnr.1,X1.ifnr.1,X2.ifnr.1,X3.ifnr.1,X5.ifnr.1,X8.ifnr.1,X0.ifnr.l.2,X0.5.ifnr.l.2,X1.ifnr.l.2,X2.ifnr.l.2,X3.ifnr.l.2,X5.ifnr.l.2,X8.ifnr.l.2,X0.ifnr.t.2,X0.5.ifnr.t.2,X1.ifnr.t.2,X2.ifnr.t.2,X3.ifnr.t.2,X5.ifnr.t.2,X8.ifnr.t.2,X0.ifnr.2,X0.5.ifnr.2,X1.ifnr.2,X2.ifnr.2,X3.ifnr.2,X5.ifnr.2,X8.ifnr.2
Tnfaip3,0.00958003975453354,0.0270724134666178,0.221494885030638,0.63472433860835,0.420865889785579,0.239818718626343,0.0533098689397676,0.00958003975453354,0.125852375221128,0.771834371735447,0.080399594891432,0.0446053606079864,0.0197455743488182,0.00981718451610505,0.00958003975453354,0.0453671115361148,0.540176618634203,0.0690644079114183,0.0193072226698637,0.0115290770512016,0.00997534013795755,0.00919887212323864,0.0713209676897043,0.263637417987774,0.656629174602866,0.385362854116627,0.260418112593048,0.0537831489147552,0.00919887212323864,0.195015724676731,1,0.154376131230273,0.0753428274193679,0.0288733393369104,0.0175794509874956,0.00919887212323864,0.0313738012463227,0.268344920402096,0.0522296012920987,0.0200355961978663,0.0145780072390675,0.0131144781798669
Nr4a3,0.00622898909595163,0.00921614078280759,0.0299491226582982,0.14359249437401,0.0635980804732068,0.0100750393485366,0.0074071548857333,0.00622898909595163,0.00887775549205684,0.0722214586846506,0.11881920857032,0.0356171548640354,0.0136528969901352,0.00792749558303421,0.00622898909595163,0.00971226527369926,0.053823485610439,0.132021850213949,0.0297246574513601,0.0143260051813377,0.00651673347875032,0.00427148673155327,0.0127040653273069,0.0797510529468229,0.91107262578617,0.586467234395373,0.0558812849542532,0.0200126388000566,0.00427148673155327,0.00959381042711512,0.159131945602662,1,0.505747260465311,0.0518584541569438,0.0133091672592898,0.00427148673155327,0.0140473859175895,0.107252994338201,0.83214209096506,0.486296819382552,0.049352220562822,0.0210952660822915
Klf5,0.0315972195698137,0.0442099778047428,0.0470404036021146,0.401410347787042,0.201047791983593,0.0725133061923315,0.041762888006105,0.0315972195698137,0.0304739956441635,0.0366433722342452,0.295068758884478,0.141876345565976,0.0630469617335885,0.0391870799540937,0.0315972195698137,0.0337507352689241,0.0644584422939189,0.391915430687405,0.142139655034786,0.0642858863978497,0.0388533421362519,0.0907448913710826,0.0781084253111333,0.111007645183761,0.734516631096065,0.532762108452788,0.267759462223936,0.146187793532471,0.0907448913710826,0.0753800770190955,0.0831253121638147,0.859094387507987,0.60831237102816,0.226361471972004,0.176395378259643,0.0907448913710826,0.214183832036882,0.0905520349199625,1,0.70621153770153,0.18416312015252,0.151428658628058
Nfatc1,0.139992894803648,0.168813388701427,0.151386520085481,0.680758515967711,0.575352255269323,0.221869820588356,0.180747462098584,0.139992894803648,0.181231819408309,0.15752570034479,0.872606633574722,0.419751186123901,0.232616527917191,0.170336119420786,0.139992894803648,0.168456069680802,0.176678416773487,0.875554473022647,0.378321392204579,0.199390028739391,0.149635312700045,0.163876870054272,0.158363267765347,0.147127128036144,0.789552781508707,0.721729849107057,0.258874797906408,0.163428285902292,0.163876870054272,0.17638268419452,0.252763469642763,1,0.667773386883824,0.28397677807244,0.202637237781601,0.163876870054272,0.217760029391106,0.174030196119673,0.493281871396248,0.487784592930053,0.31938968840715,0.186854351326886
Csf1,0.0945849790911291,0.0954420817322057,0.0996886219495621,1,0.84525771986673,0.751143025365578,0.328227597578067,0.0945849790911291,0.111711409004263,0.208481566468312,0.792817070736747,0.35598479404903,0.230500759891214,0.140779848791562,0.0945849790911291,0.109946013830316,0.183608995991928,0.851553556746554,0.293710819086423,0.168867534216901,0.129008473489369,0.200748217144768,0.224551444103989,0.276386223450178,0.690489734246058,0.707279991583056,0.735875191009314,0.650367856303999,0.200748217144768,0.24801569576652,0.535505078094506,0.741129197449331,0.546574307538526,0.355418710798891,0.280363347495026,0.200748217144768,0.252437853694033,0.323276948131434,0.384898418458562,0.356588481534576,0.260251805277569,0.327523053826899
Plekhh1,0.203514746465981,0.171243487262036,0.134823525367257,1,0.912728771340215,0.797754274087143,0.341312492773583,0.203514746465981,0.180973746903649,0.237321844105593,0.812574211329076,0.481163469302558,0.407155975532443,0.276548889405577,0.203514746465981,0.245737263938909,0.159907281981189,0.809614645276743,0.270015766501042,0.355268214544354,0.296883682301354,0.117844274122132,0.184619468335028,0.176721224470976,0.588941676947158,0.708971495206681,0.727236167296571,0.356577564963568,0.117844274122132,0.219295890345645,0.232747697566286,0.730315579626492,0.603341881422033,0.631637816926157,0.323431783319891,0.117844274122132,0.122694470273727,0.222972173773837,0.291775891303802,0.439080795938154,0.350472726903924,0.260605515535248
Errfi1,0.0195591936896198,0.0588650007618839,0.142859469576301,0.339822609229959,0.333038388977572,0.108621144036899,0.0332309279299633,0.0195591936896198,0.0875514633159127,0.30737895924105,0.300904491620485,0.16527430323941,0.0597816688247334,0.0218512528634049,0.0195591936896198,0.0677403007668353,0.273396239216729,0.240327840838101,0.166481671605065,0.0396587997345588,0.0220406439285211,0.0366197050309844,0.0882147836196073,0.142035523234729,0.924644726770974,0.905166818946603,0.431926369806372,0.129946426107724,0.0366197050309844,0.101434080047359,0.26288107029818,1,0.778486976386244,0.248000016183521,0.102099053189825,0.0366197050309844,0.100964559535234,0.165505058096513,0.814718619902208,0.658025924515591,0.202485328423205,0.0919130590691566
Nfkbia,0.0333197519492926,0.0875623455289749,0.282608669676424,0.953519053606239,0.749430516533781,0.574503807227456,0.197965925689134,0.0333197519492926,0.342966538428485,1,0.173530016744962,0.163166997355982,0.0788717352772627,0.0362361634147621,0.0333197519492926,0.166719007281081,0.737528521392427,0.124589417592655,0.0755397349087939,0.0361587652026296,0.0314912158105939,0.0265347524129927,0.111871720215761,0.300947708968072,0.653086509140583,0.575924138184883,0.311165309272191,0.141590557899125,0.0265347524129927,0.343474547347941,0.803870587785396,0.126839302778531,0.146845845061234,0.0561855569005974,0.0419582484326585,0.0265347524129927,0.0790750608121567,0.317905912449783,0.0698188481319741,0.0408842773212129,0.0291296571865321,0.0344237103702534
Fas,0.104512673320501,0.134034790968389,0.155199764399425,0.595344262061048,0.917490437285697,0.905181639211957,0.472761260353517,0.104512673320501,0.14345726568059,0.178881366803288,1,0.701124944486896,0.291145749993174,0.194653172018232,0.104512673320501,0.172579852370116,0.176467770844085,0.874502572649525,0.575898729985023,0.207925003486771,0.152584072542126,0.23880798006802,0.275892981652936,0.349287155222294,0.597237250965307,0.741871943191089,0.534744427588582,0.316407905237425,0.23880798006802,0.259428600974265,0.515841823979593,0.780345756467657,0.576582969158633,0.252665754231391,0.166715716186407,0.23880798006802,0.276882527273438,0.324925265642225,0.562100473663398,0.399822096187756,0.184900909181514,0.175935051904882
Tnfrsf11b,0.217138473004234,0.18051477066939,0.25073207811748,0.652392041160488,0.996209683132436,0.523420242366763,0.336410327091635,0.217138473004234,0.223863709220879,0.287598080852744,0.799848823154263,1,0.622793977748664,0.340819092339041,0.217138473004234,0.293218432924928,0.290152030035765,0.717400922003032,0.890283436950735,0.457045412320192,0.322665095698428,0.0796689343521871,0.128985267987175,0.191792312170784,0.248121381173447,0.275874819043592,0.224935670343554,0.169025908852476,0.0796689343521871,0.115663261458713,0.164341245257047,0.232574841161901,0.263494830266096,0.218052480109094,0.132889352797086,0.0796689343521871,0.115364090857795,0.167850781815227,0.170258468016084,0.204978194093736,0.163516994375621,0.159420382502394
Trib1,0.0542528102498812,0.14792847388631,0.2450978798891,0.265676293361423,0.33333314352266,0.169438204143797,0.13508288054484,0.0542528102498812,0.187028683638174,0.213128665757433,0.331006467172775,0.22425809251668,0.139113304947738,0.083673100739965,0.0542528102498812,0.155307136016607,0.224144338402986,0.32830930800786,0.257116495071732,0.111461527801086,0.0846256119182323,0.101153400278919,0.211027490994729,0.277980935325582,0.731665796355562,0.413810104508931,0.221705073048608,0.105329561251472,0.101153400278919,0.176636653062643,0.258452363859213,0.951873746080311,0.404063640842339,0.162240311551651,0.111540013574166,0.101153400278919,0.206005682163857,0.294149967972926,1,0.37759875778438,0.167421855587178,0.0936780734580605
Stx11,0.0567972963015227,0.0664525754823355,0.0780120697137764,0.772650951083036,0.786673729167864,0.32201531771479,0.137913119082565,0.0567972963015227,0.0656613215360783,0.169440982916709,0.817304206876594,0.418606221804557,0.0893177749611216,0.0600519402467912,0.0567972963015227,0.0932958842055477,0.133343490323254,0.707739424302615,0.314714493610288,0.0602531718891846,0.050392974632332,0.0744999582776264,0.0933475506877027,0.119150283781243,0.84415295178393,1,0.420906334579205,0.165345413580543,0.0744999582776264,0.109171802867009,0.397123609027756,0.837243457261292,0.615331821894147,0.145889239253192,0.0651562828389594,0.0744999582776264,0.0686332738877578,0.168275110077501,0.460308843814951,0.29974095334092,0.118278619349294,0.0742329343594861
Gm8773,0.205388713473765,0.19609286471769,0.208615498654705,0.847131198888272,0.968392875664028,0.815274567967026,0.502497368020784,0.205388713473765,0.283705784976563,0.288038414324633,1,0.691926701082672,0.355545723390384,0.232287063191885,0.205388713473765,0.280757109371372,0.451007262901342,0.506299224708251,0.842038054217704,0.413994735809856,0.0636702728625029,0.0803393709207327,0.130207009711426,0.103380501911821,0.157471172401296,0.191714515326868,0.133676688357872,0.262699866251644,0.0803393709207327,0.135103498260533,0.133987005398964,0.165578453379238,0.261108116088467,0.149844880236776,0.168764639035632,0.0803393709207327,0.0334527976027363,0.0711383169474127,0.108533221319632,0.0963933042238069,0.0851909960797773,0.132612684171912
Dot1l,0.227792427914709,0.178608051681117,0.176357626340312,0.6611683444561,0.662629534491146,0.325095678828511,0.253992621297316,0.227792427914709,0.190074330606577,0.219709995119721,0.686677412753262,0.595709438151218,0.315178437969786,0.21665882496209,0.227792427914709,0.16696921637823,0.21580389975762,0.62113806860917,0.562994320550391,0.238947896423959,0.20401827248743,0.143780965465279,0.141502404795585,0.217147065146927,0.868688370531244,0.770155522408279,0.313107754913572,0.196301297374421,0.143780965465279,0.174018717614901,0.299364107518204,1,0.813428859345801,0.28758932230156,0.196751518019775,0.143780965465279,0.162996725005694,0.242678310467068,0.785565499682148,0.703447426492095,0.272142967196856,0.195164642455192
Ccdc88c,0.132387234813864,0.0879396876939964,0.100354900914206,0.125988432219255,1,0.357498363196407,0.222511450147687,0.132387234813864,0.0934335770297572,0.0961234960416602,0.269515555087796,0.758984936276156,0.298041170531373,0.167204185767452,0.132387234813864,0.0936244928102605,0.0742599095136291,0.196505653389275,0.656559262300546,0.219705963179825,0.147026088517667,0.0639197082986444,0.0810346232245081,0.0590328443826558,0.0736072440780046,0.220841464242055,0.13541837165484,0.0367225567626289,0.0639197082986444,0.0619093116587416,0.0350365202111048,0.0827829057424265,0.140564126813994,0.0783146992570471,0.0441305906411237,0.0639197082986444,0.06915805000565,0.0678743909035151,0.0627381793300636,0.0800675186930469,0.067373828413411,0.0260339763711724
Zbtb46,0.322489019052026,0.169643822057045,0.150710924145172,0.618844808711915,1,0.456052917862857,0.354802382629721,0.322489019052026,0.227963498463772,0.196608453870879,0.765893786486659,0.619934894910508,0.25655626354844,0.309134376933188,0.322489019052026,0.165270416812437,0.153657014127707,0.573633671577103,0.582961612540207,0.29937213685091,0.25065680807381,0.121031464123915,0.210745504641056,0.161209314394742,0.892928252671478,0.79641864675526,0.486732656047801,0.266287711474291,0.121031464123915,0.14702473041398,0.154901793672871,0.675696769394002,0.638088951742412,0.312178708971218,0.169439937482269,0.121031464123915,0.148071352979974,0.162470182120897,0.477412228194822,0.597179773781382,0.25579835087937,0.222367133316462
Micall2,0.190565227453605,0.205193378932102,0.191848341683936,0.758303968904332,1,0.794153479018304,0.469244644382432,0.190565227453605,0.239081866289374,0.227738671765313,0.74084366404502,0.483354146677849,0.320826762889034,0.199939185232876,0.190565227453605,0.243380369309647,0.207918126025953,0.846191422873963,0.488068168077779,0.257127315542766,0.167520629419882,0.193047377662334,0.230784642174776,0.211486158366246,0.433047725506593,0.672629160031651,0.568162453443648,0.486836428126056,0.193047377662334,0.250013542167661,0.291122492360509,0.283789260314633,0.373644073578209,0.312695955267891,0.260131204343762,0.193047377662334,0.256370481896103,0.270209983350127,0.302169510909094,0.261251520187309,0.266465137584515,0.273648776128159
Slco5a1,0.128658199169967,0.0754309820654545,0.100804982687162,0.172161456416289,0.827435988929578,0.390552274732765,0.35748285163145,0.128658199169967,0.0630812446980135,0.0502978339505273,0.597476973749207,1,0.41630735920968,0.100707280375103,0.128658199169967,0.0653679932034326,0.0966369202390154,0.561632321276153,0.828295317859363,0.25387567631117,0.0799398690054404,0.0659036253645612,0.110407083338348,0.0988301676790109,0.494555654726915,0.49896296017142,0.216341712712543,0.238997307415954,0.0659036253645612,0.131415687877783,0.11280353861139,0.711523073996012,0.649077831859491,0.4049177862954,0.180877070504208,0.0659036253645612,0.102807639889155,0.0563712486524818,0.347910749640677,0.386834724468724,0.303202038958489,0.197107176884596
Tjp2,0.118933828781262,0.156186380590549,0.142310848629777,0.424775852578676,0.900106379810869,0.528449399718432,0.283260898143969,0.118933828781262,0.136234271850644,0.142075328135963,0.51236364246707,0.644738352143978,0.292035751029877,0.153742207115438,0.118933828781262,0.139281693516986,0.137200574923996,0.435348120558976,0.535996717435112,0.223306747705883,0.142197614961484,0.287156537142739,0.266228735940657,0.26810859992644,0.695943377584841,1,0.851235471655189,0.572513703846481,0.287156537142739,0.29226699087321,0.309767296489465,0.733078622669302,0.900618149411474,0.673104422542799,0.415265440569148,0.287156537142739,0.277475235540999,0.277613597289329,0.50689167203701,0.615737633156537,0.546925890827432,0.40168911636083
Birc3,0.146000360504231,0.141663967177437,0.181049598214605,0.825923560057182,1,0.8597832259218,0.555553150431472,0.146000360504231,0.175279387948483,0.308190589005243,0.726250728790968,0.339133227167208,0.275569825823702,0.17195773611792,0.146000360504231,0.146735434375076,0.261583356905684,0.640284884063501,0.253609335260981,0.186424486341711,0.1531239088927,0.0938173478788508,0.137506173590269,0.164888871951371,0.507539260818876,0.473190055067335,0.504886099703457,0.357674655186325,0.0938173478788508,0.144024968748823,0.432330041629329,0.46175994516117,0.290948296957914,0.201037888700307,0.157553446634122,0.0938173478788508,0.146002444110313,0.217416965760139,0.334664105348695,0.171777399512816,0.150820154778007,0.123479202540584
Bahcc1,0.367489050318255,0.27649379384049,0.294329066146499,0.517313189748251,1,0.501223582245889,0.326770831228205,0.367489050318255,0.284043834946445,0.302144486217535,0.6631561656465,0.716955151440343,0.380269446010016,0.248921904782645,0.367489050318255,0.228438633261693,0.285372598422654,0.627464128404985,0.683697029875627,0.260599935528181,0.254634563231892,0.367841469685725,0.350855405281065,0.274003576753718,0.485530794461561,0.611443989853427,0.431035434945732,0.2861680630843,0.367841469685725,0.340321494996129,0.366279144936876,0.423823838294552,0.390829537118714,0.35347996154997,0.297614592897482,0.367841469685725,0.308893523145365,0.326736769579353,0.294738909577117,0.310376723980079,0.382153863379934,0.259092089675911
Relb,0.119701934748202,0.128354096462688,0.142566588101225,0.834366466805471,1,0.757088521467881,0.390790545334838,0.119701934748202,0.121639870945449,0.227659925938075,0.961607577308743,0.489249344181276,0.192139614370698,0.107092844303116,0.119701934748202,0.1235240467727,0.19014223827587,0.804737507749445,0.352199243976707,0.109868036624666,0.0689867735181955,0.0883277231338269,0.0920307997920144,0.129681092941591,0.468797287999556,0.531596908479058,0.406209815450185,0.246490511641848,0.0883277231338269,0.109548588872166,0.30859397662185,0.449877533831497,0.340705591752978,0.165510732638604,0.108530339466224,0.0883277231338269,0.0718121959621568,0.205960286079696,0.347811432765604,0.212328572799502,0.0991632023918629,0.0862028498517272
Vcam1,0.10442360651227,0.113236358071299,0.121301227945953,0.676345580415505,0.849613276617098,0.780331261143312,0.479672675005971,0.10442360651227,0.138040431476203,0.273692514100166,0.73227805719567,0.515645305686172,0.275760624673495,0.205545116050832,0.10442360651227,0.130690633825139,0.242744977571115,0.670890626294035,0.420019808870292,0.248297253959084,0.176846234238222,0.140831252497685,0.141910449244855,0.160586549999225,0.710999543514873,1,0.889759174020331,0.514769536857525,0.140831252497685,0.170144550345993,0.373528341665456,0.546166798799566,0.57714241968211,0.365361390043668,0.181812825763141,0.140831252497685,0.160325218819013,0.22044301648235,0.322229973885696,0.250351243785206,0.170967631055823,0.110541684997943
Atp2b4,0.307770210522123,0.312398659008134,0.296200881395237,0.401837937986189,1,0.899058934390013,0.605824662749981,0.307770210522123,0.329823576965163,0.306302536367291,0.597164926371404,0.711915411074037,0.621540201888089,0.360856660623887,0.307770210522123,0.289383102332164,0.344692618780047,0.562375142326331,0.741495766082774,0.617070680616571,0.394494113505649,0.331081252820975,0.324012986019749,0.295714426835789,0.416004462575466,0.502117858752473,0.537768879286604,0.381234000193782,0.331081252820975,0.301855370136644,0.287015708871274,0.451636755304596,0.419348760310871,0.370227492980095,0.244490473392724,0.331081252820975,0.344276870699367,0.31217929571316,0.40887706998532,0.346935113312505,0.315936238498761,0.223597703973252
Nxph3,0.046144241649939,0.0639382644597563,0.0516055896476187,0.0876008930153679,0.932748147695536,0.600289127128432,0.108836415562026,0.046144241649939,0.0470065331290935,0.0845533164944438,0.257198530326797,0.861407076911819,0.666472827690427,0.10199285008883,0.046144241649939,0.0350484847646198,0.063579225191635,0.176169087106372,0.913605557576778,0.5226383137537,0.107563937471344,0.0455689993704293,0.0328954650304785,0.0530684030779641,0.209167488248875,0.900682456619443,0.696787879858879,0.303241555227411,0.0455689993704293,0.037004938586075,0.0220456009531517,0.279894766798414,1,0.86158061204721,0.476788565424878,0.0455689993704293,0.0291795509627572,0.0395089865634429,0.253694832448765,0.641104136412745,0.681061539761924,0.363002315228788
Osmr,0.251725200543162,0.28560779795837,0.321515828069734,0.330981984504527,0.745358089777639,0.487884801892917,0.530222095289942,0.251725200543162,0.312802736494828,0.313139167419485,0.384945008234937,0.568714978960729,0.343189716392427,0.371553323952667,0.251725200543162,0.309038287966921,0.314633977200912,0.40288251822995,0.566451552549296,0.393164998362581,0.362901504366113,0.454801185824443,0.460757309959682,0.431341794417837,0.653921136941419,1,0.773817191326732,0.550383441017534,0.454801185824443,0.457429396994766,0.469183614409104,0.605218220789498,0.688190995680019,0.535374770871552,0.432733333979385,0.454801185824443,0.70086668260799,0.474419459548552,0.650255892842702,0.670556812090033,0.579871341604692,0.449237250583226
Nptx1,0.041882432886062,0.0354612144572589,0.0270445442517439,0.073754967460749,0.230135446315326,0.133033870351759,0.106352087768247,0.041882432886062,0.0233209834999484,0.0319718052264631,0.0922660707701485,0.219501415847566,0.188689920705289,0.0657202034831507,0.041882432886062,0.0277322938836279,0.0299770062609938,0.100908022620386,0.206131879966493,0.159154747740586,0.0993048185929051,0.0401435519819864,0.0436030143234458,0.0405820603187099,0.129572334809765,0.31991558207665,0.420889166461691,0.400671735365894,0.0401435519819864,0.0413234268272585,0.0260314811388311,0.200653108843296,0.602958451311639,0.723504772850451,1,0.0401435519819864,0.0293562921605163,0.0329944356274182,0.105802348524597,0.406589609259319,0.677541835448166,0.85122059687263
Arg2,0.0537280251874491,0.037616639028401,0.0691310477183226,0.168324676706032,0.171419892703163,0.261709737927903,0.143101869311227,0.0537280251874491,0.0541696840323089,0.10918505730971,0.261887792967678,0.161022237921177,0.0691108616247159,0.0589102579300621,0.0537280251874491,0.037616639028401,0.0532675429103031,0.0966945525826405,0.0569619407233611,0.0547329458852416,0.0546059484532024,0.0639778917512144,0.161956212813737,0.253853391971215,0.615358106699246,0.63823305613346,0.901639803872642,1,0.0639778917512144,0.151919716428289,0.395600755146015,0.483330312254542,0.293608022471707,0.299375252475449,0.223582629127319,0.0639778917512144,0.557171084979941,0.185933353258812,0.33310631098618,0.226349061027557,0.134579986170177,0.149118872816608
Rrad,0.252706601967507,0.275400908911146,0.25730027877027,0.701376668203886,0.842829788169015,0.855423480490807,0.507149090190884,0.252706601967507,0.241952594579981,0.408120501496913,0.652247344923637,0.372485080649357,0.353499152709204,0.268534064295594,0.252706601967507,0.326995609737216,0.32827106176783,0.452547309424911,0.232444223637017,0.242692361453284,0.194347899583937,0.174807515516538,0.194870214295072,0.260959255762988,1,0.960779642234056,0.618288559402325,0.526483770981073,0.174807515516538,0.220983642293811,0.381642868730837,0.746882409233088,0.59824753280391,0.327495171592935,0.279047578766762,0.174807515516538,0.188040901570077,0.276184288743037,0.569083961629909,0.361369759590923,0.20025842355187,0.215763226861076
Ngef,0.0602078926277841,0.0528554223379522,0.0484257833442725,0.0394301758881014,0.187027057301839,0.255775970875471,0.184689354591991,0.0602078926277841,0.107517167096106,0.0764833183384638,0.08677335613525,0.162191849129937,0.302118525635499,0.168052376795523,0.0602078926277841,0.0506998273764174,0.0482768579811144,0.0677338129318883,0.188965049803279,0.194208009279439,0.157259905088408,0.100213618808604,0.0698996471461296,0.0814309869958078,0.124037248367802,0.493824975935374,1,0.760683824711374,0.100213618808604,0.0797291439203123,0.0923410181136296,0.115555633362156,0.538693189112759,0.72049858188954,0.606633962998638,0.100213618808604,0.0783421771684098,0.0857186049018574,0.144629210196481,0.356864310181975,0.746324451161178,0.651202040533204
Gjb2,0.0646387065364684,0.039460755894391,0.037864346324625,0.134162255807043,0.465763215180954,0.638492900274407,0.321722855791861,0.0646387065364684,0.0436909664688239,0.0338606021932837,0.223724633826379,0.505410948212195,0.52507676373752,0.17882174399214,0.0646387065364684,0.0387248780648579,0.0402265228260045,0.193923612033446,0.468498504344686,0.329105128982536,0.142956166513087,0.0921836512352266,0.0762194162330769,0.0931204892089532,0.2706830670713,0.488262753830138,0.788116307300524,0.437985309044943,0.0921836512352266,0.0634772772604463,0.108149340376752,0.542168458923133,0.917585981018768,0.882141496339954,0.434017166966612,0.0921836512352266,0.0563667503784642,0.079074828907839,0.417224890192414,1,0.832319880472292,0.484520000856931
Adarb1,0.221945680624566,0.22014881904902,0.238800670569225,0.224170290824622,0.632253976147532,0.703197356788562,0.546122766108721,0.221945680624566,0.211250402273503,0.201828414884312,0.264283415845746,0.504233688708479,0.615263268608329,0.368323021940224,0.221945680624566,0.229599710366777,0.197056817290911,0.196529029005632,0.565385817365054,0.572786024981879,0.420666664222136,0.237757625228498,0.245562456821908,0.214201511615972,0.26449826039764,0.608849417753746,1,0.639650000010284,0.237757625228498,0.267042405029255,0.279685596319974,0.264059759723065,0.53291370557126,0.714456355772332,0.466644583037964,0.237757625228498,0.210884397662926,0.238373295353582,0.220060983196196,0.463905383067602,0.685821973187051,0.400220341165754
Grem2,0.577571518242979,0.487420303679138,0.528413886491115,0.808092070777145,0.889968733142276,0.937665319106627,0.704377369091073,0.577571518242979,0.565966148019948,0.539355663228282,0.859489743525763,1,0.924722457938621,0.50932272292182,0.577571518242979,0.575177253512238,0.551430615770943,0.825650988992867,0.901776152141341,0.731702372861897,0.503134906454097,0.120908793571579,0.121011228958718,0.146705177227464,0.224703016629999,0.313835939905766,0.724835111450395,0.834973422780782,0.120908793571579,0.0999671581641716,0.13801076585243,0.223240145788628,0.321790051280019,0.50322831049947,0.46983230060819,0.120908793571579,0.115623851789765,0.111065652979738,0.175800577737597,0.312243478354354,0.35536840677952,0.479322013015993
F2rl1,0.136176809002472,0.0778071955102785,0.10410122992349,0.343206497040667,0.785211483182369,1,0.608459904997737,0.136176809002472,0.104519866425039,0.130516585747879,0.44927830556258,0.585743112512476,0.770202504654057,0.321259817611554,0.136176809002472,0.107836089745877,0.125821588221011,0.310582104278927,0.548891394253774,0.591924191471276,0.241678237555254,0.115879306135197,0.114443109081661,0.149345158176376,0.304843066733919,0.349425390550537,0.678714860282391,0.819792127703906,0.115879306135197,0.113050712048195,0.183443485348266,0.382107485714831,0.493212078314319,0.771989343347698,0.709668912438791,0.115879306135197,0.110164161152794,0.129928723625393,0.279989710743651,0.375370991739079,0.597686906067918,0.741196646504793
Kcnq5,0.24790542647054,0.265013034637697,0.285008068126972,0.315632381127884,0.228205271592712,0.541225323640048,0.549614137108028,0.24790542647054,0.356607562346639,0.280965759469751,0.335453076477187,0.240739221170997,0.768335608983099,0.274390555399875,0.24790542647054,0.273373365335349,0.279964805068415,0.356376164870148,0.254689388583335,0.77735981092217,0.19055034278856,0.276248586650659,0.367810346642529,0.371978037559028,0.417822631635275,0.299710013096346,0.642538493419832,1,0.276248586650659,0.235341840613615,0.42705586107342,0.426628220902322,0.33954805935767,0.50096257722508,0.46839409843388,0.276248586650659,0.413166730184355,0.338600365752988,0.25906638268206,0.258575725634951,0.455084973382119,0.360157900317873
Rgs1,0.0467380734715846,0.235112987944263,1,0.228114161098426,0.0732040273959759,0.0291522123783033,0.0138313553127851,0.0467380734715846,0.320182279995359,0.380124216311486,0.0457012290079191,0.0705638539606894,0.036948599949312,0.0404046411339192,0.0467380734715846,0.0654467506238475,0.274156299671997,0.0391648250900994,0.0477940740626469,0.0521990570508964,0.0450519897831991,0.104026814511848,0.354176274895473,0.563302905872138,0.319525284112636,0.221454176781612,0.0479920444749799,0.0386770225888127,0.104026814511848,0.214418747807369,0.332438144634922,0.0962030043062961,0.11541285752264,0.079133729447293,0.121782041644179,0.104026814511848,0.103742184536934,0.383621753041749,0.126016676606772,0.114131361394251,0.0989973841879319,0.0905418814290932
Tnfsf9,0.0407542534589363,0.135096751532145,1,0.496777371378904,0.185946266992022,0.121852038923898,0.0786940082278032,0.0407542534589363,0.222063652174377,0.463375289873167,0.0588019085872251,0.060015912885807,0.0877056558868422,0.0917520972485819,0.0407542534589363,0.042148112407911,0.0452742412084508,0.0648888755839375,0.0879817866441373,0.0889274912569544,0.0898092810754244,0.071605240351662,0.513965784481997,0.910650955679021,0.453320484768101,0.197974627806704,0.105644454306664,0.109217510799394,0.071605240351662,0.30438139774519,0.257342642954446,0.13599212954511,0.120888466595392,0.0934917678606354,0.062218866763431,0.071605240351662,0.106061550090692,0.0828022124032671,0.0900328205815342,0.0918138684973779,0.0933827159105892,0.0796732094827993
Gdf15,0.225425451149473,0.326678056056223,0.629955933766848,0.0925330077150667,0.211601106285638,0.280498015178831,0.232450077392719,0.225425451149473,0.352930812214797,0.355638830265505,0.131615856844018,0.0681958010400598,0.299131576003036,0.191000969357406,0.225425451149473,0.389704144007711,0.355546247781099,0.0950513390616505,0.0703139494674164,0.152076105953809,0.235178845472852,0.697241873932199,0.641188646493469,0.99279792751446,0.366128892535044,0.458324217356202,0.440594647355466,0.237357527993171,0.697241873932199,0.963557930304081,1,0.544224993984918,0.43014391516353,0.50802753508695,0.589022964391209,0.697241873932199,0.41291360344537,0.778764025430504,0.515402368018088,0.454134595803256,0.285817618417921,0.528169205368145
Zbtb10,0.137325355177931,0.155669850845166,0.180039139093994,0.442415429765061,0.173093822437297,0.0934699253815623,0.120255282268452,0.137325355177931,0.155659769923115,0.281719120904258,0.3117248580444,0.158830768993753,0.105568293509734,0.107916529317009,0.137325355177931,0.157576704878229,0.274350090989605,0.318560828066824,0.173019745262747,0.109840278184813,0.12030000229826,0.146207749229053,0.208085723916088,0.285432761759781,1,0.341153048949776,0.191910874155052,0.195694804827917,0.146207749229053,0.192509167649676,0.415176960230216,0.876516407678177,0.279782662125437,0.200334303878111,0.190679430256953,0.146207749229053,0.188585877307036,0.334403523919444,0.912450330229042,0.323893352833353,0.18843237748043,0.179632267562312
