"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Tnip1",-1.85034420868474,-2.95004706357792,1.09970285489318,-0.269059276379858,-0.652280365567598,0.38322108918774,-1.78556420541212,-2.61856209942271,0.83299789401059,-0.900746276609757,-1.93243918693274,1.03169291032299
"Mt2",-1.05624992753776,-1.39608682619379,0.339836898656028,-0.393298677887795,-0.207434406741985,-0.185864271145811,-0.854490013027747,-1.03439178511097,0.17990177208322,-0.491588219767493,-0.301254873917106,-0.190333345850387
"Ch25h",-1.5118759445799,-1.79810663278888,0.286230688208983,-0.721901987283276,-0.415954316899254,-0.305947670384021,-1.7598200052544,-2.32581019346847,0.565990188214077,-1.50974882704114,-1.66286778953365,0.153118962492515
"Mnda",-1.07953824947624,-1.15251695208456,0.072978702608324,-0.606310727200596,-0.84687602374289,0.240565296542294,-1.01193400037682,-0.795478571858788,-0.216455428518029,-1.36091365087283,-1.84934217818224,0.488428527309408
"Ikbke",-2.52175873306995,-3.8791950045253,1.35743627145536,-1.15418533379451,-1.4608924011344,0.30670706733989,-1.71245626632248,-2.74385501573518,1.0313987494127,-1.07713631017653,-1.61274429753043,0.535607987353909
"Adarb1",-0.480264012364813,-0.456438634552214,-0.0238253778125985,-0.577628436020639,0.0336272036162782,-0.611255639636917,-0.431072354345803,-0.822297435368809,0.391225081023006,-0.846680205259668,-0.489247430540333,-0.357432774719335
"Ifi203,Gm16340,LOC102641031",-1.48532806058025,-2.25190054940007,0.766572488819824,-0.213385911214616,-0.716083608069703,0.502697696855088,-1.47830257100363,-2.42196258244559,0.943660011441957,-1.54692743123545,-1.8880814328819,0.341154001646443
"Cx3cl1",-1.3992355303275,-1.64786762295724,0.248632092629741,-0.491958610439385,-0.446115085584176,-0.04584352485521,-0.851184176357909,-2.01134856617846,1.16016438982056,-0.419909698656831,-0.858329509221403,0.438419810564572
"Gch1",-1.73300180007941,-2.19385050299519,0.460848702915781,-0.488593540756311,-0.528567463374186,0.0399739226178744,-1.2993361038899,-2.24798091217935,0.94864480828945,-0.932598700142057,-1.23048246662634,0.297883766484284
"ENSMUSG00000041481",-1.05420863828815,-1.39483945708168,0.34063081879353,-0.553126133678522,0.160715385487827,-0.713841519166349,-1.09352361369645,-1.29727945548794,0.203755841791492,-0.765747763073946,-0.252143650254617,-0.513604112819329
"Atp2b4",-0.571279648722979,-0.545385512163786,-0.0258941365591931,-0.51926143906187,0.0744218278338538,-0.593683266895723,-0.540857925446381,-0.768677336003948,0.227819410557567,-0.543523359133381,-0.4812259558579,-0.0622974032754818
"B4galt5",-1.05448357478586,-1.19669374675152,0.142210171965659,-0.0895732636452503,0.112447568808241,-0.202020832453491,-0.300987213630764,-0.521255895765071,0.220268682134307,-0.733691985201806,-0.52435949464109,-0.209332490560717
"Cebpb",-1.25926324291039,-1.28493259062178,0.0256693477113886,-0.867497330656757,-0.0991224674180935,-0.768374863238664,-0.679935695009366,-1.11122333179313,0.431287636783764,-0.705442486134485,-0.733371788204867,0.0279293020703822
"Gda",0.0987654158937919,0.137256733029527,-0.0384913171357351,0.170237952749337,0.158236695338914,0.0120012574104229,0.501728461023326,0.76495174066731,-0.263223279643984,-0.502029395591191,-0.335835867141429,-0.166193528449761
"Il1r1",-0.700975670833081,-0.600908389488056,-0.100067281345025,0.0845898180575253,0.10790832670568,-0.0233185086481544,-0.624410228637559,-0.478012971185423,-0.146397257452137,-0.537047216385099,-0.629224654046171,0.0921774376610723
"Jak2",-0.949425599568845,-1.03008067829893,0.0806550787300873,-0.252919065561418,-0.0834130990588985,-0.169505966502519,-1.15038354790918,-1.58115135309405,0.430767805184877,-0.966178498912421,-1.34938920401796,0.383210705105539
"Nxph3",0.144681850658175,-0.0233416348650747,0.16802348552325,-0.180521573679496,-0.22415223192156,0.0436306582420634,0.299467260561754,-0.136406084260732,0.435873344822486,-0.185963627462489,-0.175646886074412,-0.0103167413880777
"Osmr",-0.60352512952367,-0.506175170736962,-0.0973499587867084,-0.656942775805344,-0.052703238410061,-0.604239537395283,-1.06619395307745,-0.442713718354791,-0.623480234722663,-0.652993695535885,-0.454099162869123,-0.198894532666762
"Rab20",-1.21999618892372,-1.78579734122132,0.565801152297606,0.177713635284471,-0.83999830714957,1.01771194243404,-0.658346561139169,-1.59443805386614,0.936091492726976,-0.730523666044774,-1.23671169553646,0.506188029491684
"Sdc4",-0.668734030322042,-0.942023129754463,0.27328909943242,-0.314131091896789,-0.0510645942906426,-0.263066497606146,-0.270094847023831,-0.986152955795486,0.716058108771656,-1.13163884001281,-1.53488688232873,0.403248042315921
