"","0.ifnr.l.1","0.5.ifnr.l.1","1.ifnr.l.1","2.ifnr.l.1","3.ifnr.l.1","5.ifnr.l.1","8.ifnr.l.1","0.ifnr.t.1","0.5.ifnr.t.1","1.ifnr.t.1","2.ifnr.t.1","3.ifnr.t.1","5.ifnr.t.1","8.ifnr.t.1","0.ifnr.1","0.5.ifnr.1","1.ifnr.1","2.ifnr.1","3.ifnr.1","5.ifnr.1","8.ifnr.1","0.ifnrikba.l.1","0.5.ifnrikba.l.1","1.ifnrikba.l.1","2.ifnrikba.l.1","3.ifnrikba.l.1","5.ifnrikba.l.1","8.ifnrikba.l.1","0.ifnrikba.t.1","0.5.ifnrikba.t.1","1.ifnrikba.t.1","2.ifnrikba.t.1","3.ifnrikba.t.1","5.ifnrikba.t.1","8.ifnrikba.t.1","0.ifnrikba.1","0.5.ifnrikba.1","1.ifnrikba.1","2.ifnrikba.1","3.ifnrikba.1","5.ifnrikba.1","8.ifnrikba.1","0.ifnr.l.2","0.5.ifnr.l.2","1.ifnr.l.2","2.ifnr.l.2","3.ifnr.l.2","5.ifnr.l.2","8.ifnr.l.2","0.ifnr.t.2","0.5.ifnr.t.2","1.ifnr.t.2","2.ifnr.t.2","3.ifnr.t.2","5.ifnr.t.2","8.ifnr.t.2","0.ifnr.2","0.5.ifnr.2","1.ifnr.2","2.ifnr.2","3.ifnr.2","5.ifnr.2","8.ifnr.2","0.ifnrikba.l.2","0.5.ifnrikba.l.2","1.ifnrikba.l.2","2.ifnrikba.l.2","3.ifnrikba.l.2","5.ifnrikba.l.2","8.ifnrikba.l.2","0.ifnrikba.t.2","0.5.ifnrikba.t.2","1.ifnrikba.t.2","2.ifnrikba.t.2","3.ifnrikba.t.2","5.ifnrikba.t.2","8.ifnrikba.t.2","0.ifnrikba.2","0.5.ifnrikba.2","1.ifnrikba.2","2.ifnrikba.2","3.ifnrikba.2","5.ifnrikba.2","8.ifnrikba.2"
"Nfil3",-1.46962761228099,-0.398017638097532,0.891212851478603,0.86109081843559,0.593530360990188,-0.388577751597251,-0.170841652432538,-1.46962761228099,0.0823698627038883,1.89761848431876,1.33964239655826,-0.345762169433144,-0.661350589982031,-0.570508548941805,-1.46962761228099,-0.0420271094528417,1.6912751047844,1.01406738067497,0.075536824209916,-0.882842644583295,-0.577533142791175,-1.26571885742806,-0.273247154033199,1.01937791948868,1.19227136609653,-0.614599408802966,-0.234164023904113,-0.011742574952732,-1.26571885742806,-0.454593280376205,2.30445147649122,0.930152038139666,-1.07132159454353,-0.58466114684254,-0.10917724867792,-1.26571885742806,-0.0293605828109744,1.6966052011866,1.00481449348093,-0.622520629670472,-0.227212896602171,-0.117915381382633,-1.08343905395837,-0.360561092537367,1.13018807165242,0.799128378279731,0.558589110725217,-0.805324224851509,-0.65608994691307,-1.08343905395837,-0.355800202517594,1.34134135423491,1.53973402931384,0.265246375402868,-0.945372115714856,-0.694484177405076,-1.08343905395837,-0.756178518658857,1.71070915628966,1.55017333955079,0.462238476526058,-0.830409684600774,-0.70281116690129,-1.20057317070322,-0.646399219258801,1.28958450887094,1.31484233391156,0.827943989556008,-0.308850318630441,-0.00220666911157166,-1.20057317070322,-0.227111649976868,1.40603144747948,1.36324542795281,0.0488575096727139,-0.827475408272972,-1.05344235488556,-1.20057317070322,-0.228264417586618,1.46538168736745,0.835961012555681,0.469162638097089,-1.17271726826865,-0.952823737362577
"Fas",-0.891658131463153,-0.799031465689443,-0.732625629106571,0.64834296411211,1.65908773719064,1.62046845727141,0.263734554101462,-0.891658131463153,-0.769468125202225,-0.658323782030049,1.9179643455636,0.980233515909123,-0.30609039470849,-0.608839197363161,-0.891658131463153,-0.678095001636696,-0.665896522877854,1.52421182424051,0.587331934284215,-0.567198366840653,-0.74083245282846,-0.74050683331656,-0.754421216852993,-0.575633433285988,0.153767655134581,1.41799549094603,1.08731915652395,-1.01853391088233,-0.74050683331656,-0.662142103009133,-0.315932682620265,1.70040243714091,1.89291784277603,-0.218704738578172,-1.09728238876978,-0.74050683331656,-0.599743882705374,-0.550389018762452,1.2264986434806,1.4288365958019,-0.0416272257854379,-0.851806720602396,-0.762800876929582,-0.564321431153872,-0.171514790446119,1.15551758058994,1.92960447087039,0.821055118174492,-0.347484994992968,-0.762800876929582,-0.652439026205347,0.719888119989549,2.13551685619215,1.04497557625708,-0.68863387630716,-1.14863967882837,-0.762800876929582,-0.559025369189921,-0.301899963299073,0.967465058352373,0.0989489185055019,-1.05131227225597,-1.09929766546393,-0.830183081820877,-0.847818068116423,-0.783459769117581,0.434571787887459,1.81642371034794,1.64832095656976,0.501819363409386,-0.830183081820877,-0.905854229014585,-0.681467366077629,1.20771026804617,1.75344007389255,-0.242377578159141,-0.825351329625366,-0.830183081820877,-0.87076060586476,-0.640478544200114,0.580168941146387,1.23531039410711,-0.16379812813878,-0.725850631629748
"Tnfrsf11b",-0.917112173875122,-1.05078007822397,-0.794503412096872,0.671461034368025,1.92631460598055,0.20074428631121,-0.481797943819893,-0.917112173875122,-0.892566642592917,-0.659951168244313,1.20964362582002,1.94014837155327,0.563435060563653,-0.465706987040078,-0.917112173875122,-0.63943820436308,-0.650629854085879,0.908728167735356,1.53970870761463,-0.0415082405556613,-0.531964807298685,-0.936621938647471,-0.644638071438841,-0.46204144152214,1.16353892229056,1.56926435827468,0.225671280530445,-0.832967493609149,-0.936621938647471,-0.570821547947298,-0.739764983036225,1.20709728673151,1.97167417528005,-0.0825428970818055,-0.81327484720327,-0.936621938647471,-0.717970355615654,-0.202348464243422,1.37935090678021,1.42593712709477,-0.193096003629434,-0.873202135712577,-1.53277123828196,-0.703016255252223,0.353722030818278,1.3014673770219,1.76842328537072,0.911364186493133,-0.0293262456178381,-1.53277123828196,-0.927161086917162,-0.108146439164588,1.03989442354711,1.56012804886734,0.795553440332295,-0.637329421166576,-1.53277123828196,-0.93219467880429,-0.0490979407739843,-0.00858824600392547,0.575576544825541,-0.122014588431145,-0.190940720298695,-0.950838371470865,-1.00108992316291,-0.790817533919665,1.43088815024778,1.95565811154784,0.627666731408487,-0.376804942855529,-0.950838371470865,-0.953827351742499,-0.668617195579507,1.04820858297961,1.58300455101379,0.5388913103142,-0.623522229069472,-0.950838371470865,-0.934702973681784,-0.599753467279496,0.972927628569439,1.06334552322411,0.116929869672036,-0.535869727273834
"Arid5a",-0.93817521576094,-0.723089233978577,-0.114778206251712,1.96274973004964,1.69607520179369,0.459833091168586,-0.438637108188044,-0.93817521576094,-0.439872511890371,1.40604326274561,1.2921698165706,-0.181815249747596,-0.764240346938406,-0.93426758927471,-0.93817521576094,-0.556637825842195,0.815890995527275,1.28539405274685,-0.100265617148064,-0.849832482609328,-1.00019433145042,-1.11808184746675,-0.907777845755902,-0.056043473750437,0.733013028931358,0.96438698167578,0.739061535671383,-0.937438025046782,-1.11808184746675,-0.946345936170151,0.223630806111923,1.93916459799113,0.814998330383481,-0.115922362674829,-0.850051615728525,-1.11808184746675,-0.801770452758189,0.940753372170183,1.76146521301509,0.844763662446418,0.0464062446347535,-1.03804851874644,-1.00638638660081,-0.80107474705702,0.414455670936001,2.40954459734976,0.897240063364079,-0.22139955752047,-0.757721612185516,-1.00638638660081,-0.428510203767167,1.05335665548787,1.60450797025839,0.322672718499909,-0.574018385783993,-0.787323031882526,-1.00638638660081,-0.692765792365964,0.539328201864814,1.4198257469953,0.141898809061668,-0.638986114528905,-0.881871828923811,-0.973564670541496,-1.08044302572207,-0.0417923554655567,1.79041756422822,1.88454707156496,0.590407425520376,-0.460933288681392,-0.973564670541496,-0.69441621135227,0.723853658546072,1.52353450460181,0.742215022592332,-0.367667134104118,-1.03224175710468,-0.973564670541496,-0.93291773267195,0.461756742286308,0.882335531404999,0.570358157679118,-0.644643241718671,-0.993676919978992
"Trib1",-1.38649050261258,-0.360802215480978,0.703140304226339,0.928460700655366,1.66925970928511,-0.125284499053669,-0.501453203369765,-1.38649050261258,0.0673199414383375,0.353097964404565,1.64378409921326,0.474958031644155,-0.457322647558965,-1.06435723781067,-1.38649050261258,-0.280010609337461,0.473712497238528,1.61425194052238,0.834736412989567,-0.760091828333299,-1.05392785283505,-1.37058898517758,-0.793809112634122,0.523104716653704,0.83048288183961,0.71086994562516,1.77065997623969,-0.946554882309648,-1.37058898517758,-0.640859814052218,-0.0344860934401685,0.405952613003393,0.786105724325581,0.76823241136848,-0.966563645820501,-1.37058898517758,-0.717552704090621,0.0601332935904921,0.48360831501526,1.47567332387469,1.31790917322184,-0.921139166877903,-0.770657377728756,-0.361355023616367,-0.111940423668208,1.57812390755818,0.394049644979284,-0.321578954095256,-0.75510036600668,-0.770657377728756,-0.489467582580869,-0.184688149920723,2.39844134208173,0.357742172516785,-0.543096754232411,-0.731965223415546,-0.770657377728756,-0.380062238055981,-0.0517076328149425,2.57772099659909,0.259155336745382,-0.523794495093232,-0.798504423793972,-1.25547901281204,-0.696738177194359,0.757723849412674,1.19276081323907,0.631635655785473,0.676349588513993,-0.325326593771666,-1.25547901281204,-0.246205372711807,0.407378764195546,1.20329843376656,0.543922579896536,-0.297362172415,-1.17829763776383,-1.25547901281204,-0.798593116992838,-0.0607323540888918,1.77569723566897,1.75223181436695,-0.411301297437083,-1.16000497403418
"Rasgef1a",0.502153942859248,0.469775714532843,-0.526684977569777,2.42310274832087,-0.408562122727102,-0.247334146949443,-1.43055396571351,0.502153942859248,-0.702833263595502,-0.396770627210732,2.29965886199067,-0.00225116733075158,-1.03876034758808,-0.744115272662912,0.502153942859248,-0.336469199464648,0.157064797510424,1.14684977643294,-0.733429083935862,-0.662937328417613,-0.772212224199551,-0.446733735471612,-0.776538493112516,-0.449787561678248,0.534607791237508,-0.0525406427656429,-0.116157806256324,-0.657617459017539,-0.446733735471612,-0.279842111025138,-0.553777236988631,3,2.13868995922488,-0.0339431023002515,-0.64183502485381,-0.446733735471612,-0.567055979961026,-0.385343012997935,1.17568037506076,-0.0097535109578232,-0.792568436654766,-0.337624656006059,-0.451079820911562,-0.190371166348014,-0.608779888011491,1.72191660251816,0.152376536070734,-0.203146100630373,-0.642106059471712,-0.451079820911562,-0.567605774611653,0.051206728347917,3,0.193074707195738,-0.270540019817176,-0.596992153422082,-0.451079820911562,-0.834441668867545,-0.270633937306142,0.77914243615322,-0.543275015220257,0.285244155771365,-0.648111858861784,-0.409207849358581,-0.371601317474719,0.0449012385695192,1.47130440023459,0.696170850798491,-0.360087374916035,-0.648075228717089,-0.409207849358581,-0.750313398295327,-0.202364164371292,3,1.42264675198681,-0.896677506783382,-0.706302447361838,-0.409207849358581,-0.505563365114653,-0.5359675323949,1.04654240755308,-0.514884159810589,-0.657087157034514,-0.421875039183958
"Klf10",-0.702692565630872,-0.666675566531731,-0.76641009237331,3,0.797402654089898,0.185017325785551,-0.365881489788782,-0.702692565630872,-0.446000715027213,0.366993846396413,1.34095889685928,0.0194272612427725,-0.496032048320019,-0.604490585683364,-0.702692565630872,-0.615570306956656,0.00270154304204387,1.33347789317904,-0.119406176550055,-0.586169488572293,-0.597943069720397,-0.758339952732772,-0.705029748417922,-0.711668248046102,1.89011513698061,0.574346801148062,0.0653157243770728,-0.596834101337667,-0.758339952732772,-0.661585479182571,-0.337150567058456,2.42623008491511,0.482363625639222,-0.324281425331108,-0.626947733181374,-0.758339952732772,-0.68795588645428,-0.326737262623439,2.18230653386181,0.389599649115377,-0.207338046936151,-0.549729199269881,-0.694233089376116,-0.867567181639935,-0.797236844282103,2.73249806646533,0.926857782557625,0.155490394602269,-0.452106538882419,-0.694233089376116,-0.589386337643782,0.446103666591136,1.61274783715964,0.423874945910009,-0.503109988236222,-0.520392408167111,-0.694233089376116,-0.648104509364855,-0.675464743563779,1.76508756805088,0.255679316466003,-0.542898662110735,-0.63937309578361,-0.777121072170804,-0.702191427509791,0.00101024696761215,2.01791626174781,0.588187527982913,-0.309313027017267,-0.768174420913587,-0.777121072170804,-0.244432290560431,1.82567939050875,2.01575145020322,0.00381598865459366,-0.83950303849346,-0.899634768927639,-0.777121072170804,-0.656282135801686,0.921214778874638,0.95311990796751,0.109941528358196,-0.858631285461907,-0.827111470067061
"Irf1",-0.626878098186293,-0.666304043605736,-0.500504839084872,3,0.589786468161193,0.785146929594953,-0.155821717879842,-0.626878098186293,-0.181305225406024,1.57530598066409,0.274320956242527,-0.529128504882407,-0.554766284603698,-0.622139490504029,-0.626878098186293,-0.511036561489457,1.01069032537089,0.00857273940950457,-0.730779665660761,-0.61597689045355,-0.612395448274278,-0.551559358156382,-0.658801984888126,-0.695520260263207,1.07964023375006,1.20023779723778,-0.345521694337148,-0.506624644848017,-0.551559358156382,-0.571636146262334,0.381993317793822,3,0.628855786003869,-0.729712285514747,-0.56318518970126,-0.551559358156382,-0.686595543304058,-0.0467026049281184,1.64621795929016,-0.254465281712301,-0.766723312435075,-0.517144546428253,-0.547741786161911,-0.472595950940103,-0.00861865268750909,2.03160921809286,0.202254962864067,-0.154144034737071,-0.430901214834013,-0.547741786161911,0.324983699398797,3,0.481219780004336,-0.501645419882333,-0.605969178238692,-0.589670712232088,-0.547741786161911,-0.498962096429345,0.460843504058189,-0.077323514897369,-0.722785421928004,-0.626753239675271,-0.559407251138969,-0.808255083077171,-0.77846348287873,0.0795781313641001,2.07564466257026,0.93599894596624,0.0938355175359966,-0.498630627966513,-0.808255083077171,-0.250014716338558,2.11559644593567,1.69822884411649,-0.142838387209264,-0.873667028585751,-0.798921488779495,-0.808255083077171,-0.6090988747837,0.970388588268596,0.514350216323889,-0.466168415295855,-0.839751258971958,-0.801301822039908
"Tnfaip3",-0.653703761581719,-0.578012680745031,0.263270912541948,2.05135207806401,1.12596725586172,0.342559795386497,-0.464480841335767,-0.653703761581719,-0.150582865142568,2.64463957419008,-0.347261150595073,-0.502146035015531,-0.609716575314792,-0.652677614781202,-0.653703761581719,-0.498849869953693,1.6422355548706,-0.396309528369582,-0.611613362618377,-0.645270101176104,-0.651993261121976,-0.871114456432245,-0.826412648390254,-0.70345784520115,0.968063555145127,1.79437808063018,0.335978959892996,-0.758840269943654,-0.871114456432245,-0.712240003132252,0.116286634302946,1.87780855557041,1.54156811963465,-0.407948829181366,-0.841537373618884,-0.871114456432245,-0.811394976229622,-0.014225464085172,1.66613695934668,0.48408418853171,-0.288924497499691,-0.805979776475916,-0.645181230836894,-0.397368450797554,0.369805833345375,1.93749891985969,0.85538376585923,0.356963622979034,-0.467328995219246,-0.645181230836894,0.096065348009976,3,-0.0660510542105502,-0.381324751185556,-0.566697329552586,-0.611750057471719,-0.645181230836894,-0.556722675421819,0.388584647062102,-0.473526290268349,-0.601952188175584,-0.623723190583977,-0.629561390366546,-0.865494578050252,-0.629964322048519,0.852659223339028,2.49585703630573,1.29918586373686,0.353199210210324,-0.617770972806579,-0.865494578050252,-0.216461858214317,1.58583533765639,1.01166733708213,-0.166462287608332,-0.862785753327654,-0.871411238523624,-0.865494578050252,-0.675533456822864,0.966843680325398,0.215724355040752,-0.433674120953949,-0.84769849822095,-0.862725801019061
"Nr4a3",-0.70628131573175,-0.638635432679965,-0.169124335056269,2.40439955612009,0.592876963765462,-0.619185147585201,-0.679601028425997,-0.70628131573175,-0.646298375243375,0.788158655207324,1.84339329665937,-0.0407682674986118,-0.538162365694184,-0.667817594022051,-0.70628131573175,-0.627400389130734,0.371525264795899,2.14237521864525,-0.174207487413259,-0.522919417643157,-0.69976516760534,-0.728247385099512,-0.707103961831298,-0.00995227099253968,1.29696350475857,0.930092232803235,-0.571341508153692,-0.683067983648584,-0.728247385099512,-0.660183094973154,0.108340548703276,2.17110168334382,0.468123466349971,-0.730619996476504,-0.764773284636076,-0.728247385099512,-0.696277789735494,0.353228485904788,2.57091251576078,0.323824091356209,-0.543910620177186,-0.67061386305759,-0.686219290750636,-0.661106077161419,-0.461432240566472,2.01434144870009,1.04762830945774,-0.532519224828242,-0.639340283392703,-0.686219290750636,-0.670368783074976,-0.225026580123207,2.27917765712686,0.807234707049748,-0.544499689391832,-0.659304012242772,-0.686219290750636,-0.657105510013482,-0.379528215547643,1.77927700700345,0.749308999537008,-0.551963548618161,-0.636116091662078,-0.637665794740045,-0.658495770832693,-0.107538362848151,2.40318138384477,0.815586858083953,-0.593911079533077,-0.711947764270806,-0.637665794740045,-0.575262864579232,0.216383600529026,2.29952316232901,0.0325536810569518,-0.644291501049789,-0.705196650430407,-0.637665794740045,-0.606239182915346,0.133673997318342,1.79606384575502,0.108674201084547,-0.621612093245313,-0.668148076076666
"Rel",-0.538978235227288,-0.47513726205682,-0.171416234275514,3,1.12208369616359,-0.0520631614009938,-0.471985982730799,-0.538978235227288,-0.425639873619457,0.256162987073661,0.817616869968158,-0.456936213809967,-0.536839669764232,-0.558237009111996,-0.538978235227288,-0.512182210406982,-0.0644898904806979,1.27792383620455,-0.592521425324539,-0.642490119241204,-0.471682763614417,-0.745015268254728,-0.576688866530339,-0.30637445812043,1.37415200717167,1.07743425570628,-0.29783032697363,-0.684788104472787,-0.745015268254728,-0.447144335752307,-0.559915530527893,1.95017782675915,0.456771202150404,-0.486885367937416,-0.819357259075775,-0.745015268254728,-0.613278577168666,-0.00414894022775743,2.73148035247477,0.564281160885132,-0.358892015752027,-0.763947217844197,-0.427984322188349,-0.301354761240588,0.27297781990045,3,0.59975481990504,-0.288477709308367,-0.572102903191682,-0.427984322188349,-0.489270977581635,1.30394046707013,0.969443957051617,-0.713499599105359,-0.739466115087553,-0.709589263612688,-0.427984322188349,-0.329153760612507,0.242676309146147,0.906413906416678,-0.744427807501941,-0.770079095935834,-0.731050543277411,-0.738848708654442,-0.571458172823943,0.466721261468479,3,1.3191014924282,0.172566592748754,-0.569799816702864,-0.738848708654442,-0.543264136144526,1.23415110214675,0.817975327908251,-0.139149425986253,-0.891680496856239,-0.816153232546494,-0.738848708654442,-0.567856280923128,0.461851466614217,0.602849884469396,-0.417926280922642,-0.677840088849166,-0.76731834762765
"Klf5",-0.64138272058027,-0.533926225637196,-0.509811941535581,2.50930183247069,0.802279659885932,-0.29279130438496,-0.554774614837613,-0.64138272058027,-0.650952213932828,-0.598391182316593,1.60330695035986,0.29815866475415,-0.373441403000446,-0.576719640640832,-0.64138272058027,-0.623035484827313,-0.361416059228029,2.42840830448119,0.30040197363842,-0.362886177930695,-0.57956297557735,-0.763545615435305,-0.583088069803296,-0.559313715270894,1.71477908573435,1.04877037829645,0.00444956791120473,-0.572359254905093,-0.763545615435305,-0.766469336205301,-0.942776250175869,1.25644147669464,0.638130174576838,-0.154035856377668,-0.640218225378953,-0.763545615435305,-0.739686116649154,-0.728667719289833,2.66531502614014,0.956915671315135,0.153981161578604,-0.461531151885397,-0.742618497405644,-0.785346048626816,-0.674104258748579,1.43416018845058,0.751969720051641,-0.144080970606027,-0.555149989144501,-0.742618497405644,-0.79457138432148,-0.768382501306559,1.85539366012348,1.00742703688753,-0.284059564348251,-0.453009397180346,-0.742618497405644,-0.325235691567086,-0.743270600917374,2.33183634168816,1.33845247063632,-0.426744412332034,-0.537429106521734,-0.656220463360595,-0.75043124611038,-0.452508135059915,2.14474341902366,0.44332937806396,0.110491530544496,-0.50606542448929,-0.656220463360595,-0.659146261950561,-0.606173679957888,1.85387698758831,-0.0696374915593517,-0.279876854470015,-0.771260677978963,-0.656220463360595,-0.747725607937427,-0.278900432823597,2.60144350074123,0.507832272764756,-0.0276493989899335,-0.543680487317307
"Gadd45b",-0.817470858734557,-0.830710045469694,-0.58504629128643,3,1.03418405186153,0.218186138622142,-0.499284748958051,-0.817470858734557,-0.134142677716225,1.43173526854992,0.406949509815752,-0.295162250722308,-0.514458822971047,-0.625715901688256,-0.817470858734557,-0.451814925126771,0.889222449416012,0.592741054539335,-0.338082983257137,-0.470589534623893,-0.623511663183891,-0.627031403816169,-0.978033771076166,-0.914355029614357,1.63629784304488,1.48498154856297,-0.16723688280257,-0.542793500069402,-0.627031403816169,-0.794393036223864,0.325863432283099,1.97668294446151,0.49454602650708,-0.730703232919941,-0.384095944301148,-0.627031403816169,-1.00839772616142,-0.222721901731578,2.08842789555398,0.589920022160319,-0.524136189354512,-0.448758286870376,-0.7530588972436,-0.63498711531692,0.584760460219039,2.08586906991118,0.8169332280203,-0.128091305072853,-0.518589369010075,-0.7530588972436,0.750894482895135,2.86967041886828,0.0989237743444008,-0.371581708343826,-0.563004800742582,-0.687932173645354,-0.7530588972436,-0.743489597525205,0.844410432375996,-0.272136615454187,-0.570576148132498,-0.642049032012817,-0.659847309647216,-0.909781468568805,-0.867521846725268,0.307517332930073,2.74843826696245,1.45294588103727,-0.177087413910934,-0.50067721633765,-0.909781468568805,-0.368633277016736,0.621903380194995,1.3875681926066,-0.100562765976547,-0.695133687885299,-0.746328253736492,-0.909781468568805,-0.626904217004202,0.536838791280192,1.22516892204919,-0.0251650405633083,-0.707979717516573,-0.735042924681336
"Pim1",-0.793239998017222,-0.55813236474646,0.629454988743483,3,1.40886330499647,0.121588735319841,-0.525387689049896,-0.793239998017222,-0.265974484954462,1.45028652306755,0.364079756537287,-0.554420489146816,-0.70864635955926,-0.732393164942757,-0.793239998017222,-0.532536562268204,0.620175443127954,0.412539886130328,-0.509483522055551,-0.640494625197187,-0.682397300602973,-0.925637572457522,-0.674108449241596,0.0321906801912603,1.47331003498522,1.19100444540013,-0.123224070344968,-0.893446409087774,-0.925637572457522,-0.58016246001959,0.369667268199854,1.79555152874954,0.469585458282404,-0.703855336417632,-0.910897910013671,-0.925637572457522,-0.633640971771372,0.414648451174034,2.29640159460456,0.669007781223508,-0.579282582449378,-0.835836336091968,-0.831813165667694,-0.513786030214012,0.608561956316975,2.61205887338485,0.797029885374547,-0.251476115088251,-0.664801167098563,-0.831813165667694,-0.195721681761345,1.88012317822159,1.36623986829088,-0.465185026424327,-0.597935174416983,-0.869735482027408,-0.831813165667694,-0.645749375838783,0.579838507844467,0.744670403390493,-0.440705326067515,-0.668368262994572,-0.779619533888958,-0.807169138871608,-0.59218538436061,0.821031998486613,2.87164117790599,1.47045827651626,0.149609160378983,-0.513157662418751,-0.807169138871608,-0.530456871644662,0.566125021513358,1.22006971044921,-0.30509892449111,-0.746342640895393,-0.77455681453415,-0.807169138871608,-0.675475316163775,0.108860637813617,1.14460452495922,-0.297571725778358,-0.746596130426574,-0.749451620695041
"ENSMUSG00000097418",-0.637353078612716,-0.627499312173579,0.226939289609381,3,1.79648290404922,0.854949374250481,-0.404451287250471,-0.637353078612716,-0.53444443526171,0.844867707053396,0.0622221234749884,-0.413532547591024,-0.482710355431357,-0.59587219951144,-0.637353078612716,-0.383735092141303,-0.171251186944042,-0.0569871682976412,-0.495331138164791,-0.526554391245445,-0.562330825987479,-0.77435875039395,-0.935148664889761,0.610648333399985,2.15681109821441,0.928333274095595,0.0230160998157346,-0.85189063573307,-0.77435875039395,-0.779425234784669,0.105225310223784,2.32710728685116,0.490429268887832,-0.66333576846281,-0.676586350862241,-0.77435875039395,-0.892816717807812,0.119938863181836,1.41743628627529,0.0366209303551552,-0.299756759580574,-0.793530367997991,-0.706240753687421,-0.2984437450198,0.702000662629027,3,1.03026039101582,0.101248766030662,-0.560009177159643,-0.706240753687421,-0.422482687312297,0.661466208116811,0.970991385226489,-0.268954072137274,-0.556694820153649,-0.565267368489085,-0.706240753687421,-0.484342658485417,-0.199881288780816,0.336524099558936,-0.661433410134673,-0.544539321185547,-0.683573519109271,-0.661889676141589,-0.634266596819142,0.912669647871705,3,1.93399203539073,0.836962890402937,-0.298802412300461,-0.661889676141589,-0.662192463241748,0.425908439487564,0.342270040684829,-0.174938855843768,-0.608644407692059,-0.646798855313211,-0.661889676141589,-0.668992938329306,-0.407309536378433,0.132406165941523,-0.318898172230099,-0.592426209762364,-0.711589695441097
"Zc3h12c",-0.387518860562048,-0.623963454544065,-0.242847858617925,3,1.57966555920391,0.789753663342235,-0.120733900928189,-0.387518860562048,-0.641370698248064,-0.214140849841598,-0.0929023262667761,0.149012475184527,-0.429311615682642,-0.812833352351025,-0.387518860562048,-0.543506675607496,-0.601933851184221,0.0556982563747252,0.26468188986411,-0.500981223380352,-0.511149816203141,-0.934991771679306,-0.679695388579447,-0.717692479014814,0.319374581222395,1.75348348471808,0.643203140851257,-0.298349330028445,-0.934991771679306,-0.536041026285994,-0.90032024929969,1.16188961441277,2.43398915070534,-0.109056209891494,-0.901826749669101,-0.934991771679306,-0.683770980609254,-0.543863914579464,0.551159685918471,1.18943957078285,0.780566782349587,-0.65751436796512,-0.871533718004744,-0.633968004734117,0.703549785202152,2.28088320996989,2.2356664765627,1.57678012440739,0.0765173555960698,-0.871533718004744,-1.03402059622776,-0.301961569034625,0.422860019559023,0.422486768706039,-0.274674481635653,-0.717839109734063,-0.871533718004744,-0.956161090388993,-0.522164800375509,-0.200533942510907,0.501325522982233,-0.282055701842158,-0.682088812487482,-0.792408982087771,-0.517116078357601,1.0608656719517,2.72676508425379,2.03986556627785,1.40393983800774,0.124726602322628,-0.792408982087771,-0.417436201415595,0.479461223502065,0.0539507813651063,-0.0739225526042076,-0.747098247903762,-0.741922770158556,-0.792408982087771,-0.734254497660059,-0.385414977503061,-0.51082689946774,-0.369237379912345,-0.409548506200459,-0.60556971023418
"Nfatc1",-0.681137009456237,-0.561338784124086,-0.633777096274171,1.56666491808415,1.12852242769684,-0.340798969468098,-0.511732388791868,-0.681137009456237,-0.50971905944583,-0.608258349001207,2.36412051007194,0.481735040585349,-0.296128101899873,-0.55500924520345,-0.681137009456237,-0.562824053068474,-0.528646200556219,2.3763738023187,0.309523703575819,-0.434240781357021,-0.641056344773791,-0.676147749781776,-0.504484878823369,-0.501782056662965,0.422024184659554,1.11231473983912,-0.405700088894713,-0.656178356754605,-0.676147749781776,-0.476776702110399,-0.649851790438602,2.0634100176933,1.66139041732098,-0.589328378920235,-0.624405508207908,-0.676147749781776,-0.381245951616279,-0.573326852747354,2.34653308558285,0.996568248549768,-0.587426024629223,-0.623290854494593,-0.711863508134639,-0.733831841590444,-0.77860098731265,1.78107238709776,1.51083947640291,-0.333354858561137,-0.713650841663117,-0.711863508134639,-0.662035486312833,-0.357704764506174,2.61957586058008,1.29585596977665,-0.233338817905447,-0.557427145393345,-0.711863508134639,-0.497172068684674,-0.671408712702932,0.600613985214241,0.5787106922097,-0.0922400258441924,-0.620312296400478,-0.610169710806304,-0.609829561316183,-0.63221995243846,1.9269600473236,1.33045471902765,-0.526030983854715,-0.544859189777564,-0.610169710806304,-0.5560245462127,-0.451927971010523,2.56303736775092,0.709962346804908,-0.514167181335907,-0.607849598972144,-0.610169710806304,-0.587575447979499,-0.528854985971358,1.43071316161592,0.647496742564959,-0.596553451729614,-0.622222382070382
