"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Egr4",3.87182256063056,2.59192072809,1.49380438941268,3.02116077403051,2.09686599195433,1.44079821296292,3.04067675666182,1.23202203195507,2.46803764688902,1.97760108264307,1.31208879716949,1.50721588882494
"Fosb",1.61328767349896,1.34545911232083,1.19906109277163,1.11984290354749,1.30540863344464,0.857848550145181,1.28302407019084,1.16944089184905,1.09712605325627,0.900632435076196,0.832987081206662,1.08120816684401
"ENSMUSG00000090582",2.76221879428641,2.54541387872538,1.08517472045434,0.949587304823371,1.27637679393219,0.743970988298787,2.18141062566263,1.4352033764286,1.51993136407672,1.69523943568273,1.34872341514034,1.25692148342092
"Fos",1.18994174520599,0.970723641199446,1.22582957157165,1.21304539406895,1.27872621891523,0.948635740884396,1.02764597673227,0.992315539129146,1.03560403542016,0.832527562375011,0.687671066207098,1.21064794388817
"Rgs1",0.551772062937732,0.309763459112737,1.78126905128896,0.458935062187395,0.322035846637013,1.42510551846947,0.575063367554859,0.544348907140808,1.05642421618035,0.445914050574055,0.492249395662847,0.905870183900586
"Atf3",1.5493970817773,1.20021209110272,1.2909360714353,1.60625845087914,1.37562094238165,1.16766065519342,1.34543629197702,0.872662297103779,1.54176053720013,0.923650565494565,0.79447201421525,1.16259672961157
"Egr1",1.23033649928545,1.07824417146019,1.14105555295448,1.10532256900465,1.14946898989101,0.96159407406846,1.11504182643518,1.31306147577527,0.849192400361019,1.04186715268358,0.953367643352838,1.09282831229672
"Nr4a1",1.29147341009214,1.09685965730687,1.17742812536574,1.09093690351227,1.12972892765025,0.965662537987179,1.27271256762874,1.24533622894833,1.02198309022418,1.09790285883469,1.0465805409973,1.04903809676079
"Zfp36",1.45721692354776,1.15965480954561,1.25659542094146,1.3217248874397,1.16550711724741,1.13403416236636,1.38440788540828,1.04450531861955,1.32541966108698,0.911319716733383,0.660707212052796,1.37930947340796
"Egr2",1.12340229994866,0.938363074212383,1.19719363519456,1.0579268361905,1.04240521840502,1.01489019578128,0.972083565876552,0.941718688841597,1.03224410579799,1.07119961137613,0.851478851409477,1.25804605669647
"Ppp1r15a",1.45527926124716,1.20260471990011,1.21010606158941,1.31029545288441,1.23055163614924,1.06480330803891,1.10171114684942,0.845932296892281,1.30236326346305,1.06410622096118,0.775265675115407,1.37256975913808
"Frat2",0.954818209667295,1.22501589296549,0.779433324212546,1.1802144830737,1.12553845879197,1.04857765974555,0.7120731961664,1.1719670107533,0.607588088771121,0.819127781101154,0.959559642645178,0.85364967918315
"Egr3",1.14332720409916,1.02048980148555,1.12037102422268,0.93508035059022,1.12570337619773,0.830663183891859,0.95719581279084,0.866799911578763,1.10428692943384,1.39676508970184,1.00655865880238,1.38766387580802
"Dusp1",1.25568994527827,0.98543049722553,1.27425521009717,1.17417370685037,1.05201457969139,1.11611923400797,1.23097173981674,1.02383335208235,1.20231650718654,0.7794513412857,0.599300486425716,1.30060188326297
"Ier2",1.45381634110188,1.17221672771243,1.24022828435403,1.46653105815426,1.21423566826835,1.20778123759593,1.36116833896585,0.914492139798926,1.48844181346943,1.14995639040816,0.951330209390943,1.20878784154702
"Tnfsf9",0.416716622730607,0.0983765036760328,4.2359365006802,0.358083054377652,0.23973730295765,1.49364762996816,0.316780962562438,0.0933335915243666,3.39407235260775,0.179831686207462,0.0742253861634799,2.42277872170832
"Btg2",1.39043913889547,1.16840484404098,1.19003198761705,1.09827174811241,1.05783733524817,1.03822365832337,1.06246783642835,0.801520031155049,1.32556616819327,1.23762083652381,1.04582943189887,1.18338688774202
"Arc",0.949422332199192,0.737089225172977,1.28806974756195,1.01058028252377,1.09226670058374,0.925213852975371,1.54399526829694,1.11648332309291,1.38290938732496,1.17888470977864,0.928328487542712,1.26990039150813
"Gdf15",0.753443625392344,0.687308043023265,1.09622407745757,0.648122259491028,0.854098088882948,0.758838203629151,1.41368843052383,0.925791565977416,1.52700508675656,0.571199021856778,0.402785401766744,1.41812245267907
"Jun",1.5577650855351,1.26909877101971,1.22745772126424,1.35876809890274,1.14799970002383,1.18359621424512,1.40636857959921,1.10547903646549,1.27218023427721,1.31627581691722,1.05699874597659,1.24529553315702
"Ier3",1.18569472385623,1.11347089761022,1.06486368561677,0.871766397568109,1.08960444196459,0.800076031257993,0.923361090193855,0.590502966177434,1.5636857781954,0.683278001685493,0.847676171552621,0.806060173230996
"Junb",0.985484930448247,0.802170688465559,1.22852273788929,1.06382015679967,0.999846381133271,1.06398360475525,0.997166535829028,0.732123898392542,1.36201883044443,0.784498894782893,0.672531599508426,1.16648629648972
