"","r2","n","delta","gene","kb","kt","Kd","k_deg","tau"
"Cd274",0.859363301971513,2,0.0149367298685155,"Cd274",0.0704683226452839,0.302113415605152,0.293781018326785,0.00583324719136367,46.5317278332284
"Egln3",0.78935434301791,3,0.193585060669682,"Egln3",0.0336427969967974,0.215716180849144,0.823555908929591,0.00551802292594646,45.4768413328649
"Exoc3l4",0.869204440877402,6,0.139411585021132,"Exoc3l4",0.0139333583541261,0.106769549163752,0.657318059811923,0.00395417841888749,28.0406272932324
"Gsap",0.868053876934577,3,0.00172437699704109,"Gsap",0.0375112412910464,0.212537128512537,0.281944563240913,0.00476417915743024,73.0530526242042
"Ifnb1",-1.02860419710476,1,0,"Ifnb1",0.001,1000,51.6003479030777,0.0010014159642343,23.0002678891351
"Irg1",0.814871885990206,5,0.187475367632276,"Irg1",0.001,45.0683789407333,1.88419892743556,0.00609618742923847,52.8315305109822
"Rhof",0.510311756954248,2,0.149746780985455,"Rhof",0.00134263676763367,7.88075577189752,29.9820431393225,0.0107148056345075,26.6526235173203
"Slc6a12",0.827187065692785,3,0.0438415897250478,"Slc6a12",0.00665193852776623,1.26321799219872,2.45739020221428,0.00245219579288791,60.0313614273653
"Slfn2",0.684690189609162,3,0.137838652583225,"Slfn2",0.00135754306719566,16.4237519968592,8.99530019085642,0.0123450021207324,26.5540490339287
