"","I_L_0","I_L_0.5","I_L_1","I_L_2","I_L_4","I_L_8","I_T_0","I_T_0.5","I_T_1","I_T_2","I_T_4","I_T_8","D_L_0","D_L_0.5","D_L_1","D_L_2","D_L_4","D_L_8","D_T_0","D_T_0.5","D_T_1","D_T_2","D_T_4","D_T_8"
"Egr4",0.0410751920342613,0.124782840983359,1.55169644530559,0.0498373951123329,0,0,0.0410751920342613,0.896171765635812,0.72408863465577,0.552626047346055,0,0,0,0.159729250129533,0.491641889500981,0.109519291049912,0.0574653384628513,0,0,0.913731974292254,0.342553280597674,0.132439287759141,0.191645057555721,0
"Fosb",0.635083134422559,1.45294997674999,44.6710771037439,3.22493518828203,0.877011329744365,0.417500179333027,0.635083134422559,4.35096154943281,21.4925567596119,3.22393432086427,0.847109024103602,0.585568840400531,0.784618804760862,0.891818097963956,24.669714470552,2.40411048388424,0.625240040881334,0.267400128018646,0.784618804760862,6.23138587969629,9.21962383258298,1.5421003284906,1.04257772446869,0
"ENSMUSG00000090582",19.9003474542774,84.9759337995008,95.5848570265676,27.522504931089,20.2608456380826,15.1293603038705,19.9003474542774,195.639544900017,102.830864981864,14.9784321728622,8.84442182987366,17.0558114658958,18.0328572435366,90.915672111583,132.83869179367,25.4789548149808,20.0534090581626,20.8830221113767,18.0328572435366,241.467365774166,62.3808974943287,25.5762407509119,11.6873257181931,8.43131992022471
"Fos",7.08987153934232,21.5384096597349,54.4943412565879,4.9611092654935,2.19790843516656,1.91427471150076,7.08987153934232,28.0049700843864,23.751153943477,4.54224776670661,4.84763562710507,2.2987637052249,13.9089054240934,22.5012469031326,52.0278148281673,8.70175469143002,4.77578009296625,7.33499470212779,13.9089054240934,27.6136922620529,15.8767328534154,10.6034767854372,11.8140377954949,7.95454885330724
"Rgs1",3.2512962713885,19.870055326416,10.8605146389493,5.13140799273498,0.383340403626155,0.0845352223627924,3.2512962713885,4.6624196910188,0.764946954043284,1.24949409560621,0.403581649643004,0.218890483806862,1.1568937599114,10.5690317929383,7.77175637806024,3.14927474554407,0.373131781687389,0.086628865426625,1.1568937599114,2.31156241765809,0.39718823596002,0.982799793084673,0.414794168044887,0.577096965894177
"Atf3",5.44778326885604,27.624626935915,28.0637406483086,3.67769434906942,1.74541424479168,1.72671891137915,5.44778326885604,24.1292375672305,13.5388439000748,4.78756569777758,2.25613508888328,0.862836794649179,3.99392883340489,23.4546163933242,23.1040874855116,4.11373574757024,4.12597928751658,2.3282680598838,3.99392883340489,33.2583167355902,10.9311709819692,2.42129022839135,3.34444647795709,1.86123148656771
"Egr1",10.1924369914383,50.9486892654831,65.6486134848694,15.3986880982009,6.35826694503784,11.6999211161283,10.1924369914383,73.410138022337,40.4675762365602,8.7856634434983,6.08589847056516,8.21433783425927,19.4635118057651,45.6418851615673,68.18143229675,14.5849213948949,16.7094953256133,15.8818620637943,19.4635118057651,66.313221797086,30.8089395344322,14.1055520815585,15.5609461251633,16.3916216334877
"Nr4a1",3.63759509860086,25.0626890929649,92.5301210844474,14.2359290326292,2.91266883978272,3.40237754775475,3.63759509860086,51.5564457442734,56.5807659060846,11.0655324534926,3.32422515987814,3.34640157007578,6.4971228375946,21.1142828850491,109.542443237902,13.3440004110434,6.08695906880394,3.3244731679964,6.4971228375946,53.6218374645312,45.2814175479786,9.92727214195881,5.9901087351127,9.7229408780926
"Zfp36",8.81310420515469,42.927247030166,110.413844806677,32.0196364061897,9.5284325910914,5.46192512792335,8.81310420515469,102.469900863089,50.6296350013214,14.8628497887158,5.84100358347906,6.50568087670094,9.22247059478166,44.371127781937,95.5421785649131,44.0213768225935,25.8305413682069,12.6496674623178,9.22247059478166,87.5705853767147,48.3487575902499,37.1474464759779,10.4521417718476,5.96591163998043
"Egr2",1.29825651102992,8.86083027267709,15.6049733477011,4.2530452721231,0.783715651557064,2.82284121031603,1.29825651102992,13.867006478309,7.6668584421071,2.90384821420708,0.770091114007834,1.6408626742269,2.69832385644607,10.2990111201825,13.7910758688963,3.80771307964586,3.12403091335067,3.66021827970996,2.69832385644607,15.6740553216533,7.52478061319958,3.04181629601954,3.57380244763856,2.35967782346489
"Ppp1r15a",9.8233062935298,27.1045155268574,43.0725804062774,8.78420996016722,6.08042418984884,10.2643279108121,9.8233062935298,32.0872237067035,17.9170641589967,7.65392720375587,9.48243278380258,7.47861328002176,14.0291017750126,22.721363464289,30.6080973893157,9.5049469565742,12.692385154749,10.5868417726034,14.0291017750126,27.9760311170669,14.1549033843701,7.32911893703393,9.32072295245978,9.55520883706773
"Frat2",0.204708845683511,0.207295856482797,0.703025514557354,0.198702041208893,0.218075538473392,0.726702168296141,0.204708845683511,0.0776748492922718,0.721736606608164,0.344269358961522,0.260202479820877,0.23520992900329,0.525273092389433,0.27861821403105,0.367533681664074,0.400266327753647,0.744622789436965,0.0930875062828714,0.525273092389433,0.248390164199084,0.597521012420722,0.176012120715628,0.477556361519362,0
"Egr3",2.67928604311618,7.76085822014301,23.003481393523,11.1889175535248,2.10195454868009,2.90315206799452,2.67928604311618,43.9751551438154,15.9268817902462,6.86362721621697,1.32000080982578,2.14778558051733,2.79793241479329,6.96615808033141,33.1879107696616,13.0693020652895,4.44577182057092,1.98336868965694,2.79793241479329,54.9393668733934,20.3957094166026,9.57640804737493,2.0350106535366,1.88752006688646
"Dusp1",10.2721790588551,41.1110649064924,69.094348541396,13.9320742937164,9.81609451666258,12.193884548106,10.2721790588551,40.3732813482618,24.2691850684866,9.90300959148492,13.9300463659389,12.0282363396862,10.8285719924954,45.4475023580459,52.4695099513705,13.9851708418337,27.0487238738446,17.1074610638136,10.8285719924954,39.1652744875322,25.236155477179,12.200521291188,23.2003502824297,12.8830068191494
"Ier2",5.79694563006526,20.7805243147216,35.7353596721238,7.87758289523298,2.98480744128222,5.40192290181371,5.79694563006526,25.5703103168703,16.18019347217,3.85086314168228,6.63157305667005,4.99550654075648,11.2303870321277,19.6120652741173,23.5910581301154,9.42844524815237,11.7596283295924,7.11734106842165,11.2303870321277,23.8566893524478,12.6904512000656,8.34872209248554,14.4700832616218,4.39015836844815
"Tnfsf9",1.21943228644153,52.371865608037,31.0394338158957,6.6145163230066,1.52830174117125,1.90980874716852,1.21943228644153,27.1497279632981,2.84513851324499,0.965073780243355,1.36764961954632,1.51101663062954,2.76088661975422,61.3671987326926,22.1082963822673,9.18038779220338,3.41203951107232,1.63092338243567,2.76088661975422,14.5062548468571,2.99107498668213,3.77764225344853,3.17943824754638,2.17294993065954
"Btg2",27.0510463010383,58.2058500822022,114.054548548808,38.7927161330963,21.4160037099052,17.6986286376317,27.0510463010383,117.715625276605,55.3319338758882,21.799918981445,25.3486353108767,17.4933990458857,34.705844526338,45.6234604736553,78.6837624448439,41.7950848402186,31.275138599217,16.3817721592664,34.705844526338,100.759504819801,43.3220627582553,36.6100238088377,27.5386192475567,12.6669593114276
"Arc",2.1357487485214,2.5426799903616,3.56825118870523,3.08160411308918,0.409946819679563,0.960526970484657,2.1357487485214,3.39487622307505,2.28951283695868,3.44618470840089,0.733708006560667,0.276347942973553,4.25828603602915,3.73177061612736,1.81362302515622,4.18115061166279,1.25171801032527,0.590589527103792,4.25828603602915,6.36196790094252,2.40694944953812,6.48306993046413,1.88523067413008,2.18574453280277
"Gdf15",0.714601883015065,0.530663960898995,0.736240812896322,0.173408301351983,0.84584734595061,0.422797832796486,0.714601883015065,0.903829914820981,0.349924043205677,0.120178261646125,1.00924467965081,0.456153165048678,0.550090260631374,1.11154998686253,0.784052008985501,0.296388059795983,1.46629699481668,0.324951797040369,0.550090260631374,0.433542767696295,0.595953925532238,0.204808920163164,1.55592607203446,0
"Jun",19.7541147436719,30.5379493311549,58.7194951415703,23.8338082589892,13.4103805181325,15.8986038618552,19.7541147436719,43.4088903373933,29.1819753851454,20.9611891556737,19.2831877475282,10.2784796716218,38.4065387975969,36.6606427646782,45.5335315346863,28.4500140913264,34.9908229866594,21.6392694128624,38.4065387975969,56.7340582317249,27.2840626607368,28.3676731432768,44.2117756014954,21.7908243281568
"Ier3",7.48897718744559,22.5138696119048,72.7370337084002,50.4491921006084,14.1276699415963,16.0965975971564,7.48897718744559,79.1806150488881,41.4849649411358,19.875848096756,11.2378636584,10.3078515747552,14.0119267881425,25.9371491629436,65.2442693705009,75.0878203538916,44.7467500242828,32.8131402009936,14.0119267881425,59.2390043752753,41.9623225585193,39.0708779810467,22.5663326127681,11.8157754850187
"Junb",12.6110661873712,33.7469768098583,89.5014523080371,29.7880277429679,14.5583199828147,11.1708242616311,12.6110661873712,43.3028841886014,40.2923843071386,14.1525578513744,9.65035374661758,5.32588569313791,24.546382724217,37.3865407990686,49.4304504407979,42.7451412113654,41.1228208272605,19.2971918255473,24.546382724217,45.0915894546734,43.488442163703,35.1991956599332,26.6232480717028,14.5256979060393
"Dusp8",1.84792818766705,3.76090870627053,7.43510833973701,3.03347022767519,1.70482529957142,2.49216315980615,1.84792818766705,9.79588307270657,6.2809856842707,1.23396176495952,1.99577617308196,1.56122401540685,2.71950166631642,4.50889106238339,6.9391164100081,2.18984609553927,4.53695337089499,2.6362687610952,2.71950166631642,13.3179036412814,5.85470683994813,1.07093617083264,3.00076020921026,3.29288921730337
"Cxcl1",8.42297745900651,25.7788704810401,132.432946856786,123.379528575728,34.0036948732328,19.4189353412095,8.42297745900651,183.905044513697,102.030460602983,15.2336896211414,6.28024705295669,6.75836529336121,8.7538511757007,34.5385752140091,190.651645105272,233.532744744246,143.909389750291,53.1733212222268,8.7538511757007,197.411560459521,181.106001153619,91.2863395808844,23.4916978391343,7.84000334981961
"Nfkbiz",25.231038346466,105.724935230685,98.5759315930477,83.2853784842248,40.7392310987284,35.5777046005008,25.231038346466,142.254218973466,68.0604356048054,47.7548527990338,24.6211454359803,31.2799987920116,20.0090003389003,96.3554128059693,105.383703548832,85.4635468255103,53.7478418164163,51.1303255788427,20.0090003389003,136.718127461107,69.2474392119004,64.7042723877452,28.9174747368405,41.8113153756141
"Cxcl2",0.981276009313659,56.9420065966656,77.1429421187749,43.0687635161867,21.8159900383826,2.46114134971185,0.981276009313659,66.4134046588423,35.9754404527765,4.19740593915683,1.35574551260636,0.735315372827017,0.985268049022539,107.757461226409,66.7689150426692,70.7941594465055,55.2117412919919,21.7288206155066,0.985268049022539,61.388183742518,58.5298991712116,37.5546073980228,3.38399947858062,0
"Pcdh10",0.399831627596344,0.393637713373991,1.60198487720509,0.559240316604176,0.512704448668351,0.295703015989083,0.399831627596344,2.01229584233041,3.28761214993475,0.574356480571096,0.776447606263078,0.499816164381887,0.797960181137422,0.545269092351174,3.10738840016358,0.784750388361418,0.50499185273057,0.239896018677755,0.797960181137422,1.84176845903072,4.27227846237858,0.775896834379458,0.738426934381052,0.252334631298266
