"","X0.ifnr.l.1","X0.5.ifnr.l.1","X1.ifnr.l.1","X2.ifnr.l.1","X3.ifnr.l.1","X5.ifnr.l.1","X8.ifnr.l.1","X0.ifnr.t.1","X0.5.ifnr.t.1","X1.ifnr.t.1","X2.ifnr.t.1","X3.ifnr.t.1","X5.ifnr.t.1","X8.ifnr.t.1","X0.ifnr.1","X0.5.ifnr.1","X1.ifnr.1","X2.ifnr.1","X3.ifnr.1","X5.ifnr.1","X8.ifnr.1","X0.ifnrikba.l.1","X0.5.ifnrikba.l.1","X1.ifnrikba.l.1","X2.ifnrikba.l.1","X3.ifnrikba.l.1","X5.ifnrikba.l.1","X8.ifnrikba.l.1","X0.ifnrikba.t.1","X0.5.ifnrikba.t.1","X1.ifnrikba.t.1","X2.ifnrikba.t.1","X3.ifnrikba.t.1","X5.ifnrikba.t.1","X8.ifnrikba.t.1","X0.ifnrikba.1","X0.5.ifnrikba.1","X1.ifnrikba.1","X2.ifnrikba.1","X3.ifnrikba.1","X5.ifnrikba.1","X8.ifnrikba.1","X0.ifnr.l.2","X0.5.ifnr.l.2","X1.ifnr.l.2","X2.ifnr.l.2","X3.ifnr.l.2","X5.ifnr.l.2","X8.ifnr.l.2","X0.ifnr.t.2","X0.5.ifnr.t.2","X1.ifnr.t.2","X2.ifnr.t.2","X3.ifnr.t.2","X5.ifnr.t.2","X8.ifnr.t.2","X0.ifnr.2","X0.5.ifnr.2","X1.ifnr.2","X2.ifnr.2","X3.ifnr.2","X5.ifnr.2","X8.ifnr.2","X0.ifnrikba.l.2","X0.5.ifnrikba.l.2","X1.ifnrikba.l.2","X2.ifnrikba.l.2","X3.ifnrikba.l.2","X5.ifnrikba.l.2","X8.ifnrikba.l.2","X0.ifnrikba.t.2","X0.5.ifnrikba.t.2","X1.ifnrikba.t.2","X2.ifnrikba.t.2","X3.ifnrikba.t.2","X5.ifnrikba.t.2","X8.ifnrikba.t.2","X0.ifnrikba.2","X0.5.ifnrikba.2","X1.ifnrikba.2","X2.ifnrikba.2","X3.ifnrikba.2","X5.ifnrikba.2","X8.ifnrikba.2"
"Egr4",0.117516991323365,0.46849738621871,1.21962400704616,1.71594611572661,0.24951272789027,0.195388597622302,0.0822772515254739,0.117516991323365,1.78394802478954,9.94420359505772,1.81802928630857,0.159397177798272,0.116720228637276,0.0822772515254739,0.117516991323365,0.994645746278417,6.34683331249008,1.5898272502564,0.251529826397,0.194590529969956,0.0822772515254739,0.123003882377626,0.305579895762006,3.16193622361516,1.92622962472493,0.669952252532041,0.250001054158557,0.0822772515254739,0.123003882377626,1.42352006138538,12.0756332497933,3.71400250379916,0.748415558940418,0.363965839215466,0.0822772515254739,0.123003882377626,0.653780373893474,7.39180813292767,3.91404656851724,0.665880085432689,0.169944846919129,0.11923412767657,0.139936082213775,0.898165006344476,1.97413853105074,3.13251273205429,0.666144973621912,0.164444233656015,0.0822772515254739,0.139936082213775,2.95739443001812,6.5523564199854,8.99555987114977,1.28210348275504,0.164067725991086,0.193210538721747,0.139936082213775,0.569305404129412,2.63118742780777,4.05247837112365,0.753087462245856,0.251944247995039,0.163571926541654,0.36265428969104,0.605728670956752,3.91563723258365,0.830711486851215,0.132585398059186,0.233476979499529,0.0822772515254739,0.36265428969104,2.50669667267802,7.17482508274682,0.988217139897724,0.195806814785262,0.314578930913057,0.0822772515254739,0.36265428969104,1.23574023325887,5.23196356792792,0.525571370347677,0.241780638394451,0.12709374005404,0.181948321999574
"Fosb",0.531434444771423,2.15610989245224,22.9708508901805,7.3675289716491,1.14843569006663,0.802799751923012,0.575608122850964,0.531434444771423,5.47919620469698,38.7049506669457,7.45870239138354,1.41615387548116,0.717720885285479,0.767228163939185,0.531434444771423,3.20367733322662,34.4506884668997,5.42420685055736,1.30710222260443,0.883222480288042,0.749341456977406,0.560199734424419,1.56028742934708,26.7557433704873,11.7327891735739,4.56623969064154,2.71240848835695,0.851770384073293,0.560199734424419,2.64860622939587,27.6390365623825,13.756143135741,6.34124378237195,2.2362986616124,0.929034225455337,0.560199734424419,1.49645316167793,37.539406010276,14.9519761901511,4.92641516658867,2.0803216022267,0.872482795309598,0.608424792772787,6.25719404964986,37.6449529640213,44.4883857981668,12.0837256066516,3.64664739374339,1.16642594197926,0.608424792772787,11.7391412868073,48.8502473269315,54.6776551219029,14.4986405579141,2.48264472732277,1.80465873841024,0.608424792772787,9.66900554869213,43.0662900490728,48.1348117061101,15.9740538780993,3.569142153127,2.09545557488829,1.0104587587722,4.42351021348364,60.8473603022031,14.9252712785734,2.06373352414975,0.710927394442402,0.323016455665582,1.0104587587722,10.8665714311741,46.8127133989371,14.864884578156,1.05480800198563,0.678993753950475,0.863418704428844,1.0104587587722,5.19372560118842,45.7980297407481,15.6730661119098,1.87389950311063,0.40641241783731,0.646417717875116
"Gm17024",0.398149049467805,1.86767191824383,7.05130240354274,2.76945719308128,1.41194817466859,0.534238144932768,1.06044979402371,0.398149049467805,5.6760416916484,27.1942451409601,1.30149546133733,0.670681291368572,0.628836089566513,0.90993788445543,0.398149049467805,2.59709334593645,28.2300087751122,0.862481899900011,0.708828760874994,0.532435569415168,0.782350338041957,0.968668062506036,3.80933318943804,9.065218225306,2.63886028714349,2.26980668523474,1.41525708578619,0.793422437538042,0.968668062506036,3.5036352827576,7.09838849915372,3.04095311717897,3.66408385294585,0.960445287455508,0.947703192260101,0.968668062506036,1.66179907349467,15.471874685397,2.49520952672285,2.12419321402824,1.46683204400474,1.03001854276347,1.64619828786438,5.00099629745275,8.58216644738067,2.05033973153405,1.43267790546302,1.80986161382796,0.788163327309491,1.64619828786438,11.5725920531082,21.2221097397299,2.1661509904752,1.49826428971774,0.832970685458971,1.03044311998723,1.64619828786438,2.47883306835078,18.6493302081383,1.06079656929576,1.67734926384571,1.42842421626178,1.24275221301003,1.22867730955261,2.58425438469498,10.190248145384,2.27109572106249,2.15364735421968,2.4985782401565,1.42139395666267,1.22867730955261,10.1921607002215,18.1293472306325,0.854256823846438,2.00963453429942,1.65607815314613,0.650262314442272,1.22867730955261,5.32652141813255,16.2304841105869,1.28001374515791,1.71982166602873,1.64530582414977,1.12297347748049
"Fos",4.67734310015144,61.7887974343974,171.554958091294,24.8045950150153,10.6517182865918,15.0193042805227,19.279996276338,4.67734310015144,122.318167004411,174.595017741954,25.3694529426656,12.8583589425351,14.0414167191869,6.15764295684889,4.67734310015144,76.8368685953297,167.396843391904,31.780719460308,6.64447240488874,7.46031204395688,4.92812104646004,4.87319520933721,48.4076311452525,160.723310133147,14.7073838898973,12.4959862065232,6.77660539486426,4.37584119858466,4.87319520933721,77.3630437834272,183.903660184928,13.9512507190038,12.7638133543321,4.81600916509551,3.3930262025572,4.87319520933721,61.2159779135105,211.480922709453,15.6091604726112,12.9733591017466,6.24005150680516,3.68654427012752,2.70803144226202,44.3167585316774,120.037441678457,21.5646279525896,9.13998523654348,8.44212929018093,6.52892863879217,2.70803144226202,62.0655500981545,106.88695552241,24.4109226354258,11.5075668533657,6.05085317536033,4.46530693388851,2.70803144226202,36.3251930218654,127.386347270621,23.179374954533,9.35880676017763,6.3506557088223,5.9403858542187,13.1341306603904,87.8929297815723,235.002257413921,21.0201166753724,10.2748609947945,20.4197329284361,24.9356980061788,13.1341306603904,145.063014649941,117.963418125387,22.9310568037642,27.9139221052723,18.2672662263414,10.3397302601804,13.1341306603904,73.2876727157011,140.695733479799,35.1617196837662,14.3506940840748,14.8915635290667,14.7303480000823
"Rgs1",0.395906177227049,1.99158153855088,8.47074232676169,1.93229627975017,0.620092453352515,0.24694087931164,0.117161846884489,0.395906177227049,2.71218159143575,3.21993428853682,0.387123334942409,0.597728224484242,0.312982069505222,0.342257303850706,0.395906177227049,0.554382560658442,2.32230737177995,0.331755141610923,0.404851286130846,0.442164761978076,0.38162379676138,0.189143799653404,0.784932548481,2.96982009024809,0.899665045724262,0.518647574390118,0.103229829906508,0.15460656849911,0.189143799653404,0.801348792229482,1.29612451842397,0.151482352999006,0.172560533335531,0.137422618831561,0.18416920743901,0.189143799653404,0.290501597314872,1.24561337394989,0.169924885814326,0.169799142948449,0.0932066393465736,0.0940019801514378,0.881184340803702,3.00013596289187,4.77159376755897,2.70661634860346,1.87588126870217,0.406528242482042,0.327623092316174,0.881184340803702,1.81628596270312,2.81599786278916,0.814910860538979,0.977632577269547,0.670321431503693,1.0315842947948,0.881184340803702,0.878773313627732,3.24956102095726,1.06745479641082,0.966777353773214,0.838581332479403,0.766956947366058,0.580269289671281,1.8057926694399,4.17387820265901,3.14953612958868,1.5654037013047,0.368278343360303,0.159514093322169,0.580269289671281,1.21450216028385,1.65452801845703,0.270540601190782,0.639744899843409,0.869410338612341,0.652673787426349,0.580269289671281,0.471250848169123,2.89153285015332,0.451866757975994,0.666576092011808,0.843013496542237,0.472302677020732
"Atf3",5.91555017480557,18.1975859127802,69.8168510524311,32.2164056380101,9.42114787244445,6.66183064169415,3.27030794322624,5.91555017480557,38.9309306146905,121.451720795039,32.7437006221849,5.46540559454722,3.99761013351804,4.35497698841285,5.91555017480557,23.3963669492644,92.627974217284,34.4443496695703,4.0905996487222,4.52473171441987,5.04761555277613,2.27516012167107,10.9562855621279,71.767533182887,30.8924319730456,8.9144782751054,5.85240095366946,1.71050981631501,2.27516012167107,21.4821561864168,122.316065351701,42.7652973013236,11.6120989852569,4.29560716418211,1.89348402151608,2.27516012167107,13.1085895907528,105.707935846432,41.1355292491457,10.2084513343202,4.54064126112389,1.4087896264107,6.00436484358367,24.3209975332088,57.8803504041815,69.6509644039859,22.0616590148146,9.70977537428224,4.01789084668574,6.00436484358367,42.1329726682958,84.4519355243495,79.5689045016138,24.9689172821001,7.38190487019163,6.31388255347005,6.00436484358367,17.4852778283203,54.1532821230762,62.4155173001565,20.7163253823004,6.8075249284297,4.98667582791524,14.2296078746733,31.245050314716,99.8741702069221,27.80359944944,12.6742191846029,18.2759941640334,10.8442725014828,14.2296078746733,46.5179119700012,88.7950605819358,19.6184272614261,14.120500357311,11.1435551931397,8.82985757783256,14.2296078746733,28.886224973178,86.2090660253341,21.0061890367538,13.8671690045522,10.0482863544168,9.22624410356843
"Egr1",11.2147180586804,169.928124760337,291.466049905353,51.1619185080593,30.8624710815406,22.2550472383655,9.08666600420218,11.2147180586804,257.960309653557,364.76070948201,31.9071223734519,13.8746666699819,18.1558052690388,9.77814064687776,11.2147180586804,188.702731320495,365.105980815635,30.1642857384336,11.0660454345107,12.8084617263707,8.24567075281082,13.7936435550678,108.596271232608,236.761899673665,69.900260843524,81.1165457981631,48.8093361878202,11.9736063676071,13.7936435550678,149.0589737147,270.367778615904,66.6106851517861,73.2283361042889,38.5356216455674,11.219180181202,13.7936435550678,140.327443998095,289.635496304491,73.3721803287287,72.0186237813979,42.3713662803508,13.033926203419,18.324309759836,120.076171919105,186.422231706528,127.9130438796,40.8980447033345,30.4457783217991,15.7590605319717,18.324309759836,132.717992546541,217.826873192853,134.004024032544,37.9736165667327,28.3670083727186,20.0381818259154,18.324309759836,236.959928332367,214.739341459499,125.076410461503,32.6433309666354,28.6488110836148,17.9143071062287,69.2632289578459,177.346418086666,329.900409138509,47.3138087628295,32.0434730334833,61.1705024034737,12.9641637190165,69.2632289578459,285.580074057679,268.060713412452,41.8640764089709,34.9000790014841,46.2766696207891,11.3066324560367,69.2632289578459,199.694492424345,299.026250647041,44.1854709166913,27.6990939081865,39.713640057175,20.0688978022973
"Nr4a1",4.20192048620421,42.0472840380833,174.495977116815,94.9978317472208,27.5503063047105,9.30285757856887,3.61997524324932,4.20192048620421,75.8610109355734,282.767082941785,57.1420546417761,13.6638693079923,13.2891855674435,5.73267963729085,4.20192048620421,59.6803710277519,245.959142193851,50.4453682630535,15.942045620563,7.12492733821861,4.91094511432794,4.91576457434297,26.7619684147831,145.972228456701,103.885705711164,45.5189583526972,19.2936409214433,7.32543954648696,4.91576457434297,40.6413460981299,201.049357452608,83.7913515711851,29.9396494247752,15.2347982580756,7.13425941231349,4.91576457434297,29.7368630655493,205.52968180236,95.7793881179971,32.1287344928047,17.4638501908649,9.53711628059013,3.92614045949837,54.439438523841,137.226025428201,195.478489013904,27.3612335138142,11.0220956145491,6.40278341887447,3.92614045949837,78.2514609821053,180.010790674008,232.194400240727,35.4553489479701,10.8298913976658,6.55668339937269,3.92614045949837,70.6877616514758,164.721554365466,235.673027001296,41.8710751916219,11.0828510470572,8.08254273074837,18.4261812190547,67.9701514501502,279.468135895278,51.4994729944386,16.5821056044646,14.3367692971175,5.00751380985865,18.4261812190547,119.110138514127,268.910369704652,52.6237304855358,17.2718527141027,13.5847453625789,4.59362698567568,18.4261812190547,92.9161140101906,266.805085175035,61.6096421840741,16.4127316029244,9.91591888771005,6.82135059328588
"Zfp36",11.8837196870729,85.1485820297222,235.060083810276,169.582103726892,52.6688891929461,40.9088427078618,16.8897014378205,11.8837196870729,285.226264912446,451.739837527142,59.3950890634087,16.4606132954741,17.8926486778223,11.7664989370709,11.8837196870729,157.306536553358,415.970195486976,69.334106082815,13.6406230294538,14.4586773959132,14.1294193956892,15.6225596610886,59.3416115344788,178.843302792353,143.078744406504,101.485209437361,52.0684792068736,12.4804772302455,15.6225596610886,118.290140315187,326.573764172876,126.474869093447,87.8737087965398,24.891709434152,16.1921691373758,15.6225596610886,87.2452857302864,303.584891384864,118.452167815418,71.1254322284059,29.9949358743928,15.6031869568473,11.9170096644728,73.7318094397389,175.793817807438,104.66586928823,37.191165452357,18.9595213726661,10.3264170131165,11.9170096644728,166.669306365727,273.909749416006,67.0962165747551,24.8353970674061,14.4613401908842,12.1990174765389,11.9170096644728,138.357544236968,196.30305224901,58.3124383647693,20.0149131643893,12.6060720445866,11.1098773632277,17.5746234325992,123.014246296488,421.861892755847,144.40657582558,58.3507398063845,47.9452364274441,24.0076582353609,17.5746234325992,343.814938396944,238.62806243442,110.997646305308,32.0782279456209,15.2045836683217,12.1908094171917,17.5746234325992,150.745586740299,273.285868931639,75.4335554819004,27.120205209547,18.04102373566,19.8712048344846
"Egr2",2.07915626694848,18.6766994993437,49.2897713310611,18.4341025184486,7.18781732030858,5.70065393706285,1.69801638659496,2.07915626694848,31.2698579515468,58.6326102938354,11.6206554076891,5.09766901277008,4.47186140318283,1.55352776272632,2.07915626694848,21.0309815541659,56.5964003638594,10.1807994244986,3.6629478962884,2.46591962555449,1.22651964738089,2.24031777435626,12.2151043988933,43.3419163924571,16.4226319275139,13.9298471440901,11.3436033179006,3.14886738095177,2.24031777435626,19.0055292452949,39.9738519757609,17.8323310967585,14.6698619459123,10.7105116428984,3.24720603274016,2.24031777435626,15.1478524134586,49.6882588746487,18.041287005806,11.832749853416,6.75757531484723,2.62180760248899,1.4005958693526,21.1548824071701,28.536523365219,24.3193484741711,9.98652490427501,7.01207131750282,2.16676893196324,1.4005958693526,21.8352702416968,29.0725869679551,22.2668525490615,9.83606725799379,5.22228530061512,2.57650993778402,1.4005958693526,24.5275400364452,29.9921375806089,18.8456471086733,9.25049585214195,4.15442661365881,1.46521718348514,9.72912739080779,22.850522645124,68.6670284988017,17.4220029549406,7.23917617856809,9.48245941265037,2.64079124253626,9.72912739080779,45.8175462275833,64.6138160722043,10.1812475662836,6.43920106055826,8.09184989325918,1.99285024323362,9.72912739080779,28.03299246294,57.2058644442935,9.51730093075792,6.06807640110426,6.25631122365404,2.79275957011055
