"","b1.LT.ctrl","b1.LI.ctrl","b1.TI.ctrl","b1.LT.ko","b1.LI.ko","b1.TI.ko","b2.LT.ctrl","b2.LI.ctrl","b2.TI.ctrl","b2.LT.ko","b2.LI.ko","b2.TI.ko"
"Tnip1",0.90648830036652,1.19102462059407,0.284536320227547,0.136495770478859,0.309338806163711,0.172843035684852,0.742071009154439,0.927375605378971,0.185304596224532,0.570112273472934,1.05521640138063,0.485104127907692
"Mt2",0.650181756167568,0.819424182638348,0.169242426470779,0.28025945138328,0.150552052572016,-0.129707398811264,0.625237476498225,0.743490446609035,0.118252970110809,0.359774471568932,0.224393884694465,-0.135380586874468
"Ch25h",1.2359313729534,1.4396843138093,0.203752940855897,0.562963015928724,0.33197531183313,-0.230987704095594,1.24494630337304,1.54237157897775,0.29742527560471,1.17417715670051,1.27653074869816,0.10235359199765
"Mnda",0.552429331421482,0.582562956133308,0.0301336247118262,0.41475901324774,0.563451109618155,0.148692096370415,0.623831391109816,0.50462461818286,-0.119206772926956,1.00608307253294,1.30059900911501,0.294515936582073
"Ikbke",0.818087555479884,0.967045017293361,0.148957461813478,0.513924608558626,0.613774544149009,0.0998499355903833,0.744845406831508,0.981992234577796,0.237146827746288,0.762948974188034,1.07545041276642,0.312501438578388
"Adarb1",0.22325054569368,0.213107669551037,-0.0101428761426431,0.195333182839339,-0.012998921712446,-0.208332104551785,0.216800844072949,0.385894709590869,0.169093865517921,0.393471887766172,0.242369276932239,-0.151102610833933
"Ifi203,Gm16340,LOC102641031",1.02736183574575,1.41909653911996,0.391734703374215,0.179563295403053,0.58430727882986,0.404743983426807,1.4046286244282,2.24837628372386,0.843747659295657,1.31028532831156,1.56553136306873,0.255246034757173
"Cx3cl1",1.06707532889824,1.22851795389835,0.161442625000107,0.405817769995452,0.36905426234783,-0.0367635076476214,0.712170318622794,1.54519996448875,0.833029645865951,0.298821777786634,0.582513427140731,0.283691649354097
"Gch1",1.41725653210119,1.7330063763317,0.315749844230514,0.437771020340108,0.472869413089199,0.035098392749091,1.16207260374091,1.91892797636122,0.756855372620304,0.856360129251606,1.11890811756884,0.262547988317239
"ENSMUSG00000041481",0.838550405110293,1.07978843823494,0.241238033124646,0.258593681466821,-0.0850468391504066,-0.343640520617228,0.815688747591442,0.949047258250242,0.1333585106588,0.708097430343277,0.236191163466534,-0.471906266876743
"Atp2b4",0.240807367657913,0.23107118381613,-0.00973618384178283,0.254331492581094,-0.0402703347375427,-0.294601827318637,0.212766093460427,0.288339072620659,0.0755729791602327,0.359888462887276,0.320994417972333,-0.0388940449149427
"B4galt5",0.585214806021103,0.649533774512662,0.0643189684915595,0.0402159891435661,-0.0524398955113209,-0.0926558846548867,0.184879388125742,0.310592124991422,0.125712736865679,0.454047398676912,0.333522780062026,-0.120524618614886
"Cebpb",0.733534791816619,0.745683393345492,0.0121486015288724,0.392318043281236,0.0513752337171476,-0.340942809564089,0.401349943516755,0.615019666792106,0.213669723275351,0.505769845720848,0.524304784860059,0.0185349391392114
"Gda",-0.0470521848474325,-0.0658466603605346,-0.018794475513102,-0.0975048043181009,-0.0904703929130486,0.00703441140505222,-0.161051260287612,-0.261322715891368,-0.100271455603756,0.399679494656255,0.270538916962183,-0.129140577694071
"Il1r1",0.318722745708465,0.278344852673344,-0.0403778930351216,-0.0434359572512286,-0.0556275025180366,-0.0121915452668081,0.296367429971761,0.232902926321578,-0.0634645036501831,0.307196769536582,0.354962649884662,0.0477658803480793
"Jak2",0.475082515161036,0.508318257928705,0.033235742767669,0.110460968991583,0.0376367258784681,-0.0728242431131148,0.517942043748773,0.656234427379197,0.138292383630424,0.592187111056814,0.783423137074331,0.191236026017517
"Nxph3",-0.12671137134765,0.0202921351578122,0.147003506505462,0.154826747933314,0.191824262855177,0.0369975149218638,-0.280727230164214,0.126589812650796,0.407317042815009,0.114189584428682,0.108004108731722,-0.00618547569696025
"Osmr",0.214053702952602,0.183371488583748,-0.0306822143688541,0.282782876857133,0.0254061461800879,-0.257376730677045,0.247607616227465,0.119935933892549,-0.127671682334917,0.373279298799186,0.267260758874524,-0.106018539924662
"Rab20",0.866872687332191,1.19061167930039,0.323738991968204,-0.0917641301269756,0.36050341198281,0.452267542109786,0.414937364536723,0.87905141623254,0.464114051695818,0.529963880232787,0.850547894577771,0.320584014344984
"Sdc4",0.428945097455996,0.583081223501405,0.154136126045409,0.191598247403294,0.0322467777030968,-0.159351469700197,0.190456951282975,0.64088845477659,0.450431503493616,0.749180174579964,0.965742405605734,0.21656223102577
"St3gal1",0.515134220018814,0.751722059863613,0.236587839844799,0.0230677912480794,0.221016503840855,0.197948712592775,0.207605936929126,0.361351751895116,0.15374581496599,0.480673858344043,0.881156510358006,0.400482652013963
"Ifnb1",3.19255739355336,3.27635349053203,0.0837960969786682,1.68670772228735,1.77667244158649,0.0899647192991384,3.48675373774035,3.48675373774035,0,3.71152701513424,3.84714082005369,0.135613804919452
