"","b1.LT.ctrl","b1.LI.ctrl","b1.TI.ctrl","b1.LT.ko","b1.LI.ko","b1.TI.ko","b2.LT.ctrl","b2.LI.ctrl","b2.TI.ctrl","b2.LT.ko","b2.LI.ko","b2.TI.ko"
"Nfkbiz",-0.0235881681454927,-0.523512529109157,-0.499924360963664,0.748249937056181,-0.332795106366079,-1.08104504342226,1.33089568240412,0.432166199111993,-0.898729483292131,1.24571841742212,0.142154703832152,-1.10356371358997
"Cxcl2",0.35017270434612,1.1796774350889,0.829504730742784,1.17253519289798,0.357780564338661,-0.814754628559323,-0.168841257654827,1.86307014781029,2.03191140546512,1.94293111269874,2.65729847572611,0.714367363027366
"Pcdh10",-0.970310373809846,-0.854559990337284,0.115750383472562,-1.13521647568401,-0.866775226042405,0.268441249641604,-0.924979590892025,0.133984921171234,1.05896451206326,-0.435541873078585,0.167216745011048,0.602758618089633
"Ifrd1",-0.130575011218593,0.0651880216347484,0.195763032853341,-0.567898133699299,-0.442010767143555,0.125887366555744,-0.466762641526475,0.0494688372637359,0.51623147879021,-0.853874177714115,-0.478808030675481,0.375066147038634
"Zbtb10",0.505128496994351,0.473832825841406,-0.0312956711529444,-0.26267448654469,-0.286441652170082,-0.0237671656253926,0.190146997565546,0.132182067823882,-0.0579649297416634,-0.259058121134237,-0.0989018429295074,0.160156278204729
"Mir17hg",-0.169170547945346,-0.00441311011918899,0.164757437826157,-0.115068113505557,0.0920409320593493,0.207109045564906,-0.277374324324797,0.0067588615522625,0.284133185877059,0.368871200746998,0.346023612875472,-0.022847587871526
"Slc25a25",-0.563340407255854,-0.384162163128975,0.179178244126879,-0.0218410299263139,-0.137323843129536,-0.115482813203222,-1.03376819590957,-0.408131009984274,0.625637185925293,-0.5077981410468,-0.337994154056129,0.16980398699067
"Zswim4",0.323913422993949,0.544364683827402,0.220451260833453,-0.35244796022109,-0.462975296706811,-0.110527336485721,0.0183664327092613,0.356579389452461,0.338212956743199,0.172979907860788,0.480243872396866,0.307263964536078
"Stk17b",0.318616221002974,0.302522198638077,-0.0160940223648976,-0.481276285503748,-0.313345639780348,0.1679306457234,0.133001934380162,0.483837152876181,0.350835218496019,-0.125144704730697,0.318200712705732,0.443345417436429
"Creb5",-0.283600703208789,-0.505646321388478,-0.222045618179689,-0.205624385801802,-0.398986443377906,-0.193362057576104,0.0119731937061623,0.194562580678745,0.182589386972582,-0.132950878614056,0.224587913789836,0.357538792403892
"Hivep1",-0.651007222650431,-0.633898947593531,0.0171082750569,-0.623007859540812,-0.546144501318776,0.0768633582220362,-0.308925455941538,0.282536067199324,0.591461523140862,-0.117223575310314,0.248453923028164,0.365677498338478
"4930523C07Rik",-0.503409044495309,-0.386494268130872,0.116914776364437,-0.555456861168208,0.00991566923842598,0.565372530406634,-0.290465149899312,0.00381705854777789,0.29428220844709,0.0780932018732742,0.251312736397514,0.17321953452424
"Itpkc",0.51914046313977,0.753437011820307,0.234296548680537,-0.536243562437259,-0.496931160207811,0.0393124022294482,0.761809870880347,0.814789509828847,0.0529796389485005,0.0955384816084895,0.492447938478594,0.396909456870104
"Arg2",-0.000981208342795748,1.43646108551733,1.43744229386012,0.26325727205319,1.66021420069458,1.39695692864139,1.0489186180858,0.843807705287151,-0.205110912798648,0.187099990587133,1.55227616317902,1.36517617259188
"Fgf7",0.0844802813838647,-0.0933391191163968,-0.177819400500261,0.0349373881296649,-0.0944282871689028,-0.129365675298567,0.382329743113554,0.298944989782587,-0.0833847533309662,-0.189737002537849,-0.0375649974032383,0.152172005134611
"Nfil3",-0.397340504153479,-0.324312089834708,0.0730284143187717,-0.333804125218602,-0.160986456849397,0.172817668369205,-0.184541771117756,-0.255105341855949,-0.0705635707381932,-0.0328761245626652,-0.0538779106375132,-0.021001786074848
"Fas",-0.124234973609875,0.0692304929415923,0.193465466551467,-0.177613577906416,-0.00430810464423358,0.173305473262183,-0.072943316272633,0.400342149662087,0.47328546593472,0.0315244788494127,0.320883756058444,0.289359277209031
"Tnfrsf11b",-0.00547866085010811,0.162184718200819,0.167663379050927,-0.152971573906966,0.0586539424728663,0.211625516379832,0.0662391215353668,0.428543336487734,0.362304214952367,0.167150357581749,0.438221748969263,0.271071391387514
"Arid5a",0.231596654760946,0.287095262356993,0.0554986075960472,-0.44731214793308,-0.375437560311986,0.0718745876210937,0.3414473802445,0.432647195729351,0.0911998154848504,0.155697963579688,0.481972452612385,0.326274489032697
"Trib1",0.0101053681033017,0.021909119825085,0.0118037517217833,0.363503405070714,0.0996361873707476,-0.263867217699966,-0.379585413261466,-0.450743277034685,-0.0711578637732191,-0.00445597251367163,-0.227897013022128,-0.223441040508457
"Rasgef1a",0.0399450926051998,0.478608241497624,0.438663148892424,-1.33670428253322,-0.459022831274449,0.877681451258773,-0.654872310693172,0.508139292592688,1.16301160328586,-0.635361959465989,0.222344933546576,0.857706893012565
"Klf10",0.832524762772494,0.83677482682303,0.00425006405053633,-0.244212459471852,-0.138193354347857,0.106019105123995,0.43263213636862,0.365578427239345,-0.0670537091292759,0.000904842969648394,0.53198220131531,0.531077358345662
"Irf1",0.767540431910966,1.14029589430732,0.372755462396355,-0.884827734818716,-0.266595227465013,0.618232507353703,-0.56380406059241,1.15996055546075,1.72376461605316,-0.0188503378547398,0.652540797674078,0.671391135528818
"Tnfaip3",-0.282161128108302,0.232698969436211,0.514860097544514,-0.0434207944414044,0.0693994475771238,0.112820242018528,-0.606849243362378,1.29099027245096,1.89783951581333,0.447545050006707,0.857587469929456,0.410042419922748
"Nr4a3",0.273212256802266,0.121203619090636,-0.15200863771163,-0.474351797766261,-0.648325532166618,-0.173973734400357,-0.134362032423906,0.130736168198098,0.265098200622003,0.0475510478834924,0.303821955760105,0.256270907876612
"Rel",1.26231016286859,0.959518403926981,-0.302791758941609,-0.267869429403337,-0.56634352215785,-0.298474092754513,0.796830737113203,1.01671359479406,0.219882857680856,0.793015198109142,1.20306442186143,0.410049223752285
"Klf5",0.444026627759764,0.034535431245,-0.409491196514763,0.251041419827755,-0.412748698091729,-0.663790117919484,-0.226021489986233,-0.445132937899979,-0.219111447913746,0.1330847888914,-0.186958300368107,-0.320043089259507
"Gadd45b",0.751596596296359,1.08114668973536,0.329550093438997,-0.151995958720401,-0.19859530201613,-0.0465993432957294,-0.289022932283141,0.624438111570725,0.913461043853866,0.61729085969074,0.712284861723749,0.0949940020330089
"Pim1",0.725825162965998,1.30901391346803,0.583188750502035,-0.162954036106822,-0.384527774156554,-0.221573738049731,0.311395681176917,0.98651654212144,0.675120860944523,0.803468759781048,0.853455232740863,0.0499864729598156
"Mir155hg",1.32423337131116,2.42819430124513,1.10396092993397,-0.0665083300147186,0.330678988754044,0.397187318768762,1.23882178111134,1.82319243469273,0.584370653581388,1.73306043375485,2.1531580370108,0.420097603255948
"Zc3h12c",1.44394864958898,1.36438830017948,-0.0795603494095038,-0.23307780755387,0.22656411160131,0.45964191915518,0.77826920208558,0.73534762882219,-0.0429215732633893,1.14072845694171,2.01651039884296,0.875781941901251
"Nfatc1",-0.358188316339416,-0.363053814568056,-0.0048654982286403,-0.495880706033778,-0.615684260352143,-0.119803554318366,-0.340892381587694,0.678623445483417,1.01951582707111,-0.292981799832907,0.278706498551767,0.571688298384673
"Cxcl10",1.8549273431729,2.04034028188057,0.185412938707668,-0.773918965405701,-0.119977539808656,0.653941425597044,0.70208733589979,2.13712476700375,1.43503743110396,0.560780696114055,1.42956966322428,0.868788967110226
"Zc3h12a",1.87240927473494,0.29369896054295,-1.57871031419199,1.27455307481497,-0.300245409576317,-1.57479848439129,1.90860305589245,0.828919891932553,-1.0796831639599,1.75715382244922,0.550255219724424,-1.2068986027248
"Rnd1",0.624411513807356,0.7097159804534,0.0853044666460434,0.89153145427853,0.684963416753552,-0.206568037524978,1.30104139024093,2.0684103276504,0.767368937409473,0.599873652993401,0.517209899810165,-0.0826637531832368
"Stx11",-0.055107754599338,0.152547119651102,0.20765487425044,-0.372926180545129,-0.128220869417458,0.244705311127671,0.256280898023535,1.11932593386933,0.863045035845795,0.115060769251069,0.527236102766169,0.4121753335151
"Bcl3",0.852416590718837,0.857253587095208,0.00483699637637115,0.598821377912859,0.134287821566584,-0.464533556346275,0.95387925678021,1.10273504810935,0.148855791329137,-0.0547583653562862,0.125604352405377,0.180362717761663
"Cgn",1.91035066449546,1.19168720644989,-0.718663458045565,-0.497405812658376,0.278058532351785,0.775464345010161,0.255922849758854,0.351712357480363,0.0957895077215095,0.214153347694011,0.305650128790489,0.0914967810964784
"Pdgfb",1.97490644812771,2.27336436995868,0.298457921830972,-0.22547337530479,-0.100576526480662,0.124896848824128,1.53018040537994,2.82664188231267,1.29646147693273,-0.0432067230387082,0.497095946142005,0.540302669180714
"Gm8773",-0.0463356292245985,0.201707031194624,0.248042660419222,-0.737496348456171,-0.426127019290317,0.311369329165853,0.00876816395632438,0.986196692638295,0.97742852868197,-0.352784107984254,0.256733843256366,0.609517951240619
"Csf1",0.334940068283614,0.231830826730036,-0.103109241553578,0.00232883332546632,0.231300514876593,0.228971681551127,-0.0102639654515226,0.934983353864765,0.945247319316288,-0.0229737977767264,0.295490729665242,0.318464527441968
"Plekhh1",0.299428516409965,0.30469270742798,0.00526419101801494,-0.208899450866721,0.369756298147895,0.578655749014615,-0.00609605733276932,0.727937513454365,0.734033570787134,0.337184745436178,0.73138197286893,0.394197227432752
"Rrad",0.391219641910701,0.918570188415018,0.527350546504317,-0.361257610202516,0.186992466728289,0.548250076930806,0.421046974992554,0.813286574005895,0.392239599013341,-0.122510666396716,0.232888171462945,0.355398837859661
"Dot1l",-0.051430000907771,0.0932885170662876,0.144718517974059,-0.271371913377322,-0.080451639140794,0.190920274236528,-0.203089371151297,0.145107152701621,0.348196523852919,-0.0778885056276321,0.186902286911369,0.264790792539001
"Ccdc88c",0.397856842415723,0.60700285746545,0.209146015049727,-0.401486383851234,-0.0996309258112285,0.301855458040005,0.651782618674646,1.46372206912987,0.811939450455227,0.351631754412119,0.531543994229275,0.179912239817156
"Errfi1",0.144763428955523,0.313788444087851,0.169025015132328,-0.407665438691061,-0.204150750794337,0.203514687896724,-0.113028944805389,0.182597269590442,0.295626214395831,0.0474503157581908,0.319690461082567,0.272240145324376
"Sik1",0.677047843537184,0.858661753563923,0.181613910026739,-0.228551667173404,0.0337852386823598,0.262336905855764,0.067027681546369,0.326591272135878,0.259563590589509,0.0949061773356241,0.339337902870491,0.244431725534866
"Kcnk10",0.829398806858171,-0.0742147190661739,-0.903613525924345,0.243191058225012,0.306025192651556,0.0628341344265437,0.482663077981289,0.897052414312464,0.414389336331175,0.768131158398843,0.102818139388028,-0.665313019010815
"Ccl1",1.93704213762506,2.21525225359976,0.278210115974705,0.272366523954525,1.26390061954687,0.991534095592347,0.938923016391193,3.43048998320735,2.49156696681616,0.10961057295634,0.762675287497661,0.65306471454132
"Zbtb46",0.384783760613949,0.778527208410547,0.393743447796599,-0.775511905575402,-0.0615207467158009,0.713991158859602,0.402168301180594,0.580378955731108,0.178210654550514,-0.596657193559416,0.802384689954554,1.39904188351397
"Ccl2",1.20569220301392,1.37961956782693,0.173927364813011,0.306947828333302,0.226816097406418,-0.0801317309268847,1.11931840655349,1.71835992224415,0.599041515690657,0.428292858118457,0.494731613132232,0.0664387550137757
"Micall2",0.432758963831325,0.240944032497178,-0.191814931334147,0.0465589696603454,-0.228878749949106,-0.275437719609452,0.848146684700876,1.15445322536845,0.306306540667579,0.0723275731284807,0.0133292362288364,-0.0589983368996445
"Slco5a1",-0.273280386624111,-0.00149752522250854,0.271782861401603,-0.0158692718224821,0.149603672791211,0.165472944613694,-0.511977819639965,0.367215417977613,0.879193237617578,-0.325574529484877,-0.178896502766406,0.146678026718471
"Wnt11",0.790153905263544,0.487419052151991,-0.302734853111553,-0.230028395942029,0.017853835652663,0.247882231594692,0.506719869722171,1.00347895803918,0.49675908831701,-0.197302185799153,0.380028827219701,0.577331013018854
"Tjp2",0.48138171312335,0.747871352295667,0.266489639172317,-0.322578804013983,0.14900742036714,0.471586224381123,0.151012543476655,0.699612347823548,0.548599804346893,0.0512222557937024,0.612778072903222,0.561555817109519
"Ccl7",1.23209460981795,1.27568084484822,0.0435862350302797,0.437440498837507,0.142843305639415,-0.294597193198092,0.835209659838897,1.25480879807471,0.419599138235818,0.805896527162958,0.848749910838022,0.0428533836750639
"Birc3",0.46146038862825,0.64321414387144,0.18175375524319,-0.0490310263981301,0.134217032940375,0.183248059338505,0.136376393022006,0.600805604652441,0.464429211630434,0.391239643232117,0.879637368328876,0.488397725096759
"Angptl4",1.03383169067647,0.930321022609378,-0.103510668067095,0.200350553087954,-0.163138404415444,-0.363488957503397,0.751589860362395,1.40048112159103,0.648891261228631,0.686184715133783,-0.197042723133017,-0.8832274382668
"Bahcc1",0.480045219779265,0.548570936921502,0.0685257171422377,0.0631942784795547,0.0297431297352061,-0.0334511487443487,0.528755614036976,0.678066734174421,0.149311120137445,0.283508805389513,0.371423268458219,0.0879144630687066
"Bdkrb2",1.67397956482161,1.33631473454147,-0.337664830280145,0.21076887310834,0.257548092533046,0.0467792194247051,1.20671193401398,1.71088786395775,0.504175929943776,0.473367142211823,0.891243626633365,0.417876484421542
"Icam1",1.37096601500533,1.66853825491292,0.297572239907589,0.110023537200674,0.892094254806236,0.782070717605562,0.835541255663944,2.07107320573091,1.23553195006697,0.603965701992913,1.21797722509268,0.614011523099769
"Nfkb1",0.510680649343827,0.638279349815699,0.127598700471872,0.118408984229398,0.0510574501618027,-0.0673515340675953,0.387611331139304,0.768801778030787,0.381190446891483,0.259075473418754,0.448068195552077,0.188992722133323
"Nfkb2",0.724088182765642,0.902512870578507,0.178424687812865,0.0656983597979801,0.338119435650903,0.272421075852923,0.552835584364341,0.884085452948035,0.331249868583695,0.243609662503927,0.604758426070613,0.361148763566686
"Nfkbie",0.708002367401302,1.14341816631531,0.435415798914012,-0.206477394735725,0.39484290052476,0.601320295260486,0.581827425263217,1.42928056102203,0.847453135758811,0.122050532925327,1.00359644996695,0.881545917041624
"Rab11fip1",1.78303559054242,2.36897801272066,0.585942422178245,0.577090822976581,0.625397881087666,0.0483070581110858,1.06633159762557,1.39696248806227,0.330630890436701,1.91622039221593,2.22930049309897,0.313080100883038
"Relb",0.0564798305950482,0.313409818521855,0.256929987926807,-0.20670695687768,-0.0269480938654954,0.179758863012185,0.24080039177347,0.612027358938289,0.371226967164819,-0.120007568331999,0.254881829008916,0.374889397340915
"Rhof",1.15521138272052,1.52700148504412,0.371790102323598,0.138531679934331,0.958331004013014,0.819799324078683,0.81748551821444,1.38461139733046,0.567125879116023,1.34785807088334,2.37130747722333,1.02344940633999
"Ripk2",0.73814896232658,0.670866574532222,-0.0672823877943576,0.390970272582199,0.257090527599759,-0.13387974498244,0.746859665603751,1.70783077428561,0.960971108681862,0.10732355263766,0.408602695390542,0.301279142752883
"Trim47",0.582748598252388,0.824436004712461,0.241687406460073,-0.062792733762222,-0.0607063062779709,0.0020864274842509,0.392204064677215,1.0054224543968,0.613218389719582,0.00425749135781884,0.369121601032744,0.364864109674926
"Vcam1",0.214414744872824,0.340728724373794,0.12631397950097,-0.206352088608764,0.409693598507858,0.616045687116622,0.793000722609947,1.63383739486851,0.840836672258558,-0.00519584651467628,0.631649890833782,0.636845737348459
"Glrx",1.35570500194914,1.48629029630062,0.130585294351477,0.534360920820834,0.331434402154526,-0.202926518666308,1.3205738913124,1.56881080093899,0.24823690962659,0.932915551367017,0.86817848506015,-0.0647370663068677
"Slco2a1",0.912302169318111,1.37021253277441,0.457910363456301,0.237218217208784,0.512887917654319,0.275669700445536,0.605877027889992,0.643562369473826,0.0376853415838343,0.0941771833439223,0.377512190247178,0.283335006903256
"Ngef",-0.240233916352344,0.397278035408656,0.637511951761,1.05102306606655,0.404054121969301,-0.64696894409725,0.472932504047287,0.422125142260847,-0.0508073617864399,-0.193213372522435,0.3212904343819,0.514503806904335
"Rffl",0.944600661444705,1.14672396403315,0.202123302588445,0.76677220064302,0.396677516694702,-0.370094683948319,0.899397734734869,1.29685370317911,0.397455968444238,0.683350038487668,0.854534974469323,0.171184935981655
"Gbp2",1.5518132567795,2.14382698111132,0.592013724331826,0.114239674617909,1.00883470004556,0.894595025427654,0.733852840589255,2.51061066688211,1.77675782629286,0.585678594356034,1.2913924165919,0.705713822235863
"Il34",1.35907188651196,1.90497540155317,0.545903515041214,-0.0440239293413832,0.228434702085328,0.272458631426711,0.890762257825505,1.31342843369105,0.422666175865546,-0.0183184385984987,0.390614819747704,0.408933258346202
"Gjb2",0.282142224577167,0.446626135792665,0.164483911215498,-0.292402590878831,0.203227036863457,0.495629627742288,-0.219434796854695,-0.343519541876116,-0.124084745021421,0.138672142653778,0.831262562650094,0.692590419996316
"Slc7a2",1.18311069556961,1.14673115545771,-0.0363795401119045,0.457118277693633,0.655991409283805,0.198873131590172,1.35612924817372,1.92308018750262,0.566950939328908,1.28000763145679,1.41040602839028,0.13039839693349
"Sod2",1.76226841103732,2.06633146582541,0.30406305478809,0.779426059048099,0.891565706249655,0.112139647201555,1.2180401308552,1.50494076867535,0.286900637820149,1.27825598818864,1.60853776072881,0.330281772540176
"Tnip1",1.23100855371295,1.58864670740986,0.357638153696917,0.584569908973184,0.773888941137843,0.189319032164659,1.42164787662222,1.5244091257664,0.102761249144181,0.254313821426048,1.06194139994581,0.807627578519758
"Mt2",1.05352978287481,1.2303037973736,0.176774014498798,0.93570021906965,0.728507645572097,-0.207192573497553,0.794515093843134,0.987484894252012,0.192969800408878,0.414176632281779,0.192020460471933,-0.222156171809845
"Ch25h",1.3593830546859,1.38956193527359,0.0301788805876905,0.97323746068809,0.707243463917281,-0.265993996770809,1.63181005015938,1.77822521280307,0.146415162643693,1.42459801440456,1.37512623473351,-0.0494717796710442
"Mnda",0.6418315022602,0.913426928574384,0.271595426314184,0.658294126725256,0.872370355565497,0.214076228840241,0.82810444037115,0.631914769578304,-0.196189670792846,1.05553261942377,1.49188415545521,0.436351536031439
"Ikbke",1.4792859815635,1.58775248982672,0.108466508263212,1.16828849312154,1.02007416273121,-0.148214330390332,1.51186273089089,1.83038834879958,0.318525617908687,0.643428339770071,1.32083433094716,0.677405991177094
"Adarb1",0.192725781814656,0.295933353928459,0.103207572113803,0.128340358037374,0.0157874703257814,-0.112552887711593,0.485082211255524,0.544093967079032,0.059011755823508,0.646183630451835,0.339691059123064,-0.306492571328771
"Ifi203,Gm16340,LOC102641031",0.844496485705232,1.55430432368184,0.709807837976603,0.608499340540192,0.700563799030672,0.0920644584904804,1.36361336447912,2.62543347930318,1.26182011482406,1.114726518202,1.51448555153102,0.399759033329019
"Cx3cl1",1.34664804269214,1.60528242417758,0.258634381485441,0.694649727306325,0.753330377488974,0.0586806501826487,0.979196438962597,1.98575780616221,1.00656136719962,0.348045454095523,0.537285409051312,0.189239954955789
"Gch1",1.52707532112964,1.79844445394424,0.271369132814602,0.898137000698548,0.753444807007248,-0.1446921936913,1.64710212896553,2.42978216859382,0.782680039628289,0.747585405623063,1.03850963821572,0.290924232592657
"Serpina3g",0.892461381525829,1.05324530484424,0.160783923318411,0.576645382172954,0.0207873373971264,-0.555858044775828,1.0183211283743,1.20036160775566,0.182040479381368,0.639862079423496,0.0617973006647592,-0.578064778758737
"Atp2b4",0.490222262788106,0.431489639926708,-0.0587326228613977,0.268418188577385,0.0339879452777146,-0.23443024329967,0.251823367845996,0.395319110658864,0.143495742812868,0.515801954054152,0.532665759192321,0.0168638051381684
"B4galt5",0.900649929627763,0.822056319229055,-0.0785936103987084,0.0400917681513714,-0.0324523853169147,-0.072544153468286,0.252027718384972,0.315666845931067,0.0636391275460948,0.313039583462853,0.000371196175765751,-0.312668387287087
"Cebpb",0.947495989897656,1.12172287390841,0.174226884010751,0.621684880438058,-0.142492611936607,-0.764177492374665,0.36223396394815,0.568699482341971,0.20646551839382,0.475704183547302,0.328787294977995,-0.146916888569307
"Gda",0.550112526701502,0.390738337024221,-0.159374189677281,-0.303849923145074,0.162994466898102,0.466844390043175,-0.0579673164638143,-0.244418703005953,-0.186451386542139,0.492419403069054,0.0966439051725686,-0.395775497896485
"Il1r1",0.51836651097349,0.450408385414064,-0.067958125559426,-0.115089752301209,-0.0258406681859904,0.0892490841152189,0.552219012743658,0.556722979333451,0.00450396658979297,0.0352645747809912,0.211047837534327,0.175783262753336
"Jak2",0.69319592242032,0.81449002426902,0.1212941018487,0.181110419567184,0.07010032276725,-0.111010096799935,0.881613033815658,1.20009729747953,0.318484263663873,0.432343355911897,0.699502847866732,0.267159491954835
"Nxph3",0.114792413932437,0.0299161632371421,-0.0848762506952948,0.0317037910796647,0.286958952499336,0.255255161419671,-0.150909533807132,0.403233397060115,0.554142930867247,0.456655899471492,-0.00682181571734512,-0.463477715188837
"Osmr",0.390227898187911,0.39598113050409,0.0057532323161793,0.504685394840473,0.196273766099534,-0.308411628740939,0.539119078971675,0.512788050982513,-0.0263310279891623,0.441207468442106,0.161641016835872,-0.279566451606234
"Rab20",1.20450713697092,1.49482998804801,0.290322851077089,-0.0300332572202973,0.663186764119485,0.693220021339782,0.618282272789172,0.998989442165135,0.380707169375963,0.252368279015517,0.773105230233581,0.520736951218064
"Sdc4",0.715440898919404,0.827745259476472,0.112304360557068,0.167072255032011,0.100924029833705,-0.0661482251983055,0.43014722324644,0.895706804557477,0.465559581311037,0.930410805837605,1.27196431351568,0.341553507678077
"St3gal1",0.842810552182021,1.05224269988458,0.209432147702562,0.180710719219341,0.453821859776637,0.273111140557296,0.190319532420752,0.481360489930973,0.291040957510221,0.222470073458304,0.971162881903213,0.748692808444909
"Ifnb1",4.89469866043297,5.39918776832454,0.504489107891569,2.98190857943424,3.51836843866968,0.536459859235444,4.80787374535545,4.80787374535545,0,4.69864963758479,5.45560521444853,0.756955576863744
"Csf3",3.40605586222827,2.55423703629807,-0.851818825930203,3.48276630590806,1.10671168482013,-2.37605462108792,1.96217845524848,2.14704788462555,0.184869429377072,2.75209580351098,0.975248415851393,-1.77684738765959
"Cxcl3",2.92354932057476,3.2377191444846,0.314169823909833,2.66337304611751,2.22380736040257,-0.43956568571494,4.00532421100622,3.46335036537879,-0.541973845627429,4.7189985941905,5.42045991887791,0.701461324687409
