"time","mRNA","sti","geno","gene"
0,0.519904293030614,"lps","wt","Zbtb10"
0.0833333333333333,0.519904293030614,"lps","wt","Zbtb10"
0.166666666666667,0.519904293915675,"lps","wt","Zbtb10"
0.25,0.521069114904042,"lps","wt","Zbtb10"
0.333333333333333,0.524756156138591,"lps","wt","Zbtb10"
0.416666666666667,0.531210441527945,"lps","wt","Zbtb10"
0.5,0.540620926060009,"lps","wt","Zbtb10"
0.583333333333333,0.553123365024156,"lps","wt","Zbtb10"
0.666666666666667,0.568803035508785,"lps","wt","Zbtb10"
0.75,0.588070995403792,"lps","wt","Zbtb10"
0.833333333333333,0.612390916022361,"lps","wt","Zbtb10"
0.916666666666667,0.642493779151078,"lps","wt","Zbtb10"
1,0.677963702401118,"lps","wt","Zbtb10"
1.08333333333333,0.717296608438834,"lps","wt","Zbtb10"
1.16666666666667,0.757955892967841,"lps","wt","Zbtb10"
1.25,0.797027389467245,"lps","wt","Zbtb10"
1.33333333333333,0.833421459353432,"lps","wt","Zbtb10"
1.41666666666667,0.866694815899466,"lps","wt","Zbtb10"
1.5,0.896530702638117,"lps","wt","Zbtb10"
1.58333333333333,0.922732420543191,"lps","wt","Zbtb10"
1.66666666666667,0.945217186340024,"lps","wt","Zbtb10"
1.75,0.964010305001829,"lps","wt","Zbtb10"
1.83333333333333,0.979239640359336,"lps","wt","Zbtb10"
1.91666666666667,0.991130368573344,"lps","wt","Zbtb10"
2,1,"lps","wt","Zbtb10"
2.08333333333333,1.00625365571882,"lps","wt","Zbtb10"
2.16666666666667,1.01037958569584,"lps","wt","Zbtb10"
2.25,1.01285216103086,"lps","wt","Zbtb10"
2.33333333333333,1.01382615395608,"lps","wt","Zbtb10"
2.41666666666667,1.01337181675302,"lps","wt","Zbtb10"
2.5,1.01156148282151,"lps","wt","Zbtb10"
2.58333333333333,1.00846946021802,"lps","wt","Zbtb10"
2.66666666666667,1.00417193063972,"lps","wt","Zbtb10"
2.75,0.998746853575941,"lps","wt","Zbtb10"
2.83333333333333,0.992273875363048,"lps","wt","Zbtb10"
2.91666666666667,0.984834242891615,"lps","wt","Zbtb10"
3,0.976510721728077,"lps","wt","Zbtb10"
3.08333333333333,0.967387518424952,"lps","wt","Zbtb10"
