"","I_L_0","I_L_0.5","I_L_1","I_L_2","I_L_4","I_L_8","I_T_0","I_T_0.5","I_T_1","I_T_2","I_T_4","I_T_8","D_L_0","D_L_0.5","D_L_1","D_L_2","D_L_4","D_L_8","D_T_0","D_T_0.5","D_T_1","D_T_2","D_T_4","D_T_8"
"Slc25a25",0.322212481997644,0.39592697262902,0.725369241669144,0.432322594258022,0.35823042578168,0.234535761848145,0.322212481997644,1,0.626097281979992,0.289891374740139,0.301733409596827,0.0260322988861208,0.418987150427037,0.401827836846061,0.556492557349214,0.522638566362424,0.574710860675053,0.414568117713695,0.418987150427037,1,0.522398636998424,0.463514102251144,0.342595612445901,0.189307065799062
"Zswim4",0.186300256191448,0.386641888824092,0.836038485171813,0.634829785486816,0.353732781705022,0.302506304142011,0.186300256191448,0.776777958629027,1,0.369885145614712,0.307202925809977,0.027135447273068,0.250370344760613,0.393937554055057,0.82849807079545,0.671599293645569,0.524190324855586,0.450421261628733,0.250370344760613,0.841707598627033,1,0.561179656195054,0.37946248553724,0.278071747414094
"Stk17b",0.393815808422305,0.37767833208564,0.405511931010994,0.897966664901826,0.238273862499259,0.167957276404036,0.393815808422305,1,0.585693918013281,0.549947371209363,0.146664000923791,0.0240180927309667,0.221755348158778,0.278604026974167,0.357850408294251,0.882001006581361,0.239676710680426,0.163102147504876,0.221755348158778,1,0.445687139287327,0.833814149524445,0.206369306418365,0.0597586164121659
"Creb5",0.205358172547316,0.559020159849071,0.64252765817355,0.563382845086044,0.461364954678863,0.0298865946149729,0.205358172547316,0.654242396756021,1,0.577013468311344,0.17502991696874,0.00577225110104505,0.168277780010088,0.64663211342987,0.67817519693358,0.510460737187611,0.215416262307016,0.0681097964110364,0.168277780010088,0.664749939224498,1,0.710467256726287,0.32246321951438,0.0404843850076746
"Hivep1",0.0849095222712364,0.137824178539735,0.279357302989171,0.641884892721413,0.291832797382331,0.106518435146646,0.0849095222712364,0.369509968677353,1,0.320530767438561,0.0746689591919056,0.010206990042495,0.088041191045587,0.128826543579609,0.405511517857691,0.687162566402247,0.454906029444486,0.148634473186197,0.088041191045587,0.33789657987804,1,0.683345477454664,0.160298535494751,0.0613525894996218
"4930523C07Rik",0.163039224428124,0.160446998409618,0.438428169922575,0.819543196923971,0.489337311549132,0.299039990589761,0.163039224428124,0.417461635090997,1,0.52989151631073,0.164790729794847,0.0330951767825404,0.164935200223475,0.198197382210032,0.438997178929737,0.946412258710367,0.718107742416512,0.508579261102522,0.164935200223475,0.356429250829081,0.923273797994323,1,0.372226586726572,0.152028989637575
"Itpkc",0.127514522633729,0.156427619474909,0.469232843583571,0.284539868402279,0.133072219982279,0.123701053097234,0.127514522633729,1,0.40722268999287,0.19186007213284,0.173165873439221,0.0235841861185478,0.227129916450018,0.175377417404405,0.485674213888243,0.39153172812933,0.292473995996688,0.120343776425783,0.227129916450018,1,0.42723642026236,0.248143664942248,0.200571739913514,0.164617688429843
"Arg2",0.00696926088546967,0.460945886282692,0.626463228120544,0.105707106496498,0.116349373557455,0.0167907965221078,0.00696926088546967,1,0.286099732191263,0.0331007141680169,0.0231787302053023,0.0025673344022837,0.0140926536736408,1,0.618196586523463,0.167833112113127,0.314964224627927,0.0700209050907461,0.0140926536736408,0.62014246880538,0.619628305208019,0.144566634685647,0,0.0150631249009872
"Fgf7",0.266990561700605,0.55464478889162,0.563992169677664,0.994086463848958,0.711063670736005,0.31310572488667,0.266990561700605,1,0.939860380026061,0.915083426781567,0.259747857552847,0.0345119494808372,0.178348457157823,0.459112630757052,0.966068723830034,0.657858416711561,0.439367543020654,0.252484626329109,0.178348457157823,1,0.737349116918049,0.562898723723978,0.344972592782864,0.140156562793803
"Nfil3",0.20439134865876,0.304908422941328,1,0.587021678795243,0.257636864062595,0.191236187134014,0.20439134865876,0.46716334428408,0.654677227729452,0.43452884570992,0.295616976216208,0.0160821425504951,0.485389938087303,0.441558431414115,0.842808123666343,0.966320130549984,0.956337373481535,0.309735321519257,0.485389938087303,1,0.960260116358781,0.769596091809612,0.641463855552446,0.259695277482511
"Fas",0.108278788804516,0.139099429216034,0.265717252787475,0.70892646526514,0.444538873525108,0.0908513310802215,0.108278788804516,0.744842409319454,1,0.26175352918993,0.131353229638978,0.0103733625271098,0.078349346469254,0.177576718147072,0.497607660554092,1,0.622380067671593,0.165150828036659,0.078349346469254,0.645541379165658,0.981038842789371,0.867259040138433,0.220940263917203,0.0338078856440465
"Tnfrsf11b",0.253921336539338,0.47172395027753,0.901932482750258,1,0.400514958706243,0.41778316244176,0.253921336539338,0.545680262140029,0.765321179703489,0.908369724833965,0.393618691243439,0.0466148310795418,0.2339524493522,0.23485114381059,0.259010275834295,1,0.257143247165193,0.544407471875545,0.2339524493522,0.338956138707899,0.269139707558129,0.657975185129538,0.424738466577596,0.26238958875729
"Arid5a",0.132321880457296,0.356962833364585,1,0.400410340190927,0.15852813735112,0.188447695270736,0.132321880457296,0.636339190138447,0.891183407185484,0.202962440380207,0.142326638024554,0.0265087835723348,0.274287298451996,0.397162187932873,1,0.666795767634581,0.602818490444633,0.570284598194013,0.274287298451996,0.780188023040039,0.936523200503434,0.445524015164701,0.302318715819186,0.352088515939225
"Trib1",0.350162402438396,0.539048784611046,1,0.490383250310181,0.346040813602219,0.421735353633682,0.350162402438396,0.448531179838344,0.41139684415277,0.512058085775004,0.369585931926546,0.0732771346044897,0.440699704742078,0.416869008860315,0.596567988519013,0.452204376598461,1,0.634073511616876,0.440699704742078,0.496108895010552,0.566324622146465,0.397632670468629,0.758086274915018,0.431233259434352
"Rasgef1a",0.379942874967926,0.22245243512429,0.439357001044056,1,0.568533622622165,0.104462163349635,0.379942874967926,0.368410634237707,0.860265781010605,0.559722707630411,0.483244356309078,0.0212965323276064,0.220295001871402,0.0806789873900855,0.182908619865995,0.634536469987045,0.469529417327385,0.177260146328397,0.220295001871402,0.16081649888166,0.553544383335174,1,0.244226950724819,0.0444503980237565
"Klf10",0.252288662813894,0.264381965174926,1,0.533168978335565,0.26915949259185,0.288750312467786,0.252288662813894,0.914635960918813,0.770862513370465,0.350287519286869,0.238430445957618,0.0387283284841176,0.343302767894102,0.175164766764916,0.713626978689792,0.932242620399831,0.761962590988396,0.679049744562298,0.343302767894102,0.821977488059189,1,0.794399979160888,0.424924258929481,0.348971485892847
"Irf1",0.0365424496316172,0.22645874527282,0.603810511257377,0.240741770734736,0.121851856453087,0.0783489683948451,0.0365424496316172,1,0.560058155276656,0.0796673562656009,0.0597868010683924,0.0075037419010637,0.0625450047108182,0.158647951504562,0.731009225202831,0.560255498994163,0.42616429556039,0.250747897742293,0.0625450047108182,1,0.821696178986547,0.416012585441776,0.0951122035728825,0.0782659477601963
"Tnfaip3",0.0127360316860038,0.358762598022551,0.895600232381131,0.393866715537042,0.175475965007336,0.0643710857645669,0.0127360316860038,1,0.673870348192079,0.0723290761679879,0.0217318749306454,0.00256274380908415,0.0275831863565562,0.352841088709727,0.81817297173222,0.847822758879295,0.67195978097341,0.346803969989101,0.0275831863565562,1,0.96149361130409,0.535225368784585,0.0860901966039925,0.0255498273363729
