"","time","normCnt.frac","sti","geno","gene","type","clust","v1"
"3330",3,0.53657918633351,"tnf","mt","Gch1","Exp.","7",TRUE
"3331",5,0.531192654201444,"tnf","mt","Gch1","Exp.","7",TRUE
"3332",8,0.134207891239746,"tnf","mt","Gch1","Exp.","7",TRUE
"3333",0,0.0675306450201202,"lps","wt","Serpina3g","Exp.","7",TRUE
"3334",0.5,0.0676806201557596,"lps","wt","Serpina3g","Exp.","7",TRUE
"3335",1,0.0732601517001193,"lps","wt","Serpina3g","Exp.","7",TRUE
"3336",2,0.217975844557042,"lps","wt","Serpina3g","Exp.","7",TRUE
"3337",3,0.99105090497515,"lps","wt","Serpina3g","Exp.","7",TRUE
"3338",5,1,"lps","wt","Serpina3g","Exp.","7",TRUE
"3339",8,0.738881208283855,"lps","wt","Serpina3g","Exp.","7",TRUE
"3340",0,0.0675306450201202,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3341",0.5,0.0726581452666164,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3342",1,0.0905862433769833,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3343",2,0.335606641393145,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3344",3,0.538694267687376,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3345",5,0.430529588377191,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3346",8,0.22945812255931,"tnf","wt","Serpina3g","Exp.","7",TRUE
"3347",0,0.240446918329291,"lps","mt","Serpina3g","Exp.","7",TRUE
"3348",0.5,0.255110579411939,"lps","mt","Serpina3g","Exp.","7",TRUE
"3349",1,0.266376081073941,"lps","mt","Serpina3g","Exp.","7",TRUE
"3350",2,0.371335004794153,"lps","mt","Serpina3g","Exp.","7",TRUE
"3351",3,0.735003691227126,"lps","mt","Serpina3g","Exp.","7",TRUE
"3352",5,1,"lps","mt","Serpina3g","Exp.","7",TRUE
"3353",8,0.47814781805982,"lps","mt","Serpina3g","Exp.","7",TRUE
"3354",0,0.240446918329291,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3355",0.5,0.231721547004855,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3356",1,0.305584320724247,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3357",2,0.471567744669434,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3358",3,0.63016814927879,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3359",5,0.670521091193713,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3360",8,0.247270642162663,"tnf","mt","Serpina3g","Exp.","7",TRUE
"3361",0,0.222414688686157,"lps","wt","B4galt5","Exp.","4",FALSE
"3362",0.5,0.179966426258684,"lps","wt","B4galt5","Exp.","4",FALSE
"3363",1,0.16984465561859,"lps","wt","B4galt5","Exp.","4",FALSE
"3364",2,0.310068248517424,"lps","wt","B4galt5","Exp.","4",FALSE
"3365",3,1,"lps","wt","B4galt5","Exp.","4",FALSE
"3366",5,0.613763733232804,"lps","wt","B4galt5","Exp.","4",FALSE
"3367",8,0.353856829834822,"lps","wt","B4galt5","Exp.","4",FALSE
"3368",0,0.222414688686157,"tnf","wt","B4galt5","Exp.","4",FALSE
"3369",0.5,0.196899353367372,"tnf","wt","B4galt5","Exp.","4",FALSE
"3370",1,0.169196238919443,"tnf","wt","B4galt5","Exp.","4",FALSE
"3371",2,0.284643282171751,"tnf","wt","B4galt5","Exp.","4",FALSE
"3372",3,0.535645370333086,"tnf","wt","B4galt5","Exp.","4",FALSE
"3373",5,0.305487152180158,"tnf","wt","B4galt5","Exp.","4",FALSE
"3374",8,0.185324727175534,"tnf","wt","B4galt5","Exp.","4",FALSE
"3375",0,0.410884929325318,"lps","mt","B4galt5","Exp.","4",FALSE
"3376",0.5,0.336465177609615,"lps","mt","B4galt5","Exp.","4",FALSE
"3377",1,0.334411613608625,"lps","mt","B4galt5","Exp.","4",FALSE
"3378",2,0.479617971297,"lps","mt","B4galt5","Exp.","4",FALSE
"3379",3,0.877748161516074,"lps","mt","B4galt5","Exp.","4",FALSE
"3380",5,1,"lps","mt","B4galt5","Exp.","4",FALSE
"3381",8,0.547875349591939,"lps","mt","B4galt5","Exp.","4",FALSE
"3382",0,0.410884929325318,"tnf","mt","B4galt5","Exp.","4",FALSE
"3383",0.5,0.346326745194421,"tnf","mt","B4galt5","Exp.","4",FALSE
"3384",1,0.315197331561936,"tnf","mt","B4galt5","Exp.","4",FALSE
"3385",2,0.457541339570648,"tnf","mt","B4galt5","Exp.","4",FALSE
"3386",3,0.875832335309505,"tnf","mt","B4galt5","Exp.","4",FALSE
"3387",5,0.972593079931526,"tnf","mt","B4galt5","Exp.","4",FALSE
"3388",8,0.499022092329117,"tnf","mt","B4galt5","Exp.","4",FALSE
"3389",0,0.146614359385173,"lps","wt","Cebpb","Exp.","7",TRUE
"3390",0.5,0.200943940844218,"lps","wt","Cebpb","Exp.","7",TRUE
"3391",1,0.238126085985852,"lps","wt","Cebpb","Exp.","7",TRUE
"3392",2,0.577624828301938,"lps","wt","Cebpb","Exp.","7",TRUE
"3393",3,1,"lps","wt","Cebpb","Exp.","7",TRUE
"3394",5,0.698007298411929,"lps","wt","Cebpb","Exp.","7",TRUE
"3395",8,0.392082878692644,"lps","wt","Cebpb","Exp.","7",TRUE
"3396",0,0.146614359385173,"tnf","wt","Cebpb","Exp.","7",TRUE
"3397",0.5,0.17526240869888,"tnf","wt","Cebpb","Exp.","7",TRUE
"3398",1,0.294324303755255,"tnf","wt","Cebpb","Exp.","7",TRUE
"3399",2,0.518531669559184,"tnf","wt","Cebpb","Exp.","7",TRUE
"3400",3,0.379549582364321,"tnf","wt","Cebpb","Exp.","7",TRUE
"3401",5,0.251179650071177,"tnf","wt","Cebpb","Exp.","7",TRUE
"3402",8,0.191225234790876,"tnf","wt","Cebpb","Exp.","7",TRUE
"3403",0,0.272439278408298,"lps","mt","Cebpb","Exp.","7",TRUE
"3404",0.5,0.34560831499351,"lps","mt","Cebpb","Exp.","7",TRUE
"3405",1,0.320547350536964,"lps","mt","Cebpb","Exp.","7",TRUE
"3406",2,0.606174522095356,"lps","mt","Cebpb","Exp.","7",TRUE
"3407",3,1,"lps","mt","Cebpb","Exp.","7",TRUE
"3408",5,0.91907516765901,"lps","mt","Cebpb","Exp.","7",TRUE
"3409",8,0.458264989094061,"lps","mt","Cebpb","Exp.","7",TRUE
"3410",0,0.272439278408298,"tnf","mt","Cebpb","Exp.","7",TRUE
"3411",0.5,0.293399725529841,"tnf","mt","Cebpb","Exp.","7",TRUE
"3412",1,0.468753681905054,"tnf","mt","Cebpb","Exp.","7",TRUE
"3413",2,0.649911472142193,"tnf","mt","Cebpb","Exp.","7",TRUE
"3414",3,0.559205804861261,"tnf","mt","Cebpb","Exp.","7",TRUE
"3415",5,0.420515519115271,"tnf","mt","Cebpb","Exp.","7",TRUE
"3416",8,0.32404723109714,"tnf","mt","Cebpb","Exp.","7",TRUE
"3417",0,0.263679914407386,"lps","wt","Gda","Exp.","4",FALSE
"3418",0.5,0.370737835254828,"lps","wt","Gda","Exp.","4",FALSE
"3419",1,0.330590055137563,"lps","wt","Gda","Exp.","4",FALSE
"3420",2,0.493778738226137,"lps","wt","Gda","Exp.","4",FALSE
"3421",3,1,"lps","wt","Gda","Exp.","4",FALSE
"3422",5,0.680602917920459,"lps","wt","Gda","Exp.","4",FALSE
"3423",8,0.329239190768304,"lps","wt","Gda","Exp.","4",FALSE
"3424",0,0.263679914407386,"tnf","wt","Gda","Exp.","4",FALSE
"3425",0.5,0.466825203611047,"tnf","wt","Gda","Exp.","4",FALSE
"3426",1,0.435375951112355,"tnf","wt","Gda","Exp.","4",FALSE
"3427",2,0.457747454636701,"tnf","wt","Gda","Exp.","4",FALSE
"3428",3,0.676574653186188,"tnf","wt","Gda","Exp.","4",FALSE
"3429",5,0.682966856547298,"tnf","wt","Gda","Exp.","4",FALSE
"3430",8,0.600449755680637,"tnf","wt","Gda","Exp.","4",FALSE
"3431",0,0.449812066612124,"lps","mt","Gda","Exp.","4",FALSE
"3432",0.5,0.501863878063643,"lps","mt","Gda","Exp.","4",FALSE
"3433",1,0.383823617438889,"lps","mt","Gda","Exp.","4",FALSE
"3434",2,0.30700981897353,"lps","mt","Gda","Exp.","4",FALSE
"3435",3,0.810087738908754,"lps","mt","Gda","Exp.","4",FALSE
"3436",5,0.610904753089182,"lps","mt","Gda","Exp.","4",FALSE
"3437",8,0.331816971346373,"lps","mt","Gda","Exp.","4",FALSE
"3438",0,0.449812066612124,"tnf","mt","Gda","Exp.","4",FALSE
"3439",0.5,0.40761931927554,"tnf","mt","Gda","Exp.","4",FALSE
"3440",1,0.214253791841753,"tnf","mt","Gda","Exp.","4",FALSE
"3441",2,0.441433398069941,"tnf","mt","Gda","Exp.","4",FALSE
"3442",3,0.65134629828524,"tnf","mt","Gda","Exp.","4",FALSE
"3443",5,1,"tnf","mt","Gda","Exp.","4",FALSE
"3444",8,0.468259389688098,"tnf","mt","Gda","Exp.","4",FALSE
"3445",0,0.253049977742181,"lps","wt","Il1r1","Exp.","4",FALSE
"3446",0.5,0.246766739974645,"lps","wt","Il1r1","Exp.","4",FALSE
"3447",1,0.286104568827699,"lps","wt","Il1r1","Exp.","4",FALSE
"3448",2,0.453841395481464,"lps","wt","Il1r1","Exp.","4",FALSE
"3449",3,1,"lps","wt","Il1r1","Exp.","4",FALSE
"3450",5,0.736655059579704,"lps","wt","Il1r1","Exp.","4",FALSE
"3451",8,0.585659592467455,"lps","wt","Il1r1","Exp.","4",FALSE
"3452",0,0.253049977742181,"tnf","wt","Il1r1","Exp.","4",FALSE
"3453",0.5,0.262080451373352,"tnf","wt","Il1r1","Exp.","4",FALSE
"3454",1,0.286265663628324,"tnf","wt","Il1r1","Exp.","4",FALSE
"3455",2,0.557172452579813,"tnf","wt","Il1r1","Exp.","4",FALSE
"3456",3,0.698161878436294,"tnf","wt","Il1r1","Exp.","4",FALSE
"3457",5,0.446260192834497,"tnf","wt","Il1r1","Exp.","4",FALSE
"3458",8,0.353009607440047,"tnf","wt","Il1r1","Exp.","4",FALSE
"3459",0,0.261226435798542,"lps","mt","Il1r1","Exp.","4",FALSE
"3460",0.5,0.293917866276919,"lps","mt","Il1r1","Exp.","4",FALSE
"3461",1,0.30456897976581,"lps","mt","Il1r1","Exp.","4",FALSE
"3462",2,0.448815732777813,"lps","mt","Il1r1","Exp.","4",FALSE
"3463",3,0.876699481794152,"lps","mt","Il1r1","Exp.","4",FALSE
"3464",5,0.923324867467253,"lps","mt","Il1r1","Exp.","4",FALSE
"3465",8,0.459153334967454,"lps","mt","Il1r1","Exp.","4",FALSE
"3466",0,0.261226435798542,"tnf","mt","Il1r1","Exp.","4",FALSE
"3467",0.5,0.304467677041896,"tnf","mt","Il1r1","Exp.","4",FALSE
"3468",1,0.251694587605254,"tnf","mt","Il1r1","Exp.","4",FALSE
"3469",2,0.593738958422543,"tnf","mt","Il1r1","Exp.","4",FALSE
"3470",3,0.93566570176604,"tnf","mt","Il1r1","Exp.","4",FALSE
"3471",5,1,"tnf","mt","Il1r1","Exp.","4",FALSE
"3472",8,0.329961454464698,"tnf","mt","Il1r1","Exp.","4",FALSE
"3473",0,0.229398406691073,"lps","wt","Jak2","Exp.","2",FALSE
"3474",0.5,0.227086226111869,"lps","wt","Jak2","Exp.","2",FALSE
"3475",1,0.257896730681341,"lps","wt","Jak2","Exp.","2",FALSE
"3476",2,0.531178154735855,"lps","wt","Jak2","Exp.","2",FALSE
"3477",3,1,"lps","wt","Jak2","Exp.","2",FALSE
"3478",5,0.597675631831849,"lps","wt","Jak2","Exp.","2",FALSE
"3479",8,0.409406796458552,"lps","wt","Jak2","Exp.","2",FALSE
"3480",0,0.229398406691073,"tnf","wt","Jak2","Exp.","2",FALSE
"3481",0.5,0.235076502082419,"tnf","wt","Jak2","Exp.","2",FALSE
"3482",1,0.247320582588357,"tnf","wt","Jak2","Exp.","2",FALSE
"3483",2,0.548180269403242,"tnf","wt","Jak2","Exp.","2",FALSE
"3484",3,0.618482241850961,"tnf","wt","Jak2","Exp.","2",FALSE
"3485",5,0.267304827514439,"tnf","wt","Jak2","Exp.","2",FALSE
"3486",8,0.194271187735338,"tnf","wt","Jak2","Exp.","2",FALSE
"3487",0,0.287256037114706,"lps","mt","Jak2","Exp.","2",FALSE
"3488",0.5,0.31044515679359,"lps","mt","Jak2","Exp.","2",FALSE
"3489",1,0.299155266449585,"lps","mt","Jak2","Exp.","2",FALSE
"3490",2,0.457278350827098,"lps","mt","Jak2","Exp.","2",FALSE
"3491",3,1,"lps","mt","Jak2","Exp.","2",FALSE
"3492",5,0.822124403575986,"lps","mt","Jak2","Exp.","2",FALSE
"3493",8,0.367946467090416,"lps","mt","Jak2","Exp.","2",FALSE
"3494",0,0.287256037114706,"tnf","mt","Jak2","Exp.","2",FALSE
"3495",0.5,0.338991600651686,"tnf","mt","Jak2","Exp.","2",FALSE
"3496",1,0.283908832661393,"tnf","mt","Jak2","Exp.","2",FALSE
"3497",2,0.575725806654924,"tnf","mt","Jak2","Exp.","2",FALSE
"3498",3,0.882023855143604,"tnf","mt","Jak2","Exp.","2",FALSE
"3499",5,0.640829692023914,"tnf","mt","Jak2","Exp.","2",FALSE
"3500",8,0.274233709521996,"tnf","mt","Jak2","Exp.","2",FALSE
"3501",0,0.11033352888911,"lps","wt","Rab20","Exp.","2",FALSE
"3502",0.5,0.150961231831103,"lps","wt","Rab20","Exp.","2",FALSE
"3503",1,0.272216100286952,"lps","wt","Rab20","Exp.","2",FALSE
"3504",2,0.634785478972277,"lps","wt","Rab20","Exp.","2",FALSE
"3505",3,1,"lps","wt","Rab20","Exp.","2",FALSE
"3506",5,0.56860690260671,"lps","wt","Rab20","Exp.","2",FALSE
"3507",8,0.24832547687551,"lps","wt","Rab20","Exp.","2",FALSE
"3508",0,0.11033352888911,"tnf","wt","Rab20","Exp.","2",FALSE
"3509",0.5,0.196386700628589,"tnf","wt","Rab20","Exp.","2",FALSE
"3510",1,0.325533316522581,"tnf","wt","Rab20","Exp.","2",FALSE
"3511",2,0.43391755604553,"tnf","wt","Rab20","Exp.","2",FALSE
"3512",3,0.315623564173988,"tnf","wt","Rab20","Exp.","2",FALSE
"3513",5,0.166149253995085,"tnf","wt","Rab20","Exp.","2",FALSE
"3514",8,0.0889590237901755,"tnf","wt","Rab20","Exp.","2",FALSE
"3515",0,0.260108545459669,"lps","mt","Rab20","Exp.","2",FALSE
"3516",0.5,0.354925756382056,"lps","mt","Rab20","Exp.","2",FALSE
"3517",1,0.401961386075594,"lps","mt","Rab20","Exp.","2",FALSE
"3518",2,0.400782465310945,"lps","mt","Rab20","Exp.","2",FALSE
"3519",3,0.837914845195407,"lps","mt","Rab20","Exp.","2",FALSE
"3520",5,0.979397720105031,"lps","mt","Rab20","Exp.","2",FALSE
"3521",8,0.413527916337878,"lps","mt","Rab20","Exp.","2",FALSE
"3522",0,0.260108545459669,"tnf","mt","Rab20","Exp.","2",FALSE
"3523",0.5,0.30501301535688,"tnf","mt","Rab20","Exp.","2",FALSE
"3524",1,0.529506926628946,"tnf","mt","Rab20","Exp.","2",FALSE
"3525",2,0.902121937538229,"tnf","mt","Rab20","Exp.","2",FALSE
"3526",3,1,"tnf","mt","Rab20","Exp.","2",FALSE
"3527",5,0.596028115789464,"tnf","mt","Rab20","Exp.","2",FALSE
"3528",8,0.295453973387342,"tnf","mt","Rab20","Exp.","2",FALSE
"3529",0,0.129625812103751,"lps","wt","Sdc4","Exp.","2",FALSE
"3530",0.5,0.147725645325713,"lps","wt","Sdc4","Exp.","2",FALSE
"3531",1,0.192589391830135,"lps","wt","Sdc4","Exp.","2",FALSE
"3532",2,0.75054427245347,"lps","wt","Sdc4","Exp.","2",FALSE
"3533",3,1,"lps","wt","Sdc4","Exp.","2",FALSE
"3534",5,0.522064242646699,"lps","wt","Sdc4","Exp.","2",FALSE
"3535",8,0.216538145668883,"lps","wt","Sdc4","Exp.","2",FALSE
"3536",0,0.129625812103751,"tnf","wt","Sdc4","Exp.","2",FALSE
"3537",0.5,0.167546157431628,"tnf","wt","Sdc4","Exp.","2",FALSE
"3538",1,0.332409726846583,"tnf","wt","Sdc4","Exp.","2",FALSE
"3539",2,0.609018982417183,"tnf","wt","Sdc4","Exp.","2",FALSE
"3540",3,0.527847292913555,"tnf","wt","Sdc4","Exp.","2",FALSE
"3541",5,0.276970240520369,"tnf","wt","Sdc4","Exp.","2",FALSE
"3542",8,0.154605979687786,"tnf","wt","Sdc4","Exp.","2",FALSE
"3543",0,0.217065421698465,"lps","mt","Sdc4","Exp.","2",FALSE
"3544",0.5,0.186821994944629,"lps","mt","Sdc4","Exp.","2",FALSE
"3545",1,0.227725129416661,"lps","mt","Sdc4","Exp.","2",FALSE
"3546",2,0.634445930983518,"lps","mt","Sdc4","Exp.","2",FALSE
"3547",3,1,"lps","mt","Sdc4","Exp.","2",FALSE
"3548",5,0.99758226819115,"lps","mt","Sdc4","Exp.","2",FALSE
"3549",8,0.325164700544824,"lps","mt","Sdc4","Exp.","2",FALSE
"3550",0,0.217065421698465,"tnf","mt","Sdc4","Exp.","2",FALSE
"3551",0.5,0.207535544264153,"tnf","mt","Sdc4","Exp.","2",FALSE
"3552",1,0.296886698666048,"tnf","mt","Sdc4","Exp.","2",FALSE
"3553",2,0.72581140037368,"tnf","mt","Sdc4","Exp.","2",FALSE
"3554",3,0.890648292820115,"tnf","mt","Sdc4","Exp.","2",FALSE
"3555",5,0.57448585594426,"tnf","mt","Sdc4","Exp.","2",FALSE
"3556",8,0.230050934717456,"tnf","mt","Sdc4","Exp.","2",FALSE
"3557",0,0.186855562378939,"lps","wt","St3gal1","Exp.","4",FALSE
"3558",0.5,0.213334150195259,"lps","wt","St3gal1","Exp.","4",FALSE
"3559",1,0.197753570578328,"lps","wt","St3gal1","Exp.","4",FALSE
"3560",2,0.497208397268572,"lps","wt","St3gal1","Exp.","4",FALSE
"3561",3,1,"lps","wt","St3gal1","Exp.","4",FALSE
"3562",5,0.731420710882929,"lps","wt","St3gal1","Exp.","4",FALSE
"3563",8,0.393038606348409,"lps","wt","St3gal1","Exp.","4",FALSE
"3564",0,0.186855562378939,"tnf","wt","St3gal1","Exp.","4",FALSE
"3565",0.5,0.187334126605623,"tnf","wt","St3gal1","Exp.","4",FALSE
"3566",1,0.188799374957414,"tnf","wt","St3gal1","Exp.","4",FALSE
"3567",2,0.550004924762569,"tnf","wt","St3gal1","Exp.","4",FALSE
"3568",3,0.557556320188243,"tnf","wt","St3gal1","Exp.","4",FALSE
"3569",5,0.322420393046547,"tnf","wt","St3gal1","Exp.","4",FALSE
"3570",8,0.259880718533496,"tnf","wt","St3gal1","Exp.","4",FALSE
"3571",0,0.185361191566488,"lps","mt","St3gal1","Exp.","4",FALSE
"3572",0.5,0.196635310611495,"lps","mt","St3gal1","Exp.","4",FALSE
"3573",1,0.177933214634624,"lps","mt","St3gal1","Exp.","4",FALSE
"3574",2,0.291092333000302,"lps","mt","St3gal1","Exp.","4",FALSE
"3575",3,0.583500799395278,"lps","mt","St3gal1","Exp.","4",FALSE
"3576",5,1,"lps","mt","St3gal1","Exp.","4",FALSE
"3577",8,0.420547579952264,"lps","mt","St3gal1","Exp.","4",FALSE
"3578",0,0.185361191566488,"tnf","mt","St3gal1","Exp.","4",FALSE
"3579",0.5,0.182959091744698,"tnf","mt","St3gal1","Exp.","4",FALSE
"3580",1,0.16941524740228,"tnf","mt","St3gal1","Exp.","4",FALSE
"3581",2,0.344456210978477,"tnf","mt","St3gal1","Exp.","4",FALSE
"3582",3,0.731346114209258,"tnf","mt","St3gal1","Exp.","4",FALSE
"3583",5,0.882268254737947,"tnf","mt","St3gal1","Exp.","4",FALSE
"3584",8,0.313976554664069,"tnf","mt","St3gal1","Exp.","4",FALSE
"3585",0,0.0628398218290995,"lps","wt","Slfn2","Exp.","2",FALSE
"3586",0.5,0.133216377972191,"lps","wt","Slfn2","Exp.","2",FALSE
"3587",1,0.286941377257435,"lps","wt","Slfn2","Exp.","2",FALSE
"3588",2,1,"lps","wt","Slfn2","Exp.","2",FALSE
"3589",3,0.763057882943605,"lps","wt","Slfn2","Exp.","2",FALSE
"3590",5,0.366974872536292,"lps","wt","Slfn2","Exp.","2",FALSE
"3591",8,0.179314917241338,"lps","wt","Slfn2","Exp.","2",FALSE
"3592",0,0.0628398218290995,"tnf","wt","Slfn2","Exp.","2",FALSE
"3593",0.5,0.131141889004647,"tnf","wt","Slfn2","Exp.","2",FALSE
"3594",1,0.236400200673238,"tnf","wt","Slfn2","Exp.","2",FALSE
"3595",2,0.345800972077366,"tnf","wt","Slfn2","Exp.","2",FALSE
"3596",3,0.164339217528039,"tnf","wt","Slfn2","Exp.","2",FALSE
"3597",5,0.0756150244419026,"tnf","wt","Slfn2","Exp.","2",FALSE
"3598",8,0.0818864222563128,"tnf","wt","Slfn2","Exp.","2",FALSE
"3599",0,0.124998579636892,"lps","mt","Slfn2","Exp.","2",FALSE
"3600",0.5,0.109338927662359,"lps","mt","Slfn2","Exp.","2",FALSE
"3601",1,0.248725995627646,"lps","mt","Slfn2","Exp.","2",FALSE
"3602",2,0.695099754656179,"lps","mt","Slfn2","Exp.","2",FALSE
"3603",3,1,"lps","mt","Slfn2","Exp.","2",FALSE
"3604",5,0.565206774833125,"lps","mt","Slfn2","Exp.","2",FALSE
"3605",8,0.200549782687164,"lps","mt","Slfn2","Exp.","2",FALSE
"3606",0,0.124998579636892,"tnf","mt","Slfn2","Exp.","2",FALSE
"3607",0.5,0.126648424767829,"tnf","mt","Slfn2","Exp.","2",FALSE
"3608",1,0.238504484176834,"tnf","mt","Slfn2","Exp.","2",FALSE
"3609",2,0.699176632073775,"tnf","mt","Slfn2","Exp.","2",FALSE
"3610",3,0.926433995551295,"tnf","mt","Slfn2","Exp.","2",FALSE
"3611",5,0.292808264058536,"tnf","mt","Slfn2","Exp.","2",FALSE
"3612",8,0.129455294536819,"tnf","mt","Slfn2","Exp.","2",FALSE
"3613",0,0.0963412426112761,"lps","wt","Hivep3","Exp.","2",FALSE
"3614",0.5,0.0917845134723635,"lps","wt","Hivep3","Exp.","2",FALSE
"3615",1,0.0821785134544946,"lps","wt","Hivep3","Exp.","2",FALSE
"3616",2,0.430339395715584,"lps","wt","Hivep3","Exp.","2",FALSE
"3617",3,1,"lps","wt","Hivep3","Exp.","2",FALSE
"3618",5,0.449089765582221,"lps","wt","Hivep3","Exp.","2",FALSE
"3619",8,0.136845668221034,"lps","wt","Hivep3","Exp.","2",FALSE
"3620",0,0.0963412426112761,"tnf","wt","Hivep3","Exp.","2",FALSE
"3621",0.5,0.0804563367704773,"tnf","wt","Hivep3","Exp.","2",FALSE
"3622",1,0.0788721374872831,"tnf","wt","Hivep3","Exp.","2",FALSE
"3623",2,0.424114845446543,"tnf","wt","Hivep3","Exp.","2",FALSE
"3624",3,0.581934953065726,"tnf","wt","Hivep3","Exp.","2",FALSE
"3625",5,0.197735110959354,"tnf","wt","Hivep3","Exp.","2",FALSE
"3626",8,0.0718883970447016,"tnf","wt","Hivep3","Exp.","2",FALSE
"3627",0,0.0505475942709014,"lps","mt","Hivep3","Exp.","2",FALSE
"3628",0.5,0.0996878530744156,"lps","mt","Hivep3","Exp.","2",FALSE
"3629",1,0.0954182701025709,"lps","mt","Hivep3","Exp.","2",FALSE
"3630",2,0.364955263137069,"lps","mt","Hivep3","Exp.","2",FALSE
"3631",3,1,"lps","mt","Hivep3","Exp.","2",FALSE
"3632",5,0.777512298832092,"lps","mt","Hivep3","Exp.","2",FALSE
"3633",8,0.157235976475681,"lps","mt","Hivep3","Exp.","2",FALSE
"3634",0,0.0505475942709014,"tnf","mt","Hivep3","Exp.","2",FALSE
"3635",0.5,0.116840680704486,"tnf","mt","Hivep3","Exp.","2",FALSE
"3636",1,0.0666418282322449,"tnf","mt","Hivep3","Exp.","2",FALSE
"3637",2,0.264297959662489,"tnf","mt","Hivep3","Exp.","2",FALSE
"3638",3,0.934903221890159,"tnf","mt","Hivep3","Exp.","2",FALSE
"3639",5,0.659247070332969,"tnf","mt","Hivep3","Exp.","2",FALSE
"3640",8,0.0917969697494958,"tnf","mt","Hivep3","Exp.","2",FALSE
"3641",0,0.120863385171466,"lps","wt","Ptger2","Exp.","7",TRUE
"3642",0.5,0.069189540175205,"lps","wt","Ptger2","Exp.","7",TRUE
"3643",1,0.0609163032967155,"lps","wt","Ptger2","Exp.","7",TRUE
"3644",2,0.244437253514002,"lps","wt","Ptger2","Exp.","7",TRUE
"3645",3,1,"lps","wt","Ptger2","Exp.","7",TRUE
"3646",5,0.723325438807173,"lps","wt","Ptger2","Exp.","7",TRUE
"3647",8,0.272042032752658,"lps","wt","Ptger2","Exp.","7",TRUE
"3648",0,0.120863385171466,"tnf","wt","Ptger2","Exp.","7",TRUE
"3649",0.5,0.0889865317903383,"tnf","wt","Ptger2","Exp.","7",TRUE
"3650",1,0.0665025256732119,"tnf","wt","Ptger2","Exp.","7",TRUE
"3651",2,0.263446823450884,"tnf","wt","Ptger2","Exp.","7",TRUE
"3652",3,0.24110663333779,"tnf","wt","Ptger2","Exp.","7",TRUE
"3653",5,0.184502507166097,"tnf","wt","Ptger2","Exp.","7",TRUE
"3654",8,0.131120302287588,"tnf","wt","Ptger2","Exp.","7",TRUE
"3655",0,0.106388049392699,"lps","mt","Ptger2","Exp.","7",TRUE
"3656",0.5,0.116445688928618,"lps","mt","Ptger2","Exp.","7",TRUE
"3657",1,0.106032585182432,"lps","mt","Ptger2","Exp.","7",TRUE
"3658",2,0.266844527294361,"lps","mt","Ptger2","Exp.","7",TRUE
"3659",3,0.837126209413036,"lps","mt","Ptger2","Exp.","7",TRUE
"3660",5,1,"lps","mt","Ptger2","Exp.","7",TRUE
"3661",8,0.332316754267011,"lps","mt","Ptger2","Exp.","7",TRUE
"3662",0,0.106388049392699,"tnf","mt","Ptger2","Exp.","7",TRUE
"3663",0.5,0.0732481792392532,"tnf","mt","Ptger2","Exp.","7",TRUE
"3664",1,0.126681017634469,"tnf","mt","Ptger2","Exp.","7",TRUE
"3665",2,0.212581850516895,"tnf","mt","Ptger2","Exp.","7",TRUE
"3666",3,0.46926860905689,"tnf","mt","Ptger2","Exp.","7",TRUE
"3667",5,0.489690407132286,"tnf","mt","Ptger2","Exp.","7",TRUE
"3668",8,0.207048510841417,"tnf","mt","Ptger2","Exp.","7",TRUE
"3669",0,0.0408024504125112,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3670",0.5,0.0373745510767139,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3671",1,0.0513648337077971,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3672",2,0.651350969852654,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3673",3,1,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3674",5,0.498636014598181,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3675",8,0.137382728979574,"lps","wt","Tnfaip2","Exp.","2",FALSE
"3676",0,0.0408024504125112,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3677",0.5,0.037997791054869,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3678",1,0.0742996120652251,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3679",2,0.235108132463763,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3680",3,0.155056159648325,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3681",5,0.063201429832097,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3682",8,0.0424522919665039,"tnf","wt","Tnfaip2","Exp.","2",FALSE
"3683",0,0.102660336642595,"lps","mt","Tnfaip2","Exp.","2",FALSE
"3684",0.5,0.0844415837659437,"lps","mt","Tnfaip2","Exp.","2",FALSE
