"","time","normCnt.frac","sti","geno","gene","type","clust","v1"
"1260",8,0.391694415753595,"tnf","mt","Sdc4","Sim.","2",FALSE
"1261",0,0.186986072627559,"lps","wt","St3gal1","Sim.","4",FALSE
"1262",0.5,0.186986072627559,"lps","wt","St3gal1","Sim.","4",FALSE
"1263",1,0.186986072627559,"lps","wt","St3gal1","Sim.","4",FALSE
"1264",2,0.463815898301944,"lps","wt","St3gal1","Sim.","4",FALSE
"1265",3,0.662273204770505,"lps","wt","St3gal1","Sim.","4",FALSE
"1266",5,0.880013499499052,"lps","wt","St3gal1","Sim.","4",FALSE
"1267",8,1,"lps","wt","St3gal1","Sim.","4",FALSE
"1268",0,0.186986072627559,"tnf","wt","St3gal1","Sim.","4",FALSE
"1269",0.5,0.186986072627559,"tnf","wt","St3gal1","Sim.","4",FALSE
"1270",1,0.186986072627559,"tnf","wt","St3gal1","Sim.","4",FALSE
"1271",2,0.46946494303766,"tnf","wt","St3gal1","Sim.","4",FALSE
"1272",3,0.56749125916987,"tnf","wt","St3gal1","Sim.","4",FALSE
"1273",5,0.353073405477112,"tnf","wt","St3gal1","Sim.","4",FALSE
"1274",8,0.234915106904187,"tnf","wt","St3gal1","Sim.","4",FALSE
"1275",0,0.187493116595017,"lps","mt","St3gal1","Sim.","4",FALSE
"1276",0.5,0.187493116595017,"lps","mt","St3gal1","Sim.","4",FALSE
"1277",1,0.187493116595017,"lps","mt","St3gal1","Sim.","4",FALSE
"1278",2,0.441582696440414,"lps","mt","St3gal1","Sim.","4",FALSE
"1279",3,0.648274524908904,"lps","mt","St3gal1","Sim.","4",FALSE
"1280",5,0.875049120773747,"lps","mt","St3gal1","Sim.","4",FALSE
"1281",8,1,"lps","mt","St3gal1","Sim.","4",FALSE
"1282",0,0.187493116595017,"tnf","mt","St3gal1","Sim.","4",FALSE
"1283",0.5,0.187493116595017,"tnf","mt","St3gal1","Sim.","4",FALSE
"1284",1,0.187493116595017,"tnf","mt","St3gal1","Sim.","4",FALSE
"1285",2,0.469850595111222,"tnf","mt","St3gal1","Sim.","4",FALSE
"1286",3,0.666949244826751,"tnf","mt","St3gal1","Sim.","4",FALSE
"1287",5,0.806422556772321,"tnf","mt","St3gal1","Sim.","4",FALSE
"1288",8,0.377378801649638,"tnf","mt","St3gal1","Sim.","4",FALSE
"1289",0,0.0567561111671774,"lps","wt","Hivep3","Sim.","2",FALSE
"1290",0.5,0.0567561111671774,"lps","wt","Hivep3","Sim.","2",FALSE
"1291",1,0.0633525217611928,"lps","wt","Hivep3","Sim.","2",FALSE
"1292",2,0.400210744884558,"lps","wt","Hivep3","Sim.","2",FALSE
"1293",3,0.779688263881828,"lps","wt","Hivep3","Sim.","2",FALSE
"1294",5,1,"lps","wt","Hivep3","Sim.","2",FALSE
"1295",8,0.778077312158966,"lps","wt","Hivep3","Sim.","2",FALSE
"1296",0,0.0567561111671774,"tnf","wt","Hivep3","Sim.","2",FALSE
"1297",0.5,0.0567561111671774,"tnf","wt","Hivep3","Sim.","2",FALSE
"1298",1,0.0749909202904265,"tnf","wt","Hivep3","Sim.","2",FALSE
"1299",2,0.470498772176696,"tnf","wt","Hivep3","Sim.","2",FALSE
"1300",3,0.352010774149994,"tnf","wt","Hivep3","Sim.","2",FALSE
"1301",5,0.163673757227314,"tnf","wt","Hivep3","Sim.","2",FALSE
"1302",8,0.0800743607571483,"tnf","wt","Hivep3","Sim.","2",FALSE
"1303",0,0.0735968938489717,"lps","mt","Hivep3","Sim.","2",FALSE
"1304",0.5,0.0735968938489717,"lps","mt","Hivep3","Sim.","2",FALSE
"1305",1,0.0755529215950428,"lps","mt","Hivep3","Sim.","2",FALSE
"1306",2,0.470093802011476,"lps","mt","Hivep3","Sim.","2",FALSE
"1307",3,0.828589151014844,"lps","mt","Hivep3","Sim.","2",FALSE
"1308",5,1,"lps","mt","Hivep3","Sim.","2",FALSE
"1309",8,0.76314446587485,"lps","mt","Hivep3","Sim.","2",FALSE
"1310",0,0.0735968938489717,"tnf","mt","Hivep3","Sim.","2",FALSE
"1311",0.5,0.0735968938489717,"tnf","mt","Hivep3","Sim.","2",FALSE
"1312",1,0.0933141105510164,"tnf","mt","Hivep3","Sim.","2",FALSE
"1313",2,0.586122908437005,"tnf","mt","Hivep3","Sim.","2",FALSE
"1314",3,0.699261158277394,"tnf","mt","Hivep3","Sim.","2",FALSE
"1315",5,0.459312031267906,"tnf","mt","Hivep3","Sim.","2",FALSE
"1316",8,0.167453297288431,"tnf","mt","Hivep3","Sim.","2",FALSE
"1317",0,0.0582637530467171,"lps","wt","Ptger2","Sim.","7",TRUE
"1318",0.5,0.0582637530467171,"lps","wt","Ptger2","Sim.","7",TRUE
"1319",1,0.0582637530467171,"lps","wt","Ptger2","Sim.","7",TRUE
"1320",2,0.146510913894031,"lps","wt","Ptger2","Sim.","7",TRUE
"1321",3,0.811098754479062,"lps","wt","Ptger2","Sim.","7",TRUE
"1322",5,1,"lps","wt","Ptger2","Sim.","7",TRUE
"1323",8,0.45637710003158,"lps","wt","Ptger2","Sim.","7",TRUE
"1324",0,0.0582637530467171,"tnf","wt","Ptger2","Sim.","7",TRUE
"1325",0.5,0.0582637530467171,"tnf","wt","Ptger2","Sim.","7",TRUE
"1326",1,0.0582637530467171,"tnf","wt","Ptger2","Sim.","7",TRUE
"1327",2,0.388479260525052,"tnf","wt","Ptger2","Sim.","7",TRUE
"1328",3,0.294154051407497,"tnf","wt","Ptger2","Sim.","7",TRUE
"1329",5,0.169835752460105,"tnf","wt","Ptger2","Sim.","7",TRUE
"1330",8,0.0945794081080549,"tnf","wt","Ptger2","Sim.","7",TRUE
"1331",0,0.116754264681261,"lps","mt","Ptger2","Sim.","7",TRUE
"1332",0.5,0.116754264681261,"lps","mt","Ptger2","Sim.","7",TRUE
"1333",1,0.116754264681261,"lps","mt","Ptger2","Sim.","7",TRUE
"1334",2,0.314924274601041,"lps","mt","Ptger2","Sim.","7",TRUE
"1335",3,1,"lps","mt","Ptger2","Sim.","7",TRUE
"1336",5,0.775343169836197,"lps","mt","Ptger2","Sim.","7",TRUE
"1337",8,0.38899740042012,"lps","mt","Ptger2","Sim.","7",TRUE
"1338",0,0.116754264681261,"tnf","mt","Ptger2","Sim.","7",TRUE
"1339",0.5,0.116754264681261,"tnf","mt","Ptger2","Sim.","7",TRUE
"1340",1,0.116754264681261,"tnf","mt","Ptger2","Sim.","7",TRUE
"1341",2,0.520048497146532,"tnf","mt","Ptger2","Sim.","7",TRUE
"1342",3,0.473617815487624,"tnf","mt","Ptger2","Sim.","7",TRUE
"1343",5,0.293290486377319,"tnf","mt","Ptger2","Sim.","7",TRUE
"1344",8,0.17421527989055,"tnf","mt","Ptger2","Sim.","7",TRUE
"1345",0,0.0364074522598804,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1346",0.5,0.0364074522598804,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1347",1,0.0364350067489791,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1348",2,0.30885082128186,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1349",3,0.86532974241325,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1350",5,1,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1351",8,0.433084427157236,"lps","wt","Tnfaip2","Sim.","2",FALSE
"1352",0,0.0364074522598804,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1353",0.5,0.0364074522598804,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1354",1,0.0421445497092912,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1355",2,0.355076868355062,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1356",3,0.255768335675132,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1357",5,0.140242721607605,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1358",8,0.0702446300580647,"tnf","wt","Tnfaip2","Sim.","2",FALSE
"1359",0,0.0737347416396684,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1360",0.5,0.0737347416396684,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1361",1,0.0737349580326877,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1362",2,0.699901290524578,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1363",3,1,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1364",5,0.788304001241284,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1365",8,0.349664015197435,"lps","mt","Tnfaip2","Sim.","2",FALSE
"1366",0,0.0737347416396684,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1367",0.5,0.0737347416396684,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1368",1,0.0785681604768348,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1369",2,0.597260706572347,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1370",3,0.472371694978709,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1371",5,0.265106679970761,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1372",8,0.136097819225956,"tnf","mt","Tnfaip2","Sim.","2",FALSE
"1373",0,0.0956015649865528,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1374",0.5,0.0956015649865528,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1375",1,0.0956015649865528,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1376",2,0.166905566080953,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1377",3,0.908144790976667,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1378",5,1,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1379",8,0.367684084217999,"lps","wt","Tnfsf11","Sim.","2",FALSE
"1380",0,0.0956015649865528,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1381",0.5,0.0956015649865528,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1382",1,0.0956015649865528,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1383",2,0.461117502441025,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1384",3,0.329108550527963,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1385",5,0.183152766186763,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1386",8,0.115718438619129,"tnf","wt","Tnfsf11","Sim.","2",FALSE
"1387",0,0.170626085387351,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1388",0.5,0.170626085387351,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1389",1,0.170626085387351,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1390",2,0.300825612214028,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1391",3,1,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1392",5,0.651992481762433,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1393",8,0.310878933290824,"lps","mt","Tnfsf11","Sim.","2",FALSE
"1394",0,0.170626085387351,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1395",0.5,0.170626085387351,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1396",1,0.170626085387351,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1397",2,0.541466787727588,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1398",3,0.461157033524342,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1399",5,0.283083995225161,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1400",8,0.196465844385594,"tnf","mt","Tnfsf11","Sim.","2",FALSE
"1401",0,0.266227101421002,"lps","wt","Slc39a4","Sim.","9",FALSE
"1402",0.5,0.266227101421002,"lps","wt","Slc39a4","Sim.","9",FALSE
"1403",1,0.266227101421002,"lps","wt","Slc39a4","Sim.","9",FALSE
"1404",2,0.337356854208635,"lps","wt","Slc39a4","Sim.","9",FALSE
"1405",3,0.505450795595373,"lps","wt","Slc39a4","Sim.","9",FALSE
"1406",5,0.782776051871507,"lps","wt","Slc39a4","Sim.","9",FALSE
"1407",8,1,"lps","wt","Slc39a4","Sim.","9",FALSE
"1408",0,0.266227101421002,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1409",0.5,0.266227101421002,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1410",1,0.266227101421002,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1411",2,0.376289886008826,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1412",3,0.448302437379468,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1413",5,0.416581992942489,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1414",8,0.378266425322032,"tnf","wt","Slc39a4","Sim.","9",FALSE
"1415",0,0.302434808369703,"lps","mt","Slc39a4","Sim.","9",FALSE
"1416",0.5,0.302434808369703,"lps","mt","Slc39a4","Sim.","9",FALSE
"1417",1,0.302434808369703,"lps","mt","Slc39a4","Sim.","9",FALSE
"1418",2,0.35489485303094,"lps","mt","Slc39a4","Sim.","9",FALSE
"1419",3,0.540011572883831,"lps","mt","Slc39a4","Sim.","9",FALSE
"1420",5,0.795014623024361,"lps","mt","Slc39a4","Sim.","9",FALSE
"1421",8,1,"lps","mt","Slc39a4","Sim.","9",FALSE
"1422",0,0.302434808369703,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1423",0.5,0.302434808369703,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1424",1,0.302434808369703,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1425",2,0.417552733876358,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1426",3,0.55471143207711,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1427",5,0.658425261920295,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1428",8,0.578932863402691,"tnf","mt","Slc39a4","Sim.","9",FALSE
"1429",0,0.356192087068881,"lps","wt","Il1rap","Sim.","9",TRUE
"1430",0.5,0.356192087068881,"lps","wt","Il1rap","Sim.","9",TRUE
"1431",1,0.356192087068881,"lps","wt","Il1rap","Sim.","9",TRUE
"1432",2,0.477141902155857,"lps","wt","Il1rap","Sim.","9",TRUE
"1433",3,0.604660484443254,"lps","wt","Il1rap","Sim.","9",TRUE
"1434",5,0.803392901873726,"lps","wt","Il1rap","Sim.","9",TRUE
"1435",8,1,"lps","wt","Il1rap","Sim.","9",TRUE
"1436",0,0.356192087068881,"tnf","wt","Il1rap","Sim.","9",TRUE
"1437",0.5,0.356192087068881,"tnf","wt","Il1rap","Sim.","9",TRUE
"1438",1,0.356192087068881,"tnf","wt","Il1rap","Sim.","9",TRUE
"1439",2,0.480205850720273,"tnf","wt","Il1rap","Sim.","9",TRUE
"1440",3,0.582355525995744,"tnf","wt","Il1rap","Sim.","9",TRUE
"1441",5,0.517801716751956,"tnf","wt","Il1rap","Sim.","9",TRUE
"1442",8,0.453654141536263,"tnf","wt","Il1rap","Sim.","9",TRUE
"1443",0,0.358223978929699,"lps","mt","Il1rap","Sim.","9",TRUE
"1444",0.5,0.358223978929699,"lps","mt","Il1rap","Sim.","9",TRUE
"1445",1,0.358223978929699,"lps","mt","Il1rap","Sim.","9",TRUE
"1446",2,0.467192565420061,"lps","mt","Il1rap","Sim.","9",TRUE
"1447",3,0.597143672506845,"lps","mt","Il1rap","Sim.","9",TRUE
"1448",5,0.799665772268786,"lps","mt","Il1rap","Sim.","9",TRUE
"1449",8,1,"lps","mt","Il1rap","Sim.","9",TRUE
"1450",0,0.358223978929699,"tnf","mt","Il1rap","Sim.","9",TRUE
"1451",0.5,0.358223978929699,"tnf","mt","Il1rap","Sim.","9",TRUE
"1452",1,0.358223978929699,"tnf","mt","Il1rap","Sim.","9",TRUE
"1453",2,0.48238475867987,"tnf","mt","Il1rap","Sim.","9",TRUE
"1454",3,0.609975363957955,"tnf","mt","Il1rap","Sim.","9",TRUE
"1455",5,0.790736009384464,"tnf","mt","Il1rap","Sim.","9",TRUE
"1456",8,0.639365939212054,"tnf","mt","Il1rap","Sim.","9",TRUE
"1457",0,0.271899714203267,"lps","wt","Tmem158","Sim.","9",FALSE
"1458",0.5,0.271899714203267,"lps","wt","Tmem158","Sim.","9",FALSE
"1459",1,0.271899714203267,"lps","wt","Tmem158","Sim.","9",FALSE
"1460",2,0.386626291335454,"lps","wt","Tmem158","Sim.","9",FALSE
"1461",3,0.608893452051615,"lps","wt","Tmem158","Sim.","9",FALSE
"1462",5,0.870484039718706,"lps","wt","Tmem158","Sim.","9",FALSE
"1463",8,1,"lps","wt","Tmem158","Sim.","9",FALSE
"1464",0,0.271899714203267,"tnf","wt","Tmem158","Sim.","9",FALSE
"1465",0.5,0.271899714203267,"tnf","wt","Tmem158","Sim.","9",FALSE
"1466",1,0.271899714203267,"tnf","wt","Tmem158","Sim.","9",FALSE
"1467",2,0.42481647615231,"tnf","wt","Tmem158","Sim.","9",FALSE
"1468",3,0.545579668693794,"tnf","wt","Tmem158","Sim.","9",FALSE
"1469",5,0.404684360324109,"tnf","wt","Tmem158","Sim.","9",FALSE
"1470",8,0.31660374396145,"tnf","wt","Tmem158","Sim.","9",FALSE
"1471",0,0.288084836885475,"lps","mt","Tmem158","Sim.","9",FALSE
"1472",0.5,0.288084836885475,"lps","mt","Tmem158","Sim.","9",FALSE
"1473",1,0.288084836885475,"lps","mt","Tmem158","Sim.","9",FALSE
"1474",2,0.355764534759456,"lps","mt","Tmem158","Sim.","9",FALSE
"1475",3,0.606250456279573,"lps","mt","Tmem158","Sim.","9",FALSE
"1476",5,0.889451643394419,"lps","mt","Tmem158","Sim.","9",FALSE
"1477",8,1,"lps","mt","Tmem158","Sim.","9",FALSE
"1478",0,0.288084836885475,"tnf","mt","Tmem158","Sim.","9",FALSE
"1479",0.5,0.288084836885475,"tnf","mt","Tmem158","Sim.","9",FALSE
"1480",1,0.288084836885475,"tnf","mt","Tmem158","Sim.","9",FALSE
"1481",2,0.44522477628364,"tnf","mt","Tmem158","Sim.","9",FALSE
"1482",3,0.657689716428799,"tnf","mt","Tmem158","Sim.","9",FALSE
"1483",5,0.717231599427364,"tnf","mt","Tmem158","Sim.","9",FALSE
"1484",8,0.434078698750808,"tnf","mt","Tmem158","Sim.","9",FALSE
"1485",0,0.207552181115874,"lps","wt","Slco3a1","Sim.","5",TRUE
"1486",0.5,0.207552181115874,"lps","wt","Slco3a1","Sim.","5",TRUE
"1487",1,0.207552181115874,"lps","wt","Slco3a1","Sim.","5",TRUE
"1488",2,0.226859826886875,"lps","wt","Slco3a1","Sim.","5",TRUE
"1489",3,0.462529043511403,"lps","wt","Slco3a1","Sim.","5",TRUE
"1490",5,0.802655934796539,"lps","wt","Slco3a1","Sim.","5",TRUE
"1491",8,1,"lps","wt","Slco3a1","Sim.","5",TRUE
"1492",0,0.207552181115874,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1493",0.5,0.207552181115874,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1494",1,0.207552181115874,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1495",2,0.239188527152746,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1496",3,0.482981422093979,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1497",5,0.412270014009057,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1498",8,0.290248091639795,"tnf","wt","Slco3a1","Sim.","5",TRUE
"1499",0,0.219544768125158,"lps","mt","Slco3a1","Sim.","5",TRUE
"1500",0.5,0.219544768125158,"lps","mt","Slco3a1","Sim.","5",TRUE
"1501",1,0.219544768125158,"lps","mt","Slco3a1","Sim.","5",TRUE
"1502",2,0.226762635795931,"lps","mt","Slco3a1","Sim.","5",TRUE
"1503",3,0.454998584074139,"lps","mt","Slco3a1","Sim.","5",TRUE
"1504",5,0.80035135330269,"lps","mt","Slco3a1","Sim.","5",TRUE
"1505",8,1,"lps","mt","Slco3a1","Sim.","5",TRUE
"1506",0,0.219544768125158,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1507",0.5,0.219544768125158,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1508",1,0.219544768125158,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1509",2,0.250440418552001,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1510",3,0.506637562320066,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1511",5,0.754878301642801,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1512",8,0.508527142258479,"tnf","mt","Slco3a1","Sim.","5",TRUE
"1513",0,0.161394514888774,"lps","wt","Adtrp","Sim.","5",FALSE
"1514",0.5,0.161394514888774,"lps","wt","Adtrp","Sim.","5",FALSE
"1515",1,0.162591709701728,"lps","wt","Adtrp","Sim.","5",FALSE
"1516",2,0.386837335689153,"lps","wt","Adtrp","Sim.","5",FALSE
"1517",3,0.561752248030579,"lps","wt","Adtrp","Sim.","5",FALSE
"1518",5,0.803726432847484,"lps","wt","Adtrp","Sim.","5",FALSE
"1519",8,1,"lps","wt","Adtrp","Sim.","5",FALSE
"1520",0,0.161394514888774,"tnf","wt","Adtrp","Sim.","5",FALSE
"1521",0.5,0.161394514888774,"tnf","wt","Adtrp","Sim.","5",FALSE
"1522",1,0.163768671216216,"tnf","wt","Adtrp","Sim.","5",FALSE
"1523",2,0.388184222884547,"tnf","wt","Adtrp","Sim.","5",FALSE
"1524",3,0.519769286206071,"tnf","wt","Adtrp","Sim.","5",FALSE
"1525",5,0.378334466098899,"tnf","wt","Adtrp","Sim.","5",FALSE
"1526",8,0.263611805923884,"tnf","wt","Adtrp","Sim.","5",FALSE
"1527",0,0.168990778743091,"lps","mt","Adtrp","Sim.","5",FALSE
"1528",0.5,0.168990778743091,"lps","mt","Adtrp","Sim.","5",FALSE
"1529",1,0.169140196151446,"lps","mt","Adtrp","Sim.","5",FALSE
"1530",2,0.385116927125594,"lps","mt","Adtrp","Sim.","5",FALSE
"1531",3,0.560522691591457,"lps","mt","Adtrp","Sim.","5",FALSE
"1532",5,0.80317590671351,"lps","mt","Adtrp","Sim.","5",FALSE
"1533",8,1,"lps","mt","Adtrp","Sim.","5",FALSE
"1534",0,0.168990778743091,"tnf","mt","Adtrp","Sim.","5",FALSE
"1535",0.5,0.168990778743091,"tnf","mt","Adtrp","Sim.","5",FALSE
"1536",1,0.171179897306347,"tnf","mt","Adtrp","Sim.","5",FALSE
"1537",2,0.394045875563384,"tnf","mt","Adtrp","Sim.","5",FALSE
"1538",3,0.567469736021669,"tnf","mt","Adtrp","Sim.","5",FALSE
"1539",5,0.801130149472708,"tnf","mt","Adtrp","Sim.","5",FALSE
"1540",8,0.673595327702463,"tnf","mt","Adtrp","Sim.","5",FALSE
"1541",0,0.152441420382345,"lps","wt","Timp1","Sim.","5",TRUE
"1542",0.5,0.152441420382345,"lps","wt","Timp1","Sim.","5",TRUE
"1543",1,0.152709270103704,"lps","wt","Timp1","Sim.","5",TRUE
"1544",2,0.294575080264794,"lps","wt","Timp1","Sim.","5",TRUE
"1545",3,0.532273046574856,"lps","wt","Timp1","Sim.","5",TRUE
"1546",5,0.855457464022654,"lps","wt","Timp1","Sim.","5",TRUE
"1547",8,1,"lps","wt","Timp1","Sim.","5",TRUE
"1548",0,0.152441420382345,"tnf","wt","Timp1","Sim.","5",TRUE
"1549",0.5,0.152441420382345,"tnf","wt","Timp1","Sim.","5",TRUE
"1550",1,0.153198589797823,"tnf","wt","Timp1","Sim.","5",TRUE
"1551",2,0.34984880883768,"tnf","wt","Timp1","Sim.","5",TRUE
"1552",3,0.363697399042325,"tnf","wt","Timp1","Sim.","5",TRUE
"1553",5,0.316563544287229,"tnf","wt","Timp1","Sim.","5",TRUE
"1554",8,0.264849020738997,"tnf","wt","Timp1","Sim.","5",TRUE
"1555",0,0.190913046108743,"lps","mt","Timp1","Sim.","5",TRUE
"1556",0.5,0.190913046108743,"lps","mt","Timp1","Sim.","5",TRUE
"1557",1,0.190970051963867,"lps","mt","Timp1","Sim.","5",TRUE
"1558",2,0.33894512311778,"lps","mt","Timp1","Sim.","5",TRUE
"1559",3,0.581819579476354,"lps","mt","Timp1","Sim.","5",TRUE
"1560",5,0.86589944617919,"lps","mt","Timp1","Sim.","5",TRUE
"1561",8,1,"lps","mt","Timp1","Sim.","5",TRUE
"1562",0,0.190913046108743,"tnf","mt","Timp1","Sim.","5",TRUE
"1563",0.5,0.190913046108743,"tnf","mt","Timp1","Sim.","5",TRUE
"1564",1,0.191696310916921,"tnf","mt","Timp1","Sim.","5",TRUE
"1565",2,0.419318651381899,"tnf","mt","Timp1","Sim.","5",TRUE
"1566",3,0.552036007770856,"tnf","mt","Timp1","Sim.","5",TRUE
"1567",5,0.58819638778181,"tnf","mt","Timp1","Sim.","5",TRUE
"1568",8,0.470381916924556,"tnf","mt","Timp1","Sim.","5",TRUE
"1569",0,0.433751258517698,"lps","wt","Rab15","Sim.","9",TRUE
"1570",0.5,0.433751258517698,"lps","wt","Rab15","Sim.","9",TRUE
"1571",1,0.433751258517698,"lps","wt","Rab15","Sim.","9",TRUE
"1572",2,0.433751264329637,"lps","wt","Rab15","Sim.","9",TRUE
"1573",3,0.565013778537061,"lps","wt","Rab15","Sim.","9",TRUE
"1574",5,0.779128949717437,"lps","wt","Rab15","Sim.","9",TRUE
"1575",8,1,"lps","wt","Rab15","Sim.","9",TRUE
"1576",0,0.433751258517698,"tnf","wt","Rab15","Sim.","9",TRUE
"1577",0.5,0.433751258517698,"tnf","wt","Rab15","Sim.","9",TRUE
"1578",1,0.433751258517698,"tnf","wt","Rab15","Sim.","9",TRUE
"1579",2,0.433751275087971,"tnf","wt","Rab15","Sim.","9",TRUE
"1580",3,0.566535402721022,"tnf","wt","Rab15","Sim.","9",TRUE
"1581",5,0.619801051920739,"tnf","wt","Rab15","Sim.","9",TRUE
"1582",8,0.55188213801537,"tnf","wt","Rab15","Sim.","9",TRUE
"1583",0,0.43736409628701,"lps","mt","Rab15","Sim.","9",TRUE
"1584",0.5,0.43736409628701,"lps","mt","Rab15","Sim.","9",TRUE
"1585",1,0.43736409628701,"lps","mt","Rab15","Sim.","9",TRUE
"1586",2,0.437364097146473,"lps","mt","Rab15","Sim.","9",TRUE
"1587",3,0.561162171163762,"lps","mt","Rab15","Sim.","9",TRUE
"1588",5,0.777173770492494,"lps","mt","Rab15","Sim.","9",TRUE
"1589",8,1,"lps","mt","Rab15","Sim.","9",TRUE
"1590",0,0.43736409628701,"tnf","mt","Rab15","Sim.","9",TRUE
"1591",0.5,0.43736409628701,"tnf","mt","Rab15","Sim.","9",TRUE
"1592",1,0.43736409628701,"tnf","mt","Rab15","Sim.","9",TRUE
"1593",2,0.437364110388253,"tnf","mt","Rab15","Sim.","9",TRUE
"1594",3,0.569952034030817,"tnf","mt","Rab15","Sim.","9",TRUE
"1595",5,0.783659012326406,"tnf","mt","Rab15","Sim.","9",TRUE
"1596",8,0.806152538357305,"tnf","mt","Rab15","Sim.","9",TRUE
"1597",0,0.176045280991539,"lps","wt","Il1rl1","Sim.","5",TRUE
"1598",0.5,0.176045280991539,"lps","wt","Il1rl1","Sim.","5",TRUE
"1599",1,0.176635056675634,"lps","wt","Il1rl1","Sim.","5",TRUE
"1600",2,0.366700880831249,"lps","wt","Il1rl1","Sim.","5",TRUE
"1601",3,0.525793766060336,"lps","wt","Il1rl1","Sim.","5",TRUE
"1602",5,0.768434944235691,"lps","wt","Il1rl1","Sim.","5",TRUE
"1603",8,1,"lps","wt","Il1rl1","Sim.","5",TRUE
"1604",0,0.176045280991539,"tnf","wt","Il1rl1","Sim.","5",TRUE
"1605",0.5,0.176045280991539,"tnf","wt","Il1rl1","Sim.","5",TRUE
"1606",1,0.177476586225846,"tnf","wt","Il1rl1","Sim.","5",TRUE
"1607",2,0.368240758639995,"tnf","wt","Il1rl1","Sim.","5",TRUE
"1608",3,0.48725896454684,"tnf","wt","Il1rl1","Sim.","5",TRUE
"1609",5,0.391655730618397,"tnf","wt","Il1rl1","Sim.","5",TRUE
