"",Control_Lps_0,Control_Lps_0.5,Control_Lps_1,Control_Lps_2,Control_Lps_4,Control_Lps_8,Control_Tnf_0,Control_Tnf_0.5,Control_Tnf_1,Control_Tnf_2,Control_Tnf_4,Control_Tnf_8,Mutant_Lps_0,Mutant_Lps_0.5,Mutant_Lps_1,Mutant_Lps_2,Mutant_Lps_4,Mutant_Lps_8,Mutant_Tnf_0,Mutant_Tnf_0.5,Mutant_Tnf_1,Mutant_Tnf_2,Mutant_Tnf_4,Mutant_Tnf_8
Gda,2.09967543985014,1.99514236963972,0.81492517469839,1.88451153508385,1.30223265720826,1.11677895362136,2.09967543985014,1.66434349041819,0.739431996107318,1.88649507898426,0.79212958132919,0.826206026083277,0.590429216808073,1.34219434436474,0.753089593575463,2.05785587531698,1.48887212377296,1.14443767911745,0.590429216808073,0.97429540499551,1.13938748881437,2.2566704784335,2.38202155156544,1.74261021334066
Rab20,1.40337398842368,7.29090779322412,6.39116314081168,4.07177721892877,3.7916891400082,2.97829787335063,1.40337398842368,8.16109658772588,5.55735523334006,2.00097636749108,2.58522980181646,0.817921110883963,2.97473122654016,7.11822467382232,5.1122596476741,6.01947107571426,7.17052970230234,6.10411987948954,2.97473122654016,8.45245160526931,6.36068850902319,6.75458685592055,2.704501413888,0
Cxcl10,0.39178291514029,3.21354602383256,45.1411371748449,38.646642620848,12.1035797308123,1.99927802906296,0.39178291514029,36.0124848840754,30.331018282852,8.20307356447414,0.995979296650071,0.225078773091514,0.402118477477523,7.46528553935771,39.4493495798277,48.9576519639354,50.7006576340316,21.1114775849833,0.402118477477523,38.664451195726,53.7477049227645,37.7706027717068,11.9730505007747,0.593412170228959
Gadd45b,8.64175319803284,20.3248183834886,94.7785013606563,51.7496394290601,21.1590116653863,9.4321320629314,8.64175319803284,68.9522275412773,52.6228269511364,16.0569295723546,13.4352309913831,7.74062375621939,17.0778065713233,17.2768758819017,42.5421688080991,84.4859147727721,42.0226862281565,11.0918248995033,17.0778065713233,52.0764236498723,50.1288574486003,48.9113144654113,19.6722289175326,5.27789971309485
Irf1,8.03296869246297,42.020684469175,99.6041810321692,57.0793602532035,23.0878883509686,11.96392388584,8.03296869246297,217.761860013334,121.657817513034,17.7824735045186,9.68407837582847,6.54419174533215,13.1246272635751,37.7313350608422,140.903625772842,135.275165290474,81.8350356991919,43.6423775840653,13.1246272635751,229.540686761215,185.61666500603,104.437971585928,17.8597191086825,13.1082002230556
Itpkc,5.76252029981427,5.56564344421168,16.6302962005609,11.9271663635357,6.66325299474704,6.2852309002246,5.76252029981427,31.305106504729,19.3137329919421,7.87912956458629,6.9758637747807,5.88853178002794,7.42423929389999,6.0964937694198,13.2947711225252,14.0520102886401,10.3992077207982,5.22978587369947,7.42423929389999,27.7139530715833,14.740319596827,10.0187195564448,7.11695273563953,8.80152057533885
Pim1,5.15062354943039,18.3566060144406,48.4714505832906,34.5338008797569,13.4204358734769,5.78806707111914,5.15062354943039,34.7405769041331,33.0171242173894,9.30891035231418,7.29793321120053,2.75407228596031,6.1790275219973,21.7850594784323,32.1257596613004,44.9746490328652,23.676416524341,9.88569555919122,6.1790275219973,24.2141177379266,33.889401166392,26.7800473375591,7.64633267545671,4.55924104101613
Zbtb10,3.29640881570237,4.35033310035269,7.41775363022941,7.37832753201507,4.2046850236769,4.11894279298956,3.29640881570237,8.10530871064467,10.0172105463634,4.75320640095748,2.74796607757958,4.37552649152061,3.81697974810908,4.98635766856352,13.7276110456179,6.72679480457848,4.47857595736404,4.41035647348973,3.81697974810908,10.1318774579822,15.9288661585069,6.11371477704214,3.85890532266839,3.424726185562
Rhof,0.575159794586658,0.757156899526147,1.61312427661199,0.953733097077994,0.850993744404895,0.638055399559234,0.575159794586658,0.672903531977324,1.04207714631142,0.709335519702987,1.54338556225783,0.734285668552934,0.442749744758499,0.670987801717541,0.745795747632844,1.14164698614654,1.68979562410841,0.348724165214407,0.442749744758499,0.5428024955734,0.999299824429328,0.906642181999994,0.805059159640853,0.871163107793752
Sdc4,10.6692932260678,41.8133729327639,49.4894631558992,43.2910272643619,19.1277733624603,8.60801115724169,10.6692932260678,69.8934121669114,24.6807046790894,15.5545681276855,11.7416326452347,4.64355683682062,15.1106240594322,38.1220476975818,31.9260313921885,42.2096893557407,27.2847322227127,11.6565878499643,15.1106240594322,63.6788706581291,24.411258636891,31.2737672673175,22.5463976899653,7.87022501387288
