"",Control_Lps_0,Control_Lps_0.5,Control_Lps_1,Control_Lps_2,Control_Lps_4,Control_Lps_8,Control_Tnf_0,Control_Tnf_0.5,Control_Tnf_1,Control_Tnf_2,Control_Tnf_4,Control_Tnf_8,Mutant_Lps_0,Mutant_Lps_0.5,Mutant_Lps_1,Mutant_Lps_2,Mutant_Lps_4,Mutant_Lps_8,Mutant_Tnf_0,Mutant_Tnf_0.5,Mutant_Tnf_1,Mutant_Tnf_2,Mutant_Tnf_4,Mutant_Tnf_8
Ccl5,0,0.00180259137518807,0.186456528329567,1,0.745889293888869,0.0671416581026993,0,0.02026321448662,0.0627603563478537,0.10328187970978,0.0226265374468103,0.01363549973369,0.00513273269851254,0.00388933146879308,0.0618514417266866,0.570682955700532,1,0.357779656085948,0.00513273269851254,0.0134842061337614,0.10982329679549,0.56112108655935,0.183547672087004,0.0201985316628461
Mmp3,0.229430282359084,0.173353707175742,0.16970705467508,1,0.444953703008908,0.653918647960552,0.229430282359084,0.467084449988954,0.160742218890211,0.387328684162524,0.104686092598305,0.060834183501377,0.0825305773434597,0.078535587564235,0.167122118269923,0.409956826974246,0.679503889663171,1,0.0825305773434597,0.178999375560349,0.268234642917462,0.308170063400708,0.22335510221892,0.0453178011812423
U90926,0,0.128399970263396,0.217728556410061,1,0.112564127467583,0,0,0.300700907285417,0.0931347595803081,0.266552454323456,0.134308805613758,0,0,0.183249704316549,0,0.502584910041941,0.175805934491909,1,0,0.127064345468192,0.39299494194884,0.47270607985987,0,0
Kcnn3,0.0645102012929041,0.0678379671333592,0.178940572033677,0.51779664018254,1,0.341308105789791,0.0645102012929041,0.0917917130029776,0.215049255298154,0.448564887163563,0.204994980726298,0.118785341007727,0.0764206868445201,0.115815648181839,0.0972210345029443,0.42993520469739,1,0.266757473421383,0.0764206868445201,0.105857828355145,0.173111060336888,0.415153018774614,0.480033254374433,0.054678853390331
Rbfox1,0.239669651284603,0.30337309967046,0.267504370856829,0.421654537644936,1,0.531756623296377,0.239669651284603,0.477437093164423,0.176041042021929,0.644903580476224,0.152320329377642,0.298328120267066,0.0994389660145563,0.175816526155562,0.199713088948819,0.33677355721306,1,0.734262924987498,0.0994389660145563,0.121910220274392,0.125684614786237,0.499810390354485,0.381713190225453,0.130438710497416
Rab15,0.298177242627608,0.25162121796197,0.426675523651729,0.643172844440144,1,0.91884416525477,0.298177242627608,0.392849148787252,0.316356107868818,0.585036612068042,0.421120910632303,0.507562774753016,0.291240687039486,0.262066781441946,0.488225704381287,0.55482491861261,0.774113227682115,1,0.291240687039486,0.372995336696951,0.384543437820909,0.472706079859871,0.695057661844563,0.214894089472344
Slc39a4,0.32184210315361,0.244432040305913,0.138161598134846,0.292873348807566,1,0.535554884891353,0.32184210315361,0.228974932436,0.118198985357581,0.202971885819525,0.340907403845198,0,0.211604561677126,0.42758264340528,0.246766252757932,0.48862421809633,0.92298115608252,1,0.211604561677126,0.611497162565671,0.458494098940313,0.531794339842353,0.64127343801135,0
Acpp,0.054505517469563,0.0735924422426408,0.12479112089599,0.308619227775716,1,0.564348158272608,0.054505517469563,0.137877378671139,0.266900934678408,0.122219630170897,0.26942681916798,0.243548266917779,0.213510909079622,0.127119164255623,0.195634506690972,0.46485331018894,0.582060188520507,1,0.213510909079622,0.192313603951857,0.247834648075844,0.689895359795483,0.305038175918912,0.540139197862914
Itgal,0.0310744099596589,0.0668676156239166,0.13006246996832,0.393527522708097,1,0.133580931059107,0.0310744099596589,0.0718507546609514,0.0998577634917493,0.0636911779640579,0.0905167934347596,0.0297536798993148,0.0649575838178421,0.1071294745682,0.0623834971393892,0.457929120077872,1,0.731325873287548,0.0649575838178421,0.0933556537994083,0.0683036031546635,0.233669070614029,0.180644093093537,0.270660324282139
Lcn2,0,0,0,0.559121847723537,1,0.45441020536236,0,0.242852201068484,0.0752175361366424,0.0430546424465659,0,0.0980518996681966,0,0,0.0972210345029445,0.29701280665662,1,0.232166943900809,0,0.0563184505534764,0.193540315904596,0.0199539501680723,0.259867626428265,0
Mmp9,0.0754835860489139,0.0705577023563464,0.478580381168127,0.676326083844278,1,0.979090030110652,0.0754835860489139,0.247859462946185,0.690915718533489,0.146474556776977,0.381324261002104,0.155670026277343,0.052248039920278,0.0613660275257577,0.0929181569026782,0.226214915785339,0.658051379799576,1,0.052248039920278,0.0833859767135008,0.150708708447973,0.281216348435154,0.384764062806811,0.0616825627189131
Pilra,0.318343819423679,0.570341427380465,0.294344274287279,0.207982523066243,1,0.869306479823639,0.318343819423679,0.487816160407127,0.179868021196318,0.164730805882513,0.363140495400319,0.46894386797833,0.106313402968218,0.557716491398191,0.123979180129589,0.226608333030183,0.92744000224717,1,0.106313402968218,0.244921129670573,0.172765892354321,0.171270318789808,0.416363043810269,0.289639859723592
Angptl4,0.172369014708202,0.146102580308622,0.449452472185555,0.830359105646911,0.482863221826066,1,0.172369014708202,0.427547089748703,0.37513389690548,0.34785816900262,0.440896454562267,0.469455520432197,0.137312036255394,0.0636366729983097,0.26020923940494,0.653962021192474,1,0.934254680670368,0.137312036255394,0.199047072789493,0.27394493243849,0.459601094863871,0.681037891074564,0.557241844110286
Il34,0.145391307507754,0.132505822906221,0.324553484635641,0.564500268258756,0.774423976849619,1,0.145391307507754,0.372379723329514,0.704828187911599,0.537926431794971,0.246406409595059,0.1113694883821,0.103329379395407,0.215319233239474,0.256061034535924,0.626329823113917,1,0.846918851694499,0.103329379395407,0.203592520780172,0.587708339563812,0.411163790082953,0.65759929880204,0.304969379472831
Il1rap,0.305720574789372,0.427954522525606,0.482503262214891,0.507311182478178,0.78028204683244,1,0.305720574789372,0.328390283398007,0.492042832307667,0.580304449262383,0.383358600464134,0.447699788708094,0.184873749077327,0.246199786117222,0.365222098621358,0.323041536853908,0.729659104645513,1,0.184873749077327,0.221818930719533,0.349755889656181,0.383134634409651,0.405146837120131,0.27689287323209
Mmp1b,0.139876464809184,0.2203353530318,0.240186796321868,0.848575295496731,0.441510681054497,1,0.139876464809184,0.383318080464354,0.502291352304818,0.522749824001381,0.131699977542187,0.178575214129919,0.0868121278675389,0.131563890278548,0.131608668137564,0.384885537946649,0.520656036764499,1,0.0868121278675389,0.157364304772145,0.324472746942376,0.399982067573736,0.110496346241956,0.307463851091198
Mir155hg,0.0710503593247295,0.297865793085173,0.53437344836159,1,0.26995982984036,0.126111917653346,0.0710503593247295,0.314076913161216,0.379925588218981,0.221054707809625,0.0963318329919371,0.144224796536645,0.0249124809304128,0.220236896593469,0.342169326933848,1,0.451256509499907,0.176596955658439,0.0249124809304128,0.158165029382994,0.402594180799421,0.556523030829922,0.128346528483749,0.0653577167602251
Cgn,0.280971875511431,0.41729990335604,0.305562235416395,1,0.848068369443275,0.997430621440102,0.280971875511431,0.444217249398912,0.605375937272006,0.456773978545198,0.238092882678937,0.215223967387448,0.185232456299582,0.181948163241981,0.28001552218826,0.779414331405468,0.867798965626572,0.547106755495591,0.185232456299582,0.281160725454793,0.713515289273198,1,0.598775517962055,0.0809926722235148
Pdgfb,0.281877113276399,0.415748602600068,0.547154290457999,1,0.467831578099474,0.0951699601621903,0.281877113276399,0.354581144204216,0.355573970590992,0.347806362332838,0.447862448459263,0.0528058804742434,0.373134325998206,0.556917583161293,0.127464353315042,1,0.304137201605193,0.273854642254927,0.373134325998206,0.288137466241234,0.300120787054802,0.978789118571795,0.356371387848494,0.0889922957975391
Tnfsf11,0.145444264970622,0.343658743940267,0.527244641502796,1,0.401699435276474,0.107566047410207,0.145444264970622,0.429235804909378,0.688466752191692,0.353312664946385,0.0684711558030926,0.21663065998475,0.062762602923721,0.134748806538951,0.341561150662296,1,0.387825562015552,0.296603260469812,0.062762602923721,0.255569709897069,0.237983978140764,0.990206036995529,0.152163034053482,0
Zc3h12c,0.376000359072202,0.595675156163129,0.986039978670137,1,0.820614560636224,0.337040281885314,0.376000359072202,0.648963657422512,0.633072875578565,0.422163338115423,0.346920522735669,0.274398835980683,0.309940089839711,0.906142339830323,0.815378771509186,1,0.96203340521455,0.657391165639768,0.309940089839711,0.570291267137042,0.656359869189338,0.806526183769678,0.366098085946511,0.316926916479316
Ccl1,0,0,0.117936301388783,1,0.243888942846431,0,0,0.260607452980695,0.302687968636003,0,0,0,0,0,0.205032500405352,0.97436835783062,0.0958605219228761,0,0,0.138567045641228,1,0.957354436806001,0.319691760853496,0
